private_qid,question,cluster_id,train_lex_qid,train_lex_sim,train_lex_question,train_emb_qid,train_emb_sim,train_emb_question,public_lex_qid,public_lex_sim,public_lex_question,public_emb_qid,public_emb_sim,public_emb_question,hist_cal_a_lex_qid,hist_cal_a_lex_sim,hist_cal_a_lex_question,hist_cal_a_emb_qid,hist_cal_a_emb_sim,hist_cal_a_emb_question,hist_cal_b_lex_qid,hist_cal_b_lex_sim,hist_cal_b_lex_question,hist_cal_b_emb_qid,hist_cal_b_emb_sim,hist_cal_b_emb_question,hist_cal_c_lex_qid,hist_cal_c_lex_sim,hist_cal_c_lex_question,hist_cal_c_emb_qid,hist_cal_c_emb_sim,hist_cal_c_emb_question,hist_cal_d_lex_qid,hist_cal_d_lex_sim,hist_cal_d_lex_question,hist_cal_d_emb_qid,hist_cal_d_emb_sim,hist_cal_d_emb_question
48076,Công chức bị xử lý kỷ luật buộc thôi việc khi nào?,3,64388,0.68488652,Khi nào áp dụng hình thức kỷ luật buộc thôi việc đối với công chức?,64388,0.95356256,Khi nào áp dụng hình thức kỷ luật buộc thôi việc đối với công chức?,80896,0.57001722,Viên chức hưởng án treo thì áp dụng hình thức kỷ luật gì? Có phải bị buộc thôi việc không?,146074,0.76546896,Trường hợp nào công chức được hưởng chế độ thôi việc?,159744,0.16402310,Mức phạt khi chưa đủ tuổi điều khiển xe máy điện được pháp luật quy định như thế nào?,7314,0.31450853,Công chức hoàn thành khóa đào tạo kiểm toán ở người ngoài về cần phải báo cáo cho thủ trưởng đơn vị quản lý hay Kiểm toán nhà nước?,64388,0.68488652,Khi nào áp dụng hình thức kỷ luật buộc thôi việc đối với công chức?,64388,0.95356256,Khi nào áp dụng hình thức kỷ luật buộc thôi việc đối với công chức?,7460,0.26198757,Thời hạn xử lý kỷ luật đối với Chỉ huy trưởng Ban chỉ huy quân sự cấp xã vi phạm kỷ luật là trong bao lâu?,96500,0.43755150,Công chức cấp tỉnh xét nâng ngạch công chức cần đáp ứng điều kiện tiêu chuẩn nào?,26968,0.34707528,Kinh phí thực hiện chi trả trợ cấp thôi việc đối với công chức dựa trên những nguồn nào?,164488,0.64792538,Công chức có 2 năm liên tiếp được xếp loại chất lượng ở mức không hoàn thành nhiệm vụ thì có bị cho thôi việc hay không?
149206,Quỹ Dịch vụ viễn thông công ích Việt Nam công khai tài chính nhằm mục đích gì?,5,29576,0.60698307,Công khai tài chính đối với các doanh nghiệp nhà nước nhằm mục đích gì?,167658,0.54153681,Nghĩa vụ của Quỹ Trái tim vàng Việt Nam được quy định thế nào?,37774,0.42604077,Hoạt động tư vấn pháp luật của Công đoàn được thực hiện nhằm mục đích gì?,3804,0.46272615,Quỹ Hợp tác và phát triển có chức năng như thế nào?,13746,0.19366944,Mục đích của Chương trình hành động thực hiện Chỉ thị 15-CT/TW về công tác ngoại giao kinh tế là gì?,141276,0.22470096,Vụ Hợp tác quốc tế thuộc Bộ Thông tin và Truyền thông có chức năng gì?,34730,0.18795866,Dịch vụ phụ trợ bảo hiểm là gì?,32354,0.42980266,"Quỹ Đổi mới công nghệ quốc gia không được tiếp nhận những nguồn tài trợ, đóng góp nào theo quy định?",144078,0.30853128,Tổ chức thực hiện đo kiểm chất lượng dịch vụ viễn thông của doanh nghiệp sẽ do Cục Viễn thông hay Bộ Thông tin truyền thông quyết định?,144078,0.32576802,Tổ chức thực hiện đo kiểm chất lượng dịch vụ viễn thông của doanh nghiệp sẽ do Cục Viễn thông hay Bộ Thông tin truyền thông quyết định?,16814,0.34120703,Mục đích của hình phạt,113376,0.51603812,Quỹ Thiện tâm phải báo cáo tài chính với Bộ Nội vụ trước ngày nào?
40652,"Khi tổ chức thi đấu môn Bóng ném tại Việt Nam, cơ sở vật chất và trang thiết bị tập luyện được chuẩn bị như thế nào?",16,99270,0.70278549,"Khi tổ chức tập luyện môn Quyền anh tại Việt Nam, cần chuẩn bị cơ sở vật chất và trang thiết bị tập luyện như thế nào để đảm bảo yêu cầu?",99270,0.51916414,"Khi tổ chức tập luyện môn Quyền anh tại Việt Nam, cần chuẩn bị cơ sở vật chất và trang thiết bị tập luyện như thế nào để đảm bảo yêu cầu?",34966,0.64237875,"Khi tổ chức tập luyện môn Lặn tại Việt Nam, cơ sở vật chất và trang thiết bị như thế nào để đảm bảo yêu cầu hoạt động tập luyện?",34966,0.51105899,"Khi tổ chức tập luyện môn Lặn tại Việt Nam, cơ sở vật chất và trang thiết bị như thế nào để đảm bảo yêu cầu hoạt động tập luyện?",94738,0.17331809,Bộ Kế hoạch và Đầu tư tổ chức kỳ thi sát hạch cấp chứng chỉ hành nghề hoạt động đấu thầu như thế nào?,118200,0.25352949,"Hình thức, nội dung và thời gian thi thăng hạng chức danh nghề nghiệp từ Lưu trữ viên trung cấp lên Lưu trữ viên đối với môn tin học như thế nào?",10124,0.22994393,"Khi tham gia đua ngựa, nài ngựa được trang bị những trang thiết bị gì để bảo hộ?",10124,0.38056955,"Khi tham gia đua ngựa, nài ngựa được trang bị những trang thiết bị gì để bảo hộ?",167216,0.28899390,Người vận hành trang thiết bị y tế không theo đúng hướng dẫn của chủ sở hữu trang thiết bị y tế thì bị xử phạt thế nào?,101630,0.21560264,Trưởng Chi nhánh của Tổ chức trọng tài nước ngoài tại Việt Nam là ai?,164198,0.26315093,"Huấn luyện viên, vận động viên không tập trung thi đấu thì có được hưởng lương không?",164198,0.43219301,"Huấn luyện viên, vận động viên không tập trung thi đấu thì có được hưởng lương không?"
113326,Có thể đăng ký thường trú tại địa chỉ nhà đang thuê ở hay không?,7,139228,0.63932377,Người dân được đăng ký thường trú tại địa chỉ nhà thuê khi đáp ứng những điều kiện gì?,139228,0.94739515,Người dân được đăng ký thường trú tại địa chỉ nhà thuê khi đáp ứng những điều kiện gì?,26348,0.52167529,Có được bồi thường khi Nhà nước thu hồi đất công ích đang cho thuê hay không?,128028,0.55855656,Người nước ngoài thuê nhà ở Việt Nam phải đáp ứng điều kiện gì?,33142,0.19078094,Các trường hợp nào doanh nghiệp cho thuê lại lao động được lấy lại tiền ký quỹ?,1828,0.45915937,Nhà ở là gì?,48260,0.52387434,Không thực hiện đăng ký thường trú có thể bị phạt như thế nào?,48260,0.65899545,Không thực hiện đăng ký thường trú có thể bị phạt như thế nào?,33764,0.27692348,Mẫu danh sách người lao động đang làm việc đề nghị hỗ trợ tiền thuê nhà như thế nào?,33764,0.46723843,Mẫu danh sách người lao động đang làm việc đề nghị hỗ trợ tiền thuê nhà như thế nào?,1632,0.31342888,Người đang hưởng án treo được phép thay đổi nơi cư trú hay không?,1632,0.45876148,Người đang hưởng án treo được phép thay đổi nơi cư trú hay không?
71274,Liệt sĩ làm nghĩa vụ quốc tế có được xem là người có công với cách mạng không?,1,71222,0.62711513,Người hi sinh khi tham gia hoạt động cách mạng có được xem là liệt sĩ hay không?,71222,0.75991899,Người hi sinh khi tham gia hoạt động cách mạng có được xem là liệt sĩ hay không?,7252,0.35136712,Công trình ghi công liệt sĩ là gì? Công trình ghi công liệt sĩ bao gồm những gì?,7252,0.51352638,Công trình ghi công liệt sĩ là gì? Công trình ghi công liệt sĩ bao gồm những gì?,115950,0.21298540,Hội Thống kê Việt Nam có tư cách pháp nhân không?,126290,0.39244720,"Không có con, chỉ có chồng là liệt sĩ, không tái giá thì có được tặng hoặc truy tặng danh hiệu ""Bà mẹ Việt Nam anh hùng"" hay không?",143578,0.23090702,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,1346,0.37369472,Binh sĩ đi nghĩa vụ quân sự được xuất ngũ bằng hình thức nào?,77934,0.24827975,Bị viêm phế quản có được miễn nghĩa vụ quân sự không?,77934,0.38622522,Bị viêm phế quản có được miễn nghĩa vụ quân sự không?,31840,0.26886809,Đi nghĩa vụ quân sự có được hưởng trợ cấp thất nghiệp không?,139830,0.41580337,Khi nào thì công dân tham gia nghĩa vụ quân sự phải nhập ngũ?
59328,Người đã hoàn thành nghĩa vụ quân sự khi thi tuyển công chức cấp huyện có được cộng điểm ưu tiên không?,19,74216,0.57398260,"Trong bài thi tuyển công chức Viện kiểm sát nhân dân vòng 2, người dự thi là người hoàn thành nghĩa vụ quân sự thì được cộng mấy điểm?",99438,0.75520933,Người dân tộc thiểu số khi thi tuyển công chức cấp huyện được cộng bao nhiêu điểm?,128226,0.31957990,Công chức cấp huyện có được giữ chức vụ lãnh đạo ba nhiệm kỳ liên tiếp hay không?,45576,0.55377364,Chế độ nâng bậc lương trước thời hạn do lập thành tích xuất sắc trong thực hiện nhiệm vụ đối với công chức cấp huyện được quy định như thế nào?,7314,0.20382959,Công chức hoàn thành khóa đào tạo kiểm toán ở người ngoài về cần phải báo cáo cho thủ trưởng đơn vị quản lý hay Kiểm toán nhà nước?,118200,0.34176651,"Hình thức, nội dung và thời gian thi thăng hạng chức danh nghề nghiệp từ Lưu trữ viên trung cấp lên Lưu trữ viên đối với môn tin học như thế nào?",103844,0.24840724,Thời gian khám sức khỏe nghĩa vụ quân sự,9944,0.35288581,Cơ cấu tổ chức của Hội đồng nhân dân huyện như thế nào?,77934,0.30119133,Bị viêm phế quản có được miễn nghĩa vụ quân sự không?,96500,0.41784894,Công chức cấp tỉnh xét nâng ngạch công chức cần đáp ứng điều kiện tiêu chuẩn nào?,31840,0.35584915,Đi nghĩa vụ quân sự có được hưởng trợ cấp thất nghiệp không?,127042,0.41274935,Người đăng ký dự tuyển viên chức nhà nước cần đáp ứng những điều kiện nào?
63800,Người nước ngoài đã có thẻ tạm trú thì có thể bảo lãnh em ruột sang Việt Nam theo diện thăm thân không?,6,92900,0.45818865,Người lao động nước ngoài tại Việt Nam được cấp thẻ tạm trú theo ký hiệu thị thực có đúng không?,117732,0.53281879,Thủ tục bảo lãnh người nước ngoài nhập cảnh tại cơ quan quản lý xuất nhập cảnh được quy định như thế nào?,168246,0.42331243,Người nước ngoài đang du lịch ở Việt Nam có thuộc đối tượng được cấp thẻ tạm trú hay không?,168246,0.50577414,Người nước ngoài đang du lịch ở Việt Nam có thuộc đối tượng được cấp thẻ tạm trú hay không?,122900,0.26799887,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,122900,0.34511891,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,13534,0.18526810,"Phân loại quản lý người bị tạm giữ, người bị tạm giam theo quy định pháp luật",49194,0.30967584,Mức trợ cấp tuất hàng tháng đối với thân nhân của công an người làm công tác cơ yếu,117286,0.20742846,Xin thị thực cho chuyên gia nước ngoài vào làm việc tại Việt Nam với thời hạn 06 tháng thì có cần phải xin Giấy phép lao động không?,69174,0.30149397,Người nhập cảnh vào Việt Nam gửi ngoại tệ tiền mặt vào tài khoản thanh toán bằng ngoại tệ của cá nhân có phải khai báo Hải quan cửa khẩu không?,7830,0.20923376,"Văn phòng đại diện của tổ chức, cơ sở giáo dục nghề nghiệp nước ngoài tại Việt Nam thực hiện sửa đổi Giấy phép thành lập trong trường hợp nào?",49684,0.38592303,Thành viên của Hải đội bộ đội Biên phòng đã thực hiện công tác 5 năm mà muốn chuyển gia đình đến sống cùng có được không?
27490,Người lao động là người nước ngoài ngưng làm việc trong vòng một tháng thì có phải đóng bảo hiểm xã hội bắt buộc không?,10,103132,0.55353391,Người lao động đóng bảo hiểm xã hội trong 20 năm 7 tháng có được hưởng bảo hiểm xã hội một lần không?,160944,0.67125100,Mức đóng quỹ bảo hiểm xã hội của người lao động nước ngoài làm việc tại Việt Nam là bao nhiêu?,139224,0.53059638,Tiền lương tháng đóng bảo hiểm xã hội bắt buộc cho người lao động gồm những khoản nào?,10392,0.69849783,"Người lao động nước ngoài có phải đóng bảo hiểm thất nghiệp, bảo hiểm tai nạn lao động và bệnh nghề nghiệp không?",122900,0.36373883,Người lao động Việt Nam đi làm việc ở nước ngoài thông qua những hình thức nào?,167870,0.46987766,Đối tượng nào được tham gia bảo hiểm xã hội tự nguyện?,143578,0.32466584,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,143578,0.37579724,Chuyển người lao động làm công việc khác so với hợp đồng lao động nhưng không báo cho người lao động có bị xử phạt hay không?,119418,0.44020224,Mức hưởng bảo hiểm xã hội một lần đối với người lao động nước ngoài là bao nhiêu?,119418,0.64067441,Mức hưởng bảo hiểm xã hội một lần đối với người lao động nước ngoài là bao nhiêu?,92620,0.31585228,Mức đóng bảo hiểm y tế khi tham gia theo đối tượng người lao động được quy định như thế nào?,15214,0.41577828,Tiền lương hưu do Bảo hiểm xã hội chi trả có được miễn thuế thu nhập cá nhân?
133214,Người đã là Thẩm phán muốn trở thành đấu giá viên thì có phải tham gia đào tạo nghề đấu giá hay không?,2,104936,0.54399049,Vợ của người được ủy quyền tham gia đấu giá có thể đăng ký tham gia đấu giá hay không?,87002,0.57839137,Thủ tục cấp lại Chứng chỉ hành nghề đấu giá được thực hiện như thế nào?,155174,0.45065773,Có bắt buộc phải có chứng chỉ đào tạo đấu thầu cơ bản khi tham gia đấu thầu hay không?,155174,0.58159566,Có bắt buộc phải có chứng chỉ đào tạo đấu thầu cơ bản khi tham gia đấu thầu hay không?,7314,0.20990181,Công chức hoàn thành khóa đào tạo kiểm toán ở người ngoài về cần phải báo cáo cho thủ trưởng đơn vị quản lý hay Kiểm toán nhà nước?,94738,0.36441785,Bộ Kế hoạch và Đầu tư tổ chức kỳ thi sát hạch cấp chứng chỉ hành nghề hoạt động đấu thầu như thế nào?,118026,0.18287122,Người bị áp giải có hành vi chống đối thì thì người đang thi hành công vụ thực hiện việc áp giải phải làm gì?,32546,0.32446846,"Không còn các tiêu chuẩn về ngoại ngữ, tin học đối với chấp hành viên trong quân đội?",72984,0.28986382,Để trở thành trưởng phòng an ninh hàng không phải đáp ứng trình độ đào tạo như thế nào?,139500,0.46834925,Hồ sơ đăng ký tham gia khóa đào tạo nghiệp vụ Thư ký Tòa án năm 2022 bao gồm gì?,101642,0.30706835,Có hình thức đào tạo nào cho người đi làm tham gia học tập tại trường đại học không?,161864,0.47888109,Công tác chuẩn bị kỳ thi nâng ngạch Thẩm phán cao cấp được thực hiện ra sao?
158912,Người tiếp công dân trong Bộ Quốc phòng có trách nhiệm gì khi tiếp công dân?,16,162684,0.71837413,Người đứng đầu Học viện trực thuộc Bộ Quốc phòng có trách nhiệm gì khi tiếp công dân?,52520,0.87492132,"Chỉ huy các cơ quan, đơn vị trực thuộc Bộ Quốc phòng có trách nhiệm như thế nào trong việc tiếp công dân?",6140,0.51654094,Người làm nhiệm vụ tiếp công dân tại các cơ quan Bảo hiểm xã hội có những trách nhiệm gì?,6140,0.63138592,Người làm nhiệm vụ tiếp công dân tại các cơ quan Bảo hiểm xã hội có những trách nhiệm gì?,150562,0.24495596,Trách nhiệm của người có thẩm quyền trong việc lựa chọn nhà thầu được quy định thế nào?,92530,0.26396406,"Tủ sách pháp luật tại cơ quan, đơn vị của lực lượng vũ trang nhân dân được phục vụ bằng hình thức nào?",10034,0.27856863,"Trách nhiệm của Bộ Công an trong công tác phòng, chống tội phạm về đa dạng sinh học đến năm 2030 thế nào?",159906,0.32382199,Việc đàm phán thỏa thuận quốc tế nhân danh cơ quan thuộc quyền quản lý của cơ quan trực thuộc Bộ Quốc phòng được thực hiện thế nào?,141714,0.35272133,Lịch tiếp công dân có được niêm yết công khai không?,141714,0.52717036,Lịch tiếp công dân có được niêm yết công khai không?,161840,0.37679428,Dự án đầu tư phòng thí nghiệm trong Bộ Quốc phòng là gì?,139830,0.34522676,Khi nào thì công dân tham gia nghĩa vụ quân sự phải nhập ngũ?
66608,Chồng ở trong tù làm thế nào để trả nợ?,4,92046,0.41338778,Vợ chồng có nghĩa vụ như thế nào trong tài sản chung của vợ chồng?,92046,0.56372923,Vợ chồng có nghĩa vụ như thế nào trong tài sản chung của vợ chồng?,26008,0.25812614,Nghĩa vụ chung về tài sản chung của vợ chồng được quy định như thế nào?,26008,0.58984172,Nghĩa vụ chung về tài sản chung của vợ chồng được quy định như thế nào?,126290,0.13759512,"Không có con, chỉ có chồng là liệt sĩ, không tái giá thì có được tặng hoặc truy tặng danh hiệu ""Bà mẹ Việt Nam anh hùng"" hay không?",64354,0.39516449,Sau khi ra tù bác sĩ có được tiếp tục hành nghề khám chữa bệnh không?,35588,0.11719012,Hợp đồng ủy quyền vô hiệu trong trường hợp nào?,53428,0.35529822,Giấy đăng ký kết hôn là gì?,75842,0.14914596,"Người lợi dụng chức vụ, quyền hạn mua chuộc người làm chứng trong các vụ án hình sự để khai báo gian dối thì có thể bị phạt tù cao nhất bao nhiêu năm?",68554,0.29790780,Sau khi bị khởi tố bị cáo mới có thai thì Tòa án có áp dụng tình tiết người phạm tội là phụ nữ có thai không?,8682,0.26304471,Cơ quan nào có thẩm quyền giải quyết việc đơn phương ly hôn khi có mâu thuẫn gay gắt với mẹ chồng và chồng đánh đập?,8682,0.42993158,Cơ quan nào có thẩm quyền giải quyết việc đơn phương ly hôn khi có mâu thuẫn gay gắt với mẹ chồng và chồng đánh đập?
46938,Có cần phải thay đổi MST khi chuyển đổi từ công ty TNHH sang công ty cổ phần hay không?,13,79148,0.45705569,Hồ sơ đăng ký thay đổi thành viên công ty TNHH do thừa kế gồm những gì?,34772,0.57234484,Chuyển đổi công ty cổ phần thành công ty trách nhiệm hữu hạn một thành viên có những phương thức nào?,12318,0.44009274,Khi thay đổi cổ đông sáng lập thì công ty cổ phần có phải thông báo với Cơ quan đăng ký kinh doanh không?,132790,0.47198015,Công ty trách nhiệm hữu hạn một thành viên có thể chuyển đổi quyền sở hữu doanh nghiệp từ người Việt Nam sang người nước ngoài hay không?,26242,0.16611004,Việc chuyển giao hồ sơ các vụ án hình sự giữa các cá nhân trong cùng cơ quan có phải lập biên bản không?,50278,0.19897945,Hồ sơ đề nghị thay đổi tên của chi nhánh ngân hàng nước ngoài bao gồm những gì?,67926,0.24287212,Điều lệ của tổ chức tín dụng là công ty cổ phần phải được đăng ký tại đâu kể từ ngày được thông qua?,12036,0.28183082,Hồ sơ đề nghị cấp đổi Chứng chỉ định giá đất gồm những giấy tờ gì?,13016,0.27465761,Khi thay đổi thành viên hợp danh của công ty hợp danh là doanh nghiệp hành nghề thanh lý tài sản cần lưu ý gì?,13016,0.32688922,Khi thay đổi thành viên hợp danh của công ty hợp danh là doanh nghiệp hành nghề thanh lý tài sản cần lưu ý gì?,113882,0.27940267,Ban điều hành trong tổ chức tài chính vi mô là công ty TNHH một thành viên bao gồm những ai?,113882,0.31002712,Ban điều hành trong tổ chức tài chính vi mô là công ty TNHH một thành viên bao gồm những ai?
136270,Hồ sơ đề nghị cấp Giấy phép sử dụng băng tần bao gồm những giấy tờ gì?,12,114800,0.54808259,Hồ sơ đề nghị xây dựng luật bao gồm những giấy tờ gì?,107110,0.68298125,Hồ sơ đề nghị cấp phép cung cấp dịch vụ viễn thông bao gồm những gì?,119872,0.51292127,Hồ sơ đề nghị gia hạn tạm trú gồm những giấy tờ gì?,542,0.54258519,Phương thức cấp giấy phép sử dụng tần số vô tuyến điện thông qua thi tuyển có áp dụng đối với kênh tần số có giá trị thương mại cao không?,45252,0.40698308,"Hồ sơ đề nghị cấp, cấp lại Giấy phép kinh doanh như thế nào?",45252,0.44441646,"Hồ sơ đề nghị cấp, cấp lại Giấy phép kinh doanh như thế nào?",12036,0.50363743,Hồ sơ đề nghị cấp đổi Chứng chỉ định giá đất gồm những giấy tờ gì?,71916,0.27382872,Hồ sơ đề nghị thuê nhà ở xã hội được quy định như thế nào?,102960,0.30179435,Hồ sơ hưởng trợ cấp thất nghiệp bao gồm những gì?,102960,0.30195257,Hồ sơ hưởng trợ cấp thất nghiệp bao gồm những gì?,71210,0.43062818,Hồ sơ đề nghị cấp Chứng chỉ hành nghề Quản tài viên gồm những loại giấy tờ nào?,22172,0.46336082,"Sửa đổi hồ sơ đề nghị cấp giấy phép cung cấp dịch vụ phát thanh, truyền hình trả tiền?"
71950,Pháp nhân thương mại được quy định như thế nào?,20,92192,0.76883721,Gia công trong thương mại được pháp luật quy định như thế nào?,14882,0.60963607,Thương nhân nước ngoài hoạt động thương mại tại Việt Nam được pháp luật quy định như thế nào?,3512,0.40582502,Chương trình giám sát của Ban của Hội đồng nhân dân được quy định như thế nào?,125914,0.47302970,Tổ chức kinh tế là tổ chức như thế nào theo quy định của pháp luật?,24180,0.32685375,Hàng thừa kế phân chia di sản theo pháp luật được quy định như thế nào?,118842,0.31383842,Chủ hộ kinh doanh có những quyền và nghĩa vụ nào khi đăng ký hộ kinh doanh?,151114,0.38571113,Giấy phép lái xe được pháp luật quy định như thế nào?,125566,0.27459928,Nạn nhân của việc mua bán người được trợ giúp pháp lý như thế nào?,14882,0.73047531,Thương nhân nước ngoài hoạt động thương mại tại Việt Nam được pháp luật quy định như thế nào?,14882,0.60963607,Thương nhân nước ngoài hoạt động thương mại tại Việt Nam được pháp luật quy định như thế nào?,107146,0.42381841,Pháp luật Việt Nam quy định như thế nào?,107146,0.39900002,Pháp luật Việt Nam quy định như thế nào?
153260,Trong lĩnh vực y tế nam nữ bình đẳng được thể hiện qua các nội dung gì?,20,40380,0.44270182,Nội dung quản lý nhà nước về bình đẳng giới gồm những gì? Cơ quan nào thực hiện quản lý nhà nước về bình đẳng giới?,148086,0.70602512,Việc thúc đẩy bình đẳng giới gồm những biện pháp nào?,119976,0.28607392,Liên hiệp các Hội Văn học nghệ thuật Việt Nam hoạt động trên phạm vi lĩnh vực nào?,16966,0.37368557,Phụ nữ mang thai có được loại bỏ thai nhi vì lý do lựa chọn giới tính bằng các biện pháp phá thai không?,167928,0.19310653,Kinh phí thực hiện những nội dung trong việc phổ biến giáo dục pháp luật năm 2022,126290,0.23332408,"Không có con, chỉ có chồng là liệt sĩ, không tái giá thì có được tặng hoặc truy tặng danh hiệu ""Bà mẹ Việt Nam anh hùng"" hay không?",155996,0.26193452,Người Việt Nam định cư tại Thái Lan có được miễn nộp phí lệ phí trong lĩnh vực ngoại giao hay không?,72414,0.22160318,"Yêu cầu, điều kiện thực hiện thủ tục sửa đổi, bổ sung thông tin cá nhân trong hồ sơ người có công là gì?",90332,0.16285276,Đại lý bảo hiểm là gì? Nội dung hoạt động đại lý bảo hiểm quy định như thế nào?,89364,0.28121555,Chính phủ xác định nhiệm vụ xây dựng và hoàn thiện văn bản quy phạm pháp luật về công tác xã hội như thế nào?,159554,0.29593599,Doanh nghiệp xếp hạng tín nhiệm được hoạt động trong những lĩnh vực nào?,159914,0.43193662,"Đề xuất người chưa thành niên được cung cấp dịch vụ thân thiện về kế hoạch hóa gia đình, sức khỏe sinh sản?"
101582,Trình tự đăng ký hoạt động của tổ chức hành nghề luật sư được quy định như thế nào?,5,139902,0.86727595,Trình tự đăng ký hoạt động của chi nhánh tổ chức hành nghề luật sư được quy định như thế nào?,139902,0.83903313,Trình tự đăng ký hoạt động của chi nhánh tổ chức hành nghề luật sư được quy định như thế nào?,108374,0.39213979,"Trình tự cấp, cấp lại chứng chỉ kiểm định viên hoạt động kiểm định kỹ thuật an toàn lao động mới nhất được quy định như thế nào?",25058,0.56384999,Luật sư là gì?,110480,0.42310286,Văn phòng luật sư không đăng ký hoạt động với cơ quan có thẩm quyền sẽ bị xử phạt hành chính ra sao?,110480,0.75431615,Văn phòng luật sư không đăng ký hoạt động với cơ quan có thẩm quyền sẽ bị xử phạt hành chính ra sao?,151114,0.31758130,Giấy phép lái xe được pháp luật quy định như thế nào?,51272,0.34836313,Cục Trợ giúp pháp lý thuộc Bộ Tư pháp có những tổ chức trực thuộc nào giúp Cục trưởng thực hiện chức năng quản lý nhà nước?,8476,0.38065445,Cơ cấu tổ chức của Tòa án nhân dân cấp cao được pháp luật quy định như thế nào?,89902,0.67873132,"Điều kiện, tiêu chuẩn hành nghề luật sư là gì?",134228,0.38917434,Trong quá trình tập sự hành nghề luật sư nếu người tập sự có hành vi vi phạm thì phải chịu hình thức kỷ luật nào?,125376,0.44405824,Hồ sơ đăng ký hành nghề dịch vụ kế toán bao gồm những giấy tờ gì?
25794,Gửi đơn khởi kiện đến Tòa án bằng hình thức online có được không?,3,626,0.57994336,Văn bản kê khai giá có thể gửi đến cơ quan tiếp nhận thông qua hình thức online hay không?,134262,0.77743840,Thủ tục nhận và xử lý đơn khởi kiện được quy định như thế nào?,99472,0.28273565,Người bị kết án tử hình có được gửi thư về cho gia đình không?,27982,0.46729547,Người nộp đơn yêu cầu Tòa án giải quyết việc dân sự có phải nộp tiền tạm ứng án phí không?,29040,0.24311078,Hình thức triển khai công tác hỗ trợ khởi nghiệp đối với cấp trung học cơ sở?,63502,0.39155301,Nội quy phiên tòa xét xử theo thủ tục sơ thẩm vụ việc dân sự được quy định như thế nào?,1346,0.21407986,Binh sĩ đi nghĩa vụ quân sự được xuất ngũ bằng hình thức nào?,27322,0.24975574,Hồ sơ đăng ký thi THPT quốc gia 2023 mới nhất?,68554,0.24250185,Sau khi bị khởi tố bị cáo mới có thai thì Tòa án có áp dụng tình tiết người phạm tội là phụ nữ có thai không?,70614,0.36399281,Đơn yêu cầu xử lý xâm phạm quyền sở hữu trí tuệ gồm nội dung gì?,626,0.57994336,Văn bản kê khai giá có thể gửi đến cơ quan tiếp nhận thông qua hình thức online hay không?,146256,0.35640776,Thời hạn kháng cáo quyết định đình chỉ giải quyết vụ án trong tố tụng hành chính là bao lâu?
119876,Nội dung quảng cáo phải đáp ứng những yêu cầu gì?,23,29184,0.58095366,Thuốc được quảng cáo phải đáp ứng điều kiện gì?,29184,0.70740354,Thuốc được quảng cáo phải đáp ứng điều kiện gì?,134986,0.41176176,Nội dung thẩm định gồm những gì?,96850,0.70929402,Quảng cáo trên trang báo điện tử và trang thông tin điện tử là gì?,45408,0.34901941,Hồ sơ yêu cầu chứng thực chữ ký gồm những gì?,86188,0.26082611,Phim loại 16+ dành cho đối tượng nào?,91476,0.25749737,Nội dung điều tra cơ bản địa chất về khoáng sản bao gồm những gì?,152814,0.27789184,Hồ sơ mời thầu đối với gói thầu mua sắm hàng hóa được lập dựa trên những căn cứ nào?,70614,0.32218099,Đơn yêu cầu xử lý xâm phạm quyền sở hữu trí tuệ gồm nội dung gì?,102312,0.28323272,Giáo trình đào tạo trình độ cao đẳng có cấu trúc thế nào?,83644,0.41738963,Hàng hóa và dịch vụ kinh doanh tại Siêu thị phải đáp ứng những yêu cầu gì?,163720,0.48955014,"Nghệ sĩ có hành vi quảng cáo sản phẩm không đúng sự thật, chất lượng kém có phải chịu trách nhiệm gì không?"
