qid,fold,gold_count,dense_best_rank,bm25_best_rank,union_recall_100,union_expanded_recall_100,all_golds_over_512,question
65622,fold_3,1,37,10,1.0,1.0,0,Chương trình kỳ họp Quốc hội được thông qua khi nào?
138376,fold_2,1,2,7,1.0,1.0,0,Ban Chỉ đạo thi hành án dân sự cấp tỉnh báo cáo kết quả hoạt động với cơ quan nào?
50634,fold_4,1,25,>100,1.0,1.0,0,Túi zip đựng thực phẩm từ nhựa PE thì cần đáp ứng yêu cầu kỹ thuật gì?
20224,fold_3,2,1,14,1.0,1.0,0,Ngân hàng Nhà nước giảm lãi suất cho vay tái cấp vốn từ ngày 04/03/2023?
129478,fold_0,1,1,18,1.0,1.0,0,Đã có Quyết định 500/QĐ-TTg 2023 phê duyệt quy hoạch điện 8 pdf và file word?
38698,fold_0,1,14,33,1.0,1.0,0,Vốn của tổ chức tín dụng
27962,fold_0,1,1,46,1.0,1.0,0,"Tiền giữ xe tại Quận Bình Thạnh, Thành phố Hồ Chí Minh theo quy định thì mức tối đa là bao nhiêu?"
70394,fold_2,1,11,5,1.0,1.0,0,Cá nhân được Nhà nước giao đất để trồng rừng sản xuất có quyền hạn gì?
26528,fold_0,1,1,14,1.0,1.0,0,"Phương tiện đo được sử dụng để xác định lượng khí trong mua bán, thương nhân sản xuất khí cần bảo đảm những quy định gì về đo lường?"
141936,fold_3,1,4,40,1.0,1.0,0,Tiêu chuẩn bổ nhiệm Quản lý dự án đường thủy hạng 3 là gì? Quản lý dự án đường thủy có bắt buộc phải sử dụng được tiếng dân tộc thiểu số không?
39500,fold_0,1,1,4,1.0,1.0,0,Hội đồng giải mật tài liệu bí mật nhà nước trong ngành Công Thương theo quy định bao gồm những ai?
29180,fold_0,1,1,2,1.0,1.0,0,Thành viên hợp danh của Văn phòng Thừa phát lại bị chấm dứt tư cách thành viên trong những trường hợp nào?
123874,fold_4,1,49,7,1.0,1.0,0,"Điểm tập kết, trạm trung chuyển chất thải rắn sinh hoạt được quy định như thế nào?"
142190,fold_0,2,54,1,1.0,1.0,0,Khảo nghiệm trong giai đoạn sản xuất giống thủy sản phải đáp ứng quy định nào?
80284,fold_1,2,1,9,0.5,0.5,0,Có được mai táng người chết tại khu dân cư hay không?
85988,fold_2,1,2,1,1.0,1.0,0,Chức danh nghề nghiệp họa sĩ hạng 2 được áp dụng ngạch lương của viên chức loại mấy theo quy định?
87492,fold_1,1,7,1,1.0,1.0,0,"Khu du lịch quốc gia cần đáp ứng các điều kiện gì về kết cấu hạ tầng, cơ sở vật chất kỹ thuật, dịch vụ?"
106104,fold_4,1,5,21,1.0,1.0,0,Có nhờ người thân nhận thưởng trúng số thay mình được hay không?
72250,fold_1,1,21,4,1.0,1.0,0,Có thể tạm dừng chứng thư số khi phát hiện có sai sót trong thông tin của thuê bao hay không?
145886,fold_4,1,1,>100,1.0,1.0,0,Cách xác định giá đất trong trường hợp đặc biệt trên địa bàn tỉnh Ninh Thuận?
162668,fold_1,1,11,64,1.0,1.0,0,Các tổ chức cho vay tiền ngoài hệ thống ngân hàng là công ty tài chính muốn được thực hiện hoạt động ngân hàng cần đáp ứng điều kiện gì?
67366,fold_2,1,2,42,1.0,1.0,0,Nội dung sổ địa chính bao gồm những dữ liệu gì?
47828,fold_3,1,3,>100,1.0,1.0,0,Quy trình xây dựng kế hoạch khoa học và công nghệ trong trường đại học được quy định như thế nào?
110960,fold_0,1,27,1,1.0,1.0,0,"Đất thu hồi theo quy hoạch, kế hoạch sử dụng đất để tạo quỹ đất?"
51340,fold_0,1,1,7,1.0,1.0,0,Người phải thi hành án dân sự có được miễn giảm nghĩa vụ thi hành án hay không?
93760,fold_0,1,>100,12,1.0,1.0,0,Xác định phạm vi ranh giới khu công nghiệp có phải là nhiệm vụ quy hoạch chung xây dựng khu công nghiệp?
99904,fold_4,1,16,49,1.0,1.0,0,Trình độ nghiệp vụ sư phạm và thời gian tham gia giảng dạy của nhà giáo dạy trình độ sơ cấp được quy định như thế nào?
98890,fold_3,1,68,26,1.0,1.0,0,Hội đồng nhân dân xã có quyền giám sát các khu dân cư hay không?
139758,fold_2,1,1,1,1.0,1.0,0,Người lao động làm việc tại thành phố Hồ Chí Minh nhưng đang trọ tại một nơi khác có được hỗ trợ tiền thuê nhà/thuê trọ?
101920,fold_4,1,2,3,1.0,1.0,0,Chủ tịch của Liên minh Hợp tác xã Việt Nam do ai có thẩm quyền bầu trong số các Ủy viên Ban Thường vụ?
27776,fold_0,1,2,40,1.0,1.0,0,Giữ tài sản do người khác trộm cắp mà có thì có được xem là đồng phạm không?
118372,fold_3,2,13,9,1.0,1.0,0,Giấy vận tải phải có những thông tin bắt buộc nào?
147912,fold_0,1,1,1,1.0,1.0,0,Bảo vệ chống quá dòng điện trong nhà ở và nhà công cộng phải đảm bảo những quy định thế nào?
121022,fold_0,1,2,3,1.0,1.0,0,Kho bạc Nhà nước khu vực trực thuộc Kho bạc Nhà nước ở tỉnh có tư cách pháp nhân không?
113060,fold_2,1,3,14,1.0,1.0,0,Phòng Hành chính của Văn phòng Kiểm toán nhà nước có chức năng gì?
49468,fold_1,1,47,1,1.0,1.0,0,Không khảo nghiệm giống cây trồng nhưng vẫn cấp kết quả khảo nghiệm bị tước quyền sử dụng Quyết định công nhận mấy tháng?
163772,fold_0,2,3,3,1.0,1.0,0,Người bệnh tâm thần có được quyền đăng ký kết hôn theo quy định của pháp luật hay không?
33874,fold_1,1,30,65,1.0,1.0,0,Ai có thẩm quyền ra quyết định xử lý kỷ luật đối với giáo viên tự ý bỏ lớp?
13312,fold_0,2,1,47,1.0,1.0,0,Cơ quan nào chịu trách nhiệm thông báo quyết định của Thủ tướng Chính phủ về chỉ tiêu động viên công nghiệp?
59510,fold_3,1,10,4,1.0,1.0,0,Dự án quan trọng quốc gia do đơn vị nào quyết định chủ trương đầu tư?
104096,fold_4,1,42,3,1.0,1.0,0,Thông số kỹ thuật của sản phẩm dệt may có phải thể hiện trên nhãn hàng hóa?
6402,fold_3,1,18,3,1.0,1.0,0,Cảng biển đặc biệt sẽ có những chức năng cơ bản nào?
2370,fold_4,1,17,15,1.0,1.0,0,Có tước quyền phục vụ trong lực lượng vũ trang nhân dân đối với người có hành vị chuẩn bị tổ chức bạo loạn hay không?
10264,fold_0,1,25,84,1.0,1.0,0,Hồ sơ xin cấp giấy phép lưu hành xe được pháp luật quy định như thế nào?
148326,fold_3,2,2,23,1.0,1.0,0,Công nhân công trình tự do không muốn đóng bảo hiểm xã hội thì bên sử dụng lao động có thể ký hợp đồng lao động với tên gọi là hợp đồng cộng tác viên có được không?
24598,fold_4,1,>100,>100,0.0,0.0,0,Mẫu chi tiết tài sản dài hạn (tài sản cố định) mới tăng năm 2022?
38266,fold_4,1,>100,27,1.0,1.0,0,Thủ tục kết nạp hội viên là gì?
20230,fold_2,1,1,6,1.0,1.0,0,"Xã muốn được công nhận đạt chuẩn phổ cập giáo dục, xóa mù chữ cần chuẩn bị hồ sơ gì?"
19420,fold_3,1,34,12,1.0,1.0,0,"Chánh Thanh tra Tổng cục, Cục là ai? Chánh Thanh tra Tổng cục, Cục có nhiệm vụ, quyền hạn gì?"
11462,fold_1,1,1,1,1.0,1.0,0,"Ai là người có thẩm quyền lập hồ sơ đề nghị áp dụng biện pháp xử lý hành chính giáo dục tại xã, phường, thị trấn?"
164530,fold_3,1,14,2,1.0,1.0,0,Vốn của Tập đoàn Điện lực Việt Nam (EVN) từ những nguồn nào?
136404,fold_2,2,22,9,1.0,1.0,0,Hồ sơ đề nghị phê duyệt trữ lượng khoáng sản theo quy định mới nhất hiện nay bao gồm những gì?
124268,fold_0,2,6,1,1.0,1.0,0,Doanh nghiệp nào được hưởng mức hỗ trợ cung cấp dịch vụ viễn thông công ích?
114846,fold_4,2,1,42,1.0,1.0,0,Nhiệm kỳ của Chánh án Tòa án nhân dân tối cao là bao lâu?
5026,fold_2,1,2,4,1.0,1.0,0,Vụ án dân sự có tình tiết đơn giản thì sẽ được Tòa án giải quyết vụ án theo thủ tục rút gọn?
68582,fold_1,1,1,>100,1.0,1.0,0,Bộ đội Biên phòng phối hợp với các cơ quan nào để cùng tổ chức hoạt động?
17702,fold_2,1,1,1,1.0,1.0,0,Tác nhân gây bệnh sán lá gan lớn ở người là do đâu?
134746,fold_0,1,>100,>100,0.0,0.0,0,Hình thức xử lý nào nên áp dụng nếu vẫn còn thời hiệu xử lý?
80080,fold_4,1,41,10,1.0,1.0,0,Số lợi thu được từ việc yêu cầu người khác phải mua hàng hóa để được ký hợp đồng tham gia bán hàng đa cấp được xử lý ra sao?
146672,fold_1,1,4,4,1.0,1.0,0,20 hộ dân được cử bao nhiêu đại diện để trình bày khi có nhiều người cùng khiếu nại về một nội dung?
10600,fold_3,1,8,6,1.0,1.0,0,Hòa giải tranh chấp đất đai được quy định như thế nào?
27674,fold_0,1,39,54,1.0,1.0,0,Chi phí thẩm tra và thẩm định các dự án xây dựng nhà máy điện hạt nhân được quy định ra sao?
112760,fold_1,1,12,1,1.0,1.0,0,"Các hình thức thông tin, tuyên truyền về giảm nghèo đa chiều?"
142426,fold_3,1,2,7,1.0,1.0,0,"Quảng cáo hội chợ, lô tô bằng loa phóng thanh gắn vào xe ô tô ở vùng quê có được không?"
41904,fold_2,1,1,12,1.0,1.0,0,Những đối tượng nào không được bổ nhiệm vào ngạch Kiểm toán viên cao cấp?
154746,fold_2,1,91,>100,1.0,1.0,0,Việc phát huy giá trị tài liệu cổ được thực hiện như thế nào?
19364,fold_3,1,3,>100,1.0,1.0,0,Đào tạo và tổ chức đào tạo liên thông sẽ có những nội dung gì?
91260,fold_4,1,2,1,1.0,1.0,0,Tập đoàn công nghiệp than khoáng sản Việt Nam có được bảo lãnh cho các công ty con vay vốn hay không?
70806,fold_0,1,1,2,1.0,1.0,0,"Lực lượng cảnh sát đường thủy giải quyết, xử lý tai nạn giao thông hoặc tai nạn khác trên đường thủy như thế nào?"
17454,fold_3,1,1,3,1.0,1.0,0,Chỉ tiêu tuyển công dân tham gia nghĩa vụ quân sự được quy định như thế nào?
157578,fold_2,1,>100,9,1.0,1.0,0,Thừa phát lại đòi hỏi thêm khoản tiền ngoài chi phí đã thoả thuận trong hợp đồng dịch vụ sẽ bị xử phạt thế nào?
88156,fold_1,1,1,>100,1.0,1.0,0,Năm sinh trong Giấy khai sinh không giống với tất cả các giấy tờ hiện có thì có được sửa thông tin trong giấy khai sinh?
33160,fold_3,1,18,10,1.0,1.0,0,Trường hợp nào phải báo cáo đột xuất về thuốc hướng thần lên Bộ Y tế?
83666,fold_0,1,5,4,1.0,1.0,0,"Mẫu Tờ khai thuế đối với hộ kinh doanh, cá nhân kinh doanh được quy định như thế nào?"
115494,fold_1,1,>100,8,1.0,1.0,0,Mức đóng bảo hiểm y tế dành cho người lao động khi được người sử dụng lao động đóng bảo hiểm là bao nhiêu?
105620,fold_2,1,3,6,1.0,1.0,0,Hướng dẫn soạn thảo đối với mục hành vi bị cấm với hồ sơ mời thầu xây lắp áp dụng phương thức một giai đoạn một túi hồ sơ?
74734,fold_4,1,1,1,1.0,1.0,0,"Bộ Xây dựng có được ban hành văn bản QPPL theo trình tự, thủ tục rút gọn khi cần ngưng hiệu lực một phần của văn bản QPPL không?"
85686,fold_0,1,1,1,1.0,1.0,0,Lãnh đạo cao nhất của tổ chức chứng nhận năng lực cá nhân có trách nhiệm thế nào trong việc chứng nhận?
37704,fold_3,1,6,1,1.0,1.0,0,Viên chức thông tin an ninh hàng hải hạng 1 thực hiện những nhiệm vụ gì?
157050,fold_3,1,1,1,1.0,1.0,0,Hồ sơ giám định tư pháp trong lĩnh vực nông nghiệp và phát triển nông thôn bao gồm những gì?
98788,fold_1,1,5,21,1.0,1.0,0,Biên bản kiểm tra quản lý thị trường sẽ có những nội dung nào?
111188,fold_3,1,>100,>100,0.0,0.0,0,Mức phí cho việc thực hiện thủ tục thay đổi họ là bao nhiêu?
155092,fold_0,1,1,>100,1.0,1.0,0,Ban Quản lý Chương trình cấp quốc gia về xúc tiến thương mại có các nhiệm vụ thế nào?
23172,fold_1,1,1,23,1.0,1.0,0,Ai là người tiến hành thủ tục phá sản?
7584,fold_0,1,14,28,1.0,1.0,0,Thuyền viên được quy định như thế nào?
22732,fold_0,1,1,3,1.0,1.0,0,Bao lâu sẽ nhận được kết quả thực hiện đăng ký quyền ưu tiên thanh toán tiền giữ gìn tàu bay?
134024,fold_2,1,1,16,1.0,1.0,0,Những hành vi nào bị nghiêm cấm để bảo vệ tài nguyên nước?
14182,fold_2,1,2,8,1.0,1.0,0,Xây dựng hệ thống thông tin về nhà ở và bất động sản nhằm mục đích gì?
120210,fold_0,1,1,1,1.0,1.0,0,Trung tâm Thông tin xử lý như thế nào đối với thiết bị công nghệ thông tin tại Phòng máy chủ của Ủy ban Dân tộc bị hỏng còn bảo hành?
22952,fold_0,1,19,84,1.0,1.0,0,Để trở thành Chủ tịch nước thì ứng viên phải đảm bảo những tiêu chuẩn nào?
150526,fold_4,1,9,3,1.0,1.0,0,Hạn mức rủi ro của ngân hàng thương mại do ai ban hành theo quy định pháp luật?
112088,fold_3,1,>100,4,1.0,1.0,0,Điều khiển xe gắn máy 50 phân khối có cần giấy phép lái xe hay không?
62370,fold_1,1,1,5,1.0,1.0,0,Tăng tuổi nghỉ hưu năm 2023 của người lao động như thế nào?
6938,fold_3,1,1,8,1.0,1.0,0,Khi ban hành chế độ báo cáo của cơ quan hành chính nhà nước thì các số liệu yêu cầu báo cáo phải như thế nào?
45016,fold_1,1,1,1,1.0,1.0,0,Giám đốc Quỹ hỗ trợ phát triển du lịch do ai có quyền bổ nhiệm? Nhiệm kỳ của Giám đốc Quỹ bao nhiêu năm?
106666,fold_4,1,1,1,1.0,1.0,0,"Xây dựng chiến lược đàm phán, ký kết Hiệp định tránh đánh thuế hai lần trong giai đoạn 2021-2030"
129844,fold_1,1,1,6,1.0,1.0,0,Pháp luật quy định cơ sở đào tạo chương trình thạc sĩ xây dựng và thực hiện quy chế tuyển sinh như thế nào?
118820,fold_4,2,>100,>100,0.0,0.0,0,"Điều kiện, tiêu chuẩn chung về văn bằng công chức Văn phòng Quốc hội năm 2023 là gì?"
117946,fold_1,1,5,5,1.0,1.0,0,Đo lường đối với phép đo nhóm 1 cần đáp ứng những yêu cầu nào?
63492,fold_4,1,5,3,1.0,1.0,0,Người nước ngoài đang tạm trú ở Việt Nam thì phải khai báo tạm trú với cơ quan nào?
26922,fold_0,1,6,3,1.0,1.0,0,"Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của người lao động mang thai được quy định như thế nào?"
101970,fold_3,2,19,1,1.0,1.0,0,Đối tượng nào thuộc diện tham gia BHXH bắt buộc?
38582,fold_4,1,1,73,1.0,1.0,0,Ban Quản lý các dự án khí tượng thủy văn có cơ cấu tổ chức như thế nào?
23178,fold_1,1,3,2,1.0,1.0,0,"Để được xét tặng danh hiệu Anh hùng lao động, tập thể ngành Thuế phải đạt được những tiêu chuẩn nào?"
11962,fold_4,2,2,1,1.0,1.0,0,Thủ tục cấp lại giấy phép hoạt động cai nghiện ma túy tự nguyện cấp tỉnh thực hiện như thế nào?
39694,fold_2,1,2,17,1.0,1.0,0,Cá nhân kinh doanh dịch vụ môi giới bất động sản có những nghĩa vụ gì theo quy định hiện nay?
161578,fold_0,1,1,>100,1.0,1.0,0,Tiêu chuẩn đối với khẩu trang chữa cháy của lực lượng phòng cháy và chữa cháy như thế nào?
6288,fold_0,1,1,25,1.0,1.0,0,Hồ sơ xin chấp thuận chủ trương đầu tư gồm những giấy tờ gì?
11534,fold_1,1,23,3,1.0,1.0,0,Dùng giấy khai sinh để khám chữa bệnh cho trẻ mới sinh thay thế thẻ bảo hiểm y tế được không?
78362,fold_4,1,14,>100,1.0,1.0,0,Thủ tục công nhận tổ trưởng tổ hòa giải cơ sở như thế nào?
30482,fold_4,1,>100,18,1.0,1.0,0,"Phân bổ và giao dự toán đối với dự toán thu, chi từ nguồn thu phí được để lại chi như thế nào?"
43956,fold_3,1,18,43,1.0,1.0,0,Điều kiện dự thi tốt nghiệp trung học phổ thông năm 2023 là gì?
26558,fold_1,1,3,22,1.0,1.0,0,Hồ sơ hưởng chế độ ốm đau khi bị Covid-19 gồm những gì?
80650,fold_4,1,1,11,1.0,1.0,0,"Chương trình bồi dưỡng đối với lãnh đạo, quản lý cấp phòng và tương đương?"
133130,fold_4,1,31,94,1.0,1.0,0,Khu vực nguy hiểm trên không là gì?
44280,fold_3,1,2,38,1.0,1.0,0,Có được tuyển chọn thực hiện nghĩa vụ tham gia Công an nhân dân đối với người chưa có bằng tốt nghiệp THPT không?
71008,fold_0,1,1,64,1.0,1.0,0,Tổ chức thẩm định dự án quan trọng quốc gia là trách nhiệm của ai?
122248,fold_2,1,14,1,1.0,1.0,0,Dự phòng nợ phải thu khó đòi là gì?
43526,fold_3,3,>100,11,0.6666666666666666,0.6666666666666666,0,Đối tượng áp dụng Mẫu bảng chấm công làm thêm giờ theo Thông tư 133 và Thông tư 200 khác gì nhau?
39348,fold_1,1,32,10,1.0,1.0,0,"Thực hiện Chương trình phát triển thị trường, xây dựng, quảng bá thương hiệu sản phẩm, hàng hóa địa phương thế nào?"
82120,fold_3,1,1,29,1.0,1.0,0,Có những phương pháp nào để xây dựng định mức kinh tế kỹ thuật dịch vụ công sử dụng ngân sách nhà nước do Bộ Giao thông vận tải quản lý?
88932,fold_3,1,8,1,1.0,1.0,0,Điểm đầu điểm cuối của tuyến xe buýt được quy định như thế nào?
94262,fold_3,2,1,1,0.5,0.5,0,Trường hợp bị giãn tĩnh mạch thừng tinh thì có phải đi nghĩa vụ quân sự không?
69184,fold_0,1,2,1,1.0,1.0,0,Yêu cầu khi thi công xây dựng công trình dự án điện gió trong Quy hoạch phát triển điện lực?
6002,fold_0,1,>100,2,1.0,1.0,0,Công ty đại chúng chào bán trái phiếu ra công chúng thì bản cáo bạch nộp kèm hồ sơ đăng ký phải có chữ ký của những ai?
59706,fold_4,1,>100,5,1.0,1.0,0,Thẩm quyền phê duyệt thiết kế bản vẽ thi công và tổng dự toán được pháp luật quy định như thế nào?
142758,fold_4,1,3,10,1.0,1.0,0,Hoạt động khai thác khoáng sản có thể được tạm ngừng hoạt động trong trường hợp nào?
42134,fold_3,1,1,10,1.0,1.0,0,"Thời hạn giảm mức đóng quỹ tai nạn lao động, bệnh nghề nghiệp được quy định như thế nào?"
115350,fold_4,1,16,1,1.0,1.0,0,Trại viên cơ sở giáo dục bắt buộc được thăm gặp thân nhân mỗi tháng mấy lần?
167346,fold_4,1,3,23,1.0,1.0,0,Thời hạn nộp phí bảo hiểm tiền gửi là bao lâu?
82790,fold_1,1,1,1,1.0,1.0,0,Mật mã đối xứng và thuật toán mật mã đối xứng? Mật mã phi đối xứng và thuật toán mật mã phi đối xứng?
132758,fold_4,1,1,91,1.0,1.0,0,Đơn đề nghị cấp Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke được quy định như thế nào?
98342,fold_4,1,2,1,1.0,1.0,0,Khi đặt cược thắng thì thời hạn để người chơi lĩnh thưởng là bao nhiêu ngày?
90130,fold_3,1,1,1,1.0,1.0,0,Khu vực chế biến tại cơ sở chế biến cà phê hòa tan cần phải đáp ứng những điều kiện nào?
100298,fold_3,1,22,7,1.0,1.0,0,"Giá bán xăng dầu sau khi thực hiện quỹ bình ổn giá xăng, dầu như thế nào?"
67838,fold_2,1,2,1,1.0,1.0,0,Những đối tượng cán bộ công chức nào phải học chương trình đào tạo cấp chứng chỉ tiếng dân tộc thiểu số?
147838,fold_4,1,6,2,1.0,1.0,0,Bộ Công Thương căn cứ vào nội dung nào để xem xét chấp thuận cấp Giấy phép kinh doanh hàng hóa đối với doanh nghiệp có vốn đầu tư nước ngoài?
118852,fold_2,1,2,11,1.0,1.0,0,"Tiêu chí về tỉnh, thành phố trực thuộc trung ương hoàn thành nhiệm vụ xây dựng Nông thôn mới giai đoạn 2021- 2025 là gì?"
145018,fold_1,1,4,10,1.0,1.0,0,"Trình tự, thủ tục giải thể Công ty trách nhiệm hữu hạn hai thành viên theo quyết định Tòa án được thực hiện như thế nào?"
26310,fold_4,1,1,26,1.0,1.0,0,Phó Chủ tịch Ủy ban Nhân dân có nhất thiết phải là Đại biểu Hội đồng nhân dân không?
117082,fold_3,1,41,1,1.0,1.0,0,Chất lượng của ổi quả tươi cần đáp ứng những yêu cầu tối thiểu nào?
7572,fold_4,1,6,14,1.0,1.0,0,Nhà nước thu hồi đất được pháp luật quy định như thế nào?
88206,fold_1,1,27,2,1.0,1.0,0,Hồ sơ đề nghị cấp lại giấy chứng nhận đăng kiểm viên xe cơ giới cần những giấy tờ gì?
61126,fold_2,1,89,>100,1.0,1.0,0,Khi công ty không thực hiện đúng quy định về thời hạn thanh toán các khoản về quyền lợi của người lao động khi chấm dứt hợp đồng lao động thì sẽ bị xử phạt như thế nào?
100152,fold_0,1,13,>100,1.0,1.0,0,Trình tự lập báo cáo tình hình tài chính nhà nước được thực hiện như thế nào?
152082,fold_2,1,1,12,1.0,1.0,0,Hội viên chính thức của Hiệp hội Quỹ Tín dụng Nhân dân Việt Nam là ai?
112540,fold_4,1,43,2,1.0,1.0,0,Trong thời gian chờ cấp lại thẻ bảo hiểm y tế thì có được sử dụng thẻ bảo hiểm y tế bản chụp để khám bảo hiểm y tế không?
124226,fold_4,1,6,3,1.0,1.0,0,"Ngày 19/5/2023, kỷ niệm 133 năm ngày sinh Chủ tịch Hồ Chí Minh được cơ quan nhà nước tổ chức như thế nào?"
34036,fold_1,1,13,85,1.0,1.0,0,Giám định bảo hiểm y tế là gì?
41734,fold_3,1,1,8,1.0,1.0,0,Vốn hoạt động của Công ty Xổ số điện toán Việt Nam gồm những nguồn nào?
147446,fold_0,1,28,14,1.0,1.0,0,"Nội dung đánh giá chất lượng bồi dưỡng cán bộ, công chức, viên chức gồm những gì?"
166942,fold_3,1,1,1,1.0,1.0,0,Điều kiện của doanh nghiệp kinh doanh khai thác cảng biển
156654,fold_4,1,3,92,1.0,1.0,0,Mức hưởng bảo hiểm xã hội một lần được quy định như thế nào?
118376,fold_0,1,5,37,1.0,1.0,0,Người học kỹ thuật chế biến món ăn trình độ trung cấp sau khi tốt nghiệp phải có những kỹ năng nào?
58118,fold_1,1,1,34,1.0,1.0,0,Đơn đề nghị cấp lại giấy chứng sinh trong trường hợp tên người mẹ bị nhầm lẫn được quy định như thế nào?
15056,fold_2,1,68,>100,1.0,1.0,0,Ai được chuyển đổi chứng chỉ hành nghề xây dựng?
74848,fold_4,2,1,>100,1.0,1.0,0,Việc giải thể các tổ chức khoa học và công nghệ công lập phải đáp ứng nguyên tắc gì?
25910,fold_0,1,6,2,1.0,1.0,0,Mục đích của việc xác định chết não là gì?
77844,fold_3,1,29,1,1.0,1.0,0,Kiểm tra viên cao cấp hải quan mặc trang phục xuân hè thì sử dụng vạch cấp hiệu màu nào theo quy định?
143700,fold_2,1,>100,16,1.0,1.0,0,Hành vi kinh doanh dược liệu không giấy phép bị xử lý như thế nào?
67888,fold_3,2,1,3,1.0,1.0,0,Thời hạn của giấy phép tư vấn chuyên ngành điện lực trong lĩnh vực hoạt động điện lực là bao lâu?
90034,fold_1,1,8,7,1.0,1.0,0,Đơn vị thi công công trình giao thông đường bộ có bắt buộc phải bố trí biển báo hiệu cọc tiêu rào chắn và đèn cảnh báo hay không?
54576,fold_2,1,2,3,1.0,1.0,0,Chia tài sản chung trong thời kỳ hôn nhân được quy định như thế nào?
38060,fold_1,1,1,>100,1.0,1.0,0,Tài liệu về hệ thống kiểm soát nội bộ dùng để lập báo cáo được lưu trữ như thế nào?
50908,fold_0,1,>100,>100,0.0,0.0,0,Muốn khai thác đồi đất đỏ thì cần chuẩn bị hồ sơ gì để xin giấy phép?
136940,fold_0,1,1,1,1.0,1.0,0,Ngành dầu khí sẽ được tái cơ cấu như thế nào theo đề án tái cơ cấu ngành Công Thương?
72586,fold_1,1,1,13,1.0,1.0,0,"Hệ thống sổ sách theo dõi hoạt động giáo dục trong Trung tâm giáo dục nghề nghiệp, giáo dục thường xuyên đối với các tổ chuyên môn, nghiệp vụ được quy định như thế nào?"
36968,fold_4,1,1,6,1.0,1.0,0,Giám đốc Công an tỉnh có quyền xử phạt giáo viên tại Trung tâm giáo dục nghề nghiệp sửa chữa nội dung bài thi trái quy định không?
38622,fold_2,1,>100,16,1.0,1.0,0,Thủ tục kháng cáo
135080,fold_0,1,1,51,1.0,1.0,0,Thời hiệu xử lý kỷ luật Đảng được quy định như thế nào?
94980,fold_4,1,7,1,1.0,1.0,0,Chuẩn bị hồ sơ dự thi tuyển sinh lớp 10 THPT tại Hà Nội năm học 2022-2023
106704,fold_0,1,1,1,1.0,1.0,0,"Thay đổi phương thức đóng, mức thu nhập tháng đóng bảo hiểm xã hội tự nguyện?"
110722,fold_4,1,6,2,1.0,1.0,0,Áp suất làm việc lớn nhất của bình chứa khí chữa cháy là bao nhiêu?
104378,fold_4,1,56,1,1.0,1.0,0,Hội đồng thành viên SCIC có thẩm quyền quyết định về hình thức con dấu của doanh nghiệp hay không?
50548,fold_4,1,3,4,1.0,1.0,0,Doanh nghiệp nào được áp dụng ưu đãi thuế thu nhập doanh nghiệp?
115148,fold_2,1,1,16,1.0,1.0,0,"Chế độ dành cho người được chăm sóc, nuôi dưỡng tại cơ sở trợ giúp xã hội như thế nào?"
146206,fold_2,1,2,3,1.0,1.0,0,Hộ kinh doanh cá thể có thể tham gia đấu thầu và được giao thực hiện gói thầu mua sắm hàng hóa với tư cách cá nhân hay không?
3466,fold_3,1,2,1,1.0,1.0,0,Trách nhiệm phòng chống khủng bố tại địa phương thuộc về cơ quan nào?
82822,fold_1,1,7,>100,1.0,1.0,0,Nhà ở công vụ trong Công an nhân dân là gì?
163872,fold_3,1,15,10,1.0,1.0,0,Biên bản điều tra tai nạn lao động phải được công bố công khai tại đâu?
23352,fold_4,1,1,>100,1.0,1.0,0,Nghĩa vụ quân sự là gì?
90110,fold_2,1,2,2,1.0,1.0,0,Cảnh sát giao thông khi tuần tra được quyền kiểm soát các điều kiện tham gia giao thông nào của phương tiện giao thông?
158320,fold_1,1,79,1,1.0,1.0,0,Mẫu báo cáo tình hình quản lý sử dụng nhà ở thuộc sở hữu nhà nước năm 2023 là mẫu nào?
80160,fold_4,1,2,1,1.0,1.0,0,Xử lý số dư kinh phí chi thực hiện chính sách ưu đãi người có công với cách mạng và người trực tiếp tham gia kháng chiến năm 2023?
159444,fold_3,1,>100,>100,0.0,0.0,0,Lệ phí cấp đổi giấy phép kinh doanh dịch vụ lữ hành quốc tế là bao nhiêu?
153966,fold_3,1,15,64,1.0,1.0,0,Các diện tích đất được sử dụng để bảo vệ và phát triển rừng có được xem là rừng không?
162080,fold_2,1,86,1,1.0,1.0,0,Quy trình thực hiện nạo vét hạch cổ có các bước như thế nào?
31210,fold_4,1,1,>100,1.0,1.0,0,Vụ trưởng Vụ Công chức Viên chức do ai có thẩm quyền bổ nhiệm?
12950,fold_2,2,3,1,1.0,1.0,0,Học sinh trường giáo dưỡng sẽ bị xử lý kỷ luật bằng những hình thức nào khi vi phạm nội quy?
33078,fold_3,1,4,2,1.0,1.0,0,Xây dựng nhà ở riêng lẻ không có giấy phép xây dựng theo quy định có thể bị xử phạt như thế nào?
48632,fold_1,1,4,>100,1.0,1.0,0,Trách nhiệm tổ chức thực hiện chế độ ưu đãi đối với người có công với cách mạng ra sao?
116172,fold_4,1,10,7,1.0,1.0,0,Giáo viên có được phép dạy thêm ở trung tâm bên ngoài cho học sinh mình đang trực tiếp dạy trong trường không?
