qid,question,answer_size,max_gold_frequency,nearest_embedding_cosine,nearest_qid,word_count
47914,Quyết định dự toán ngân sách nhà nước do Quốc hội thực hiện có đúng không?,1,9,0.8657673001289368,30492,16
41764,"Người lao động nữ làm công việc nặng nhọc, độc hại được nghỉ hằng năm bao nhiêu ngày?",1,108,0.729720950126648,51972,18
50348,"Chế độ báo cáo và kiểm tra công tác đào tạo, bồi dưỡng cán bộ công chức?",1,4,0.7932044863700867,62314,17
73716,Chủ dự án đầu tư có thể đề nghị rút ngắn thời hạn của giấy phép môi trường hay không?,1,15,0.7157751321792603,110318,20
96344,Những hành nào vi bị nghiêm cấm trong hoạt động đầu tư xây dựng và kinh doanh sân gôn?,1,1,0.43925127387046814,164992,19
115886,Yêu cầu ghi vào Sổ hộ tịch việc ly hôn thực hiện ở nước ngoài bằng những hình thức nào?,1,5,0.7280009388923645,104822,20
89464,Kế hoạch khắc phục hậu quả bom mìn vật nổ sau chiến tranh cấp quốc gia phải được đánh giá thường xuyên hay định kỳ?,1,3,0.7727015614509583,81176,25
156826,Trường hợp số tiền ký quỹ của doanh nghiệp bán hàng đa cấp không đủ để chi trả cho người bán hàng đa cấp thì xử lý thế nào?,1,1,0.7850444316864014,168054,29
3626,Phân NPK có thuộc danh mục hàng hóa thực hiện bình ổn giá hay không?,1,1,0.5353415012359619,150456,15
89796,Học viên muốn tham dự thi học phần trong khóa học bồi dưỡng kế toán trưởng cần đáp ứng điều kiện gì?,1,2,0.7421566843986511,112432,22
81990,"Thẩm quyền tiếp nhận, xử lý, ban hành Quyết định không hoàn trả khoản nộp tiền thuế thừa",1,11,0.547340452671051,98762,18
79552,Có phải người phạm tội trên 80 tuổi sẽ không bị áp dụng mức hình phạt cao nhất là tử hình đúng không?,1,109,0.6588343381881714,102138,23
20100,Quy định về việc xử lý gia súc mắc bệnh lao bò là như thế nào?,3,3,0.538716197013855,65458,16
42242,Việc bảo lãnh phát hành chứng khoán chỉ được công ty chứng khoán thực hiện khi nào?,1,11,0.6017743349075317,146530,17
148742,Trường hợp xin nhập quốc tịch Việt Nam đồng thời được giữ quốc tịch nước ngoài?,2,4,0.7523858547210693,146752,16
46892,Nội dung tổng quát của Tổng sản phẩm trong nước (GDP) là gì?,1,1,0.5098231434822083,117838,13
49518,Có bắt buộc chuyển hộ khẩu khi chuyển chỗ ở ngoài phạm vi tỉnh đã đăng ký thường trú trước đó không?,1,14,0.5863139033317566,85158,22
52286,Phải lập biên bản vi phạm hành chính ngay khi phát hiện hành vi vi phạm hành chính có đúng không?,1,28,0.8187087774276733,7244,21
23574,Cá nhân có quyền gì để bảo vệ mình khi bị quay lén?,1,90,0.8825582265853882,165862,13
12774,Cá nhân được bổ nhiệm làm Thanh tra viên chính ngành khoa học và công nghệ cần đáp ứng những yêu cầu nào?,3,7,0.8802273273468018,122730,23
78236,Người phạm tội gian lận bảo hiểm thất nghiệp có tổ chức có được xem là tình tiết tăng nặng trách nhiệm hình sự không?,1,109,0.5207937955856323,160336,25
73750,Trong trường hợp nào chạy quá tốc độ nhưng không bị xử phạt hành chính?,1,28,0.7109473943710327,82132,15
23190,Thông báo tuyển sinh không đủ thời gian theo quy định thì cơ sở giáo dục bị xử phạt vi phạm hành chính thế nào?,1,5,0.9361376762390137,97482,25
64070,Hành vi bán cà phê trên vỉa hè bị xử phạt như thế nào?,1,64,0.5930049419403076,4674,14
115024,Chi phí giám định suy giảm khả năng lao động do bị tai nạn lao động sẽ do công ty hay người lao động chi trả?,1,17,0.8229987025260925,49814,26
86944,Thẩm phán Tòa án quân sự Quân khu đã được tặng thưởng Thẩm phán tiêu biểu thì có được đề nghị xét tặng Kỷ niệm chương Vì sự nghiệp Tòa án trước thời hạn hay không?,1,3,0.7021456956863403,134612,36
129132,Mức lương cụ thể của công chức bổ nhiệm vào ngạch kiểm ngư viên được tính thế nào?,2,18,0.7136417627334595,108796,18
31734,Giáo viên công tác tại trường dạy nghề cho trẻ em khuyết tật có được hưởng phụ cấp ưu đãi và phụ cấp trách nhiệm công việc không?,1,3,0.7724863886833191,137324,28
152540,Giấy chứng nhận đăng ký doanh nghiệp có phải giấy phép kinh doanh hay không?,1,31,0.7254826426506042,65140,15
97046,Việc triển khai thu phí theo hình thức điện tử không dừng là yêu cầu bắt buộc?,1,1,0.7764908671379089,74584,17
101202,"Việc bảo trì, nâng cấp Phần mềm Quản lý đào tạo của Kiểm toán nhà nước được thực hiện vào thời điểm nào?",1,1,0.5721652507781982,11298,23
86240,Cây xăng có phải đăng ký thời gian bán lẻ xăng dầu với cơ quan có thẩm quyền không?,1,9,0.636959433555603,79264,19
126254,"Từ ngày 01/07/2022, các tổ chức (bao gồm cả tổ chức UNTT) vẫn có thể tiếp tục sử dụng biên lai giấy đặt in, tự in, mua?",1,21,0.4467507302761078,5200,27
131466,"Kinh doanh tạm nhập, tái xuất có bị phụ thuộc vào ngành nghề đăng ký kinh doanh không?",1,8,0.5757068395614624,85786,18
129468,"Nguyên tắc xác định tiền nhuận bút, thù lao, quyền lợi vật chất được quy định như thế nào?",1,2,0.8670377135276794,164826,19
137638,Muốn giải quyết tranh chấp bằng trọng tài thương mại cần phải đáp ứng những điều kiện gì?,1,6,0.7303332090377808,67610,18
79124,Chỉ được khởi tố vụ án hình sự trong trường hợp nào?,1,74,0.7443323731422424,145274,12
42288,Kiểm kê tài sản là gì?,1,14,0.5057148337364197,134768,6
105316,Hàm lượng chất khoáng trong bột ăn dặm đảm bảo cung cấp đủ cho trẻ em từ 06 đến 36 tháng tuổi là bao nhiêu?,1,1,0.8252487778663635,55372,25
32664,"Chính trị viên phó ban chỉ huy quân sự bộ, ngành Trung ương chịu trách nhiệm trước ai trong thực hiện công tác quốc phòng?",1,1,0.6205206513404846,133526,25
147784,Quy trình xét tặng danh hiệu “Nghệ sĩ ưu tú” như thế nào?,1,1,0.8603423237800598,24206,13
50510,Mức hưởng phụ cấp ưu đãi theo nghề đối với công chức Hải quan của nhân viên Hải quan là bao nhiêu?,2,2,0.8794459104537964,158064,22
129876,"Lệ phí thực hiện thủ tục cấp đổi giấy chứng nhận đủ điều kiện về an ninh, trật tự tại Đội Cảnh sát QLHC về TTXH là bao nhiêu?",1,4,0.6381900310516357,99990,29
90466,Đề xuất Chủ tịch nước làm Chủ tịch Hội đồng Tư pháp quốc gia?,1,17,0.5850605368614197,77954,14
25142,Trình tự làm việc của Hội đồng tuyển chọn thực hiện nhiệm vụ khoa học và công nghệ cấp quốc gia được quy định ra sao?,1,1,0.7012426853179932,91826,26
124632,Kinh phí cho chương trình hợp tác của Quỹ Đổi mới công nghệ quốc gia được đảm bảo từ những nguồn nào?,1,2,0.6513319611549377,32354,22
135788,Trình tự thủ tục đánh giá xếp loại chất lượng viên chức không giữ chức vụ quản lý được thực hiện ra sao?,1,10,0.748613715171814,25176,23
92094,Hồ sơ khảo sát hiện trạng công trường trước khi xây dựng tầng hầm cần đảm bảo những nội dung nào?,1,1,0.52195805311203,138936,21
142110,"Quy chế tổ chức và hoạt động của Ban quản lý dự án chương trình, dự án sử dụng vốn ODA, vốn vay ưu đãi do ai xây dựng?",1,5,0.8420355319976807,39796,29
155030,Quyền hạn của Hội Tâm thần học Việt Nam là gì?,1,1,0.6413034200668335,40624,11
137052,Mẫu Báo cáo tài chính tổng hợp hiện nay đang được sử dụng là mẫu báo cáo nào?,1,1,0.6243512630462646,125058,18
161288,Người chế tạo trái phép phương tiện kỹ thuật quân sự gây chết người là người bị bệnh nặng có được hoãn chấp hành hình phạt tù không?,1,109,0.7371585965156555,30396,28
122000,Quy định về quản lí hoạt động của cơ sở đào tạo?,1,15,0.6546998023986816,63196,12
161876,Lệ phí là gì?,1,2,0.633036196231842,108700,4
50864,Thủ tục đổi từ chứng minh nhân dân sang căn cước công dân?,1,13,0.8599490523338318,107196,13
7410,"Tiêu chuẩn diện tích ở, sinh hoạt, nhà ăn tập thể và thiết bị vệ sinh trong đơn vị theo quy định hiện hành?",1,1,0.5794371366500854,127596,24
67252,Quỹ dự trữ tài chính được hình thành từ các nguồn nào và trong các trường hợp nào?,1,9,0.5627295970916748,58866,18
83980,Nhãn hóa chất bắt buộc phải có những nội dung nào?,1,3,0.6110547780990601,4948,11
82676,Biển hiệu phương tiện vận tải khách du lịch hết hạn có được cấp đổi hay không?,1,5,0.6192735433578491,78006,17
69952,Người 15 tuổi có thể đăng ký dự tuyển viên chức nhà nước không?,2,28,0.735741376876831,127042,14
68884,"Tổ chức đảng ở các đồn biên phòng và tương đương, ở cơ quan quân sự xã, cơ quan chính trị cấp trên như thế nào?",1,2,0.6281615495681763,38636,26
136956,Cơ sở để xác định hàng hóa nhập khẩu được sử dụng để gia công được miễn thuế?,1,6,0.7658675909042358,140390,18
2984,Người được điều động tham gia công tác trực tiếp chữa cháy khi bị tai nạn được nhận chế độ gì?,1,3,0.721828281879425,7456,21
147032,Muốn đăng ký hiến xác cho ngành khoa học thì liên hệ cơ quan nào?,1,5,0.6275056004524231,9214,15
58492,Hồ sơ đề nghị xét thưởng hợp đồng đối với gói thầu xây lắp thuộc các dự án giao thông gồm những tài liệu gì?,1,2,0.8837767839431763,48498,25
66910,Đổi từ chứng minh nhân dân sang căn cước công dân gắn chip thì cần chuẩn bị giấy tờ gì?,1,13,0.8423634767532349,50864,20
161310,Ai là người thực hiện phẫu thuật cắt nối thực quản và tư thế người bệnh sẽ được đặt như thế nào?,1,4,0.5328896641731262,25804,22
138334,Tiêu chuẩn về phẩm chất chung của công chức chuyên ngành kế toán là gì?,1,1,0.7107425928115845,72190,15
156804,Người phạm tội chiếm đoạt vũ khí thô sơ có tổ chức đã chấp hành xong hình phạt tù thì đương nhiên được xóa án tích khi nào?,1,109,0.6370636224746704,96708,28
138226,Phiếu cân kiểm tra tải trọng xe chứa những thông tin gì?,1,3,0.7176571488380432,14050,12
144928,Xử phạt như thế nào khi vô ý làm cháy rừng?,1,109,0.6375783085823059,15156,11
115478,"Điều kiện, thủ tục để trung tâm ngoại ngữ hoạt động giáo dục",2,8,0.7366094589233398,118052,13
163456,"Định mức giờ chuẩn giảng viên được bổ nhiệm chức vụ lãnh đạo hoặc kiêm nghiệm công tác quản lý, đảng, đoàn thể được quy định như thế nào?",1,1,0.6714515089988708,96834,29
84246,"Mẫu Biên bản kiểm toán mới nhất dành cho Tổ kiểm toán tại Cục, Chi cục Thuế ra sao?",1,3,0.6822918653488159,128176,19
164208,Chủ tịch Hội đồng quy hoạch quốc gia có những quyền hạn nào?,1,1,0.5491613149642944,27536,13
160876,Đối tượng không được đăng ký nghĩa vụ quân sự gồm những đối tượng nào?,1,15,0.7144654989242554,7058,15
112270,Pháp nhân ủy quyền chấm dứt tồn tại thì thời hạn đại diện theo ủy quyền có chấm dứt theo không?,1,90,0.6389783620834351,39138,21
83422,Trong việc ngăn chặn xung đột thông tin trên mạng thì các tổ chức có trách nhiệm gì?,1,3,0.46702611446380615,103260,18
112072,Thủ tục sáp nhập công ty được thực hiện như thế nào?,1,58,0.789024293422699,116056,12
7390,Kiểm tra viên cao cấp có những nhiệm vụ gì?,1,7,0.7611444592475891,93622,10
3272,Hồ sơ luân chuyển công chức cấp Trung ương thuộc đối tượng luân chuyển gồm những giấy tờ gì?,1,19,0.8398653864860535,56760,19
167604,Nguồn tài chính cho hoạt động bình đẳng giới bao gồm những nguồn nào?,1,2,0.6501141786575317,148086,14
66142,Hội đồng khám phúc tra sức khỏe nghĩa vụ quân sự bao gồm những ai?,1,7,0.72076016664505,50356,15
161258,Các thủ tục thực hiện trực tuyến theo quy định pháp luật,1,12,0.5739756226539612,37948,12
5118,"Thủ tục đề nghị khắc phục lô vị thuốc cổ truyền, thuốc cổ truyền bị thu hồi được quy định như thế nào?",1,3,0.8826943635940552,153428,23
132484,Có thể dùng đồng euro làm đơn vị tiền tệ để lập cán cân thanh toán được không?,1,2,0.6195648908615112,91122,18
59466,Trường hợp nào phải áp dụng biện pháp cưỡng chế cách ly y tế?,1,2,0.8234524726867676,64056,14
82598,Điều lệ của các tổ chức tín dụng là hợp tác xã ra sao?,1,14,0.8024352788925171,7922,14
137976,Hàng hóa gửi cho đại lý nước ngoài có được nhập khẩu trở lại Việt Nam không?,1,8,0.5113842487335205,104114,17
75974,Quyết định bắt giữ tàu biển để bảo đảm giải quyết khiếu nại hàng hải gồm những nội dung gì?,1,2,0.7507229447364807,83000,20
102554,Quy định về quyền lợi khi bị tai nạn lao động được áp dụng với những đối tượng nào?,1,17,0.847950279712677,10826,19
131576,Quan hệ giữa con nuôi và gia đình nhận nuôi được quy định như thế nào?,2,45,0.8439876437187195,89402,16
18070,Thủ tục cấp Giấy chứng nhận lưu hành chế phẩm sinh học được quy định như thế nào?,1,1,0.494626522064209,114182,18
146500,Hồ sơ để đề nghị điều chỉnh giấy phép xây dựng cần những gì?,2,26,0.6009118556976318,31706,14
1892,"Phiên họp xem xét, quyết định đưa vào cơ sở cai nghiện bắt buộc đối với người cai nghiện được tổ chức, thực hiện như thế nào?",1,5,0.8116586804389954,5936,27
86272,Dựa trên nguyên tắc gì để xác định học phí đối với giáo dục mầm non?,1,14,0.8279619216918945,109416,16
103892,Điều kiện được cấp chứng chỉ hành nghề hoạt động xây dựng như thế nào?,1,26,0.9893061518669128,9476,15
152002,Tiêu chuẩn về năng lực chuyên môn và trình độ của công chức ngạch văn thư viên như thế nào?,1,3,0.6337235569953918,118820,20
12906,Dịch vụ viễn thông khẩn cấp là gì?,1,5,0.6157615780830383,40134,8
56708,Những tình tiết nào không cần phải chứng minh?,1,9,0.6357941627502441,29194,9
79148,Hồ sơ đăng ký thay đổi thành viên công ty TNHH do thừa kế gồm những gì?,1,31,0.5922214388847351,163498,17
31760,Trách nhiệm của hiệu trưởng cơ sở giáo dục đại học là gì?,1,8,0.9577457308769226,73662,13
139536,"Quy trình, thủ tục chuyển người bệnh từ cơ sở cấp phát thuốc Methadone về cơ sở điều trị Methadone quy định như thế nào?",1,2,1.0,55722,25
65622,Chương trình kỳ họp Quốc hội được thông qua khi nào?,1,2,0.5553428530693054,56700,11
138376,Ban Chỉ đạo thi hành án dân sự cấp tỉnh báo cáo kết quả hoạt động với cơ quan nào?,1,2,0.8524222373962402,10606,20
50634,Túi zip đựng thực phẩm từ nhựa PE thì cần đáp ứng yêu cầu kỹ thuật gì?,1,1,0.4851118326187134,27266,17
20224,Ngân hàng Nhà nước giảm lãi suất cho vay tái cấp vốn từ ngày 04/03/2023?,2,1,0.7118142247200012,106484,15
129478,Đã có Quyết định 500/QĐ-TTg 2023 phê duyệt quy hoạch điện 8 pdf và file word?,1,2,0.6255457997322083,117884,16
38698,Vốn của tổ chức tín dụng,1,1,0.6046972870826721,82598,6
27962,"Tiền giữ xe tại Quận Bình Thạnh, Thành phố Hồ Chí Minh theo quy định thì mức tối đa là bao nhiêu?",1,1,0.46571582555770874,92486,22
70394,Cá nhân được Nhà nước giao đất để trồng rừng sản xuất có quyền hạn gì?,1,13,0.5671075582504272,153966,16
26528,"Phương tiện đo được sử dụng để xác định lượng khí trong mua bán, thương nhân sản xuất khí cần bảo đảm những quy định gì về đo lường?",1,3,0.9485662579536438,47644,29
141936,Tiêu chuẩn bổ nhiệm Quản lý dự án đường thủy hạng 3 là gì? Quản lý dự án đường thủy có bắt buộc phải sử dụng được tiếng dân tộc thiểu số không?,1,1,0.5178999304771423,117242,33
39500,Hội đồng giải mật tài liệu bí mật nhà nước trong ngành Công Thương theo quy định bao gồm những ai?,1,1,0.5049982070922852,66568,21
29180,Thành viên hợp danh của Văn phòng Thừa phát lại bị chấm dứt tư cách thành viên trong những trường hợp nào?,1,18,0.7461745738983154,29622,22
123874,"Điểm tập kết, trạm trung chuyển chất thải rắn sinh hoạt được quy định như thế nào?",1,15,0.5142104029655457,137112,17
142190,Khảo nghiệm trong giai đoạn sản xuất giống thủy sản phải đáp ứng quy định nào?,2,11,0.558103084564209,45358,16
80284,Có được mai táng người chết tại khu dân cư hay không?,2,15,0.5650889277458191,150580,12
85988,Chức danh nghề nghiệp họa sĩ hạng 2 được áp dụng ngạch lương của viên chức loại mấy theo quy định?,1,2,0.6622157692909241,138098,21
87492,"Khu du lịch quốc gia cần đáp ứng các điều kiện gì về kết cấu hạ tầng, cơ sở vật chất kỹ thuật, dịch vụ?",1,5,0.5834766030311584,76016,25
106104,Có nhờ người thân nhận thưởng trúng số thay mình được hay không?,1,1,0.6448307037353516,16258,13
72250,Có thể tạm dừng chứng thư số khi phát hiện có sai sót trong thông tin của thuê bao hay không?,1,12,0.6480661034584045,94472,21
145886,Cách xác định giá đất trong trường hợp đặc biệt trên địa bàn tỉnh Ninh Thuận?,1,1,0.6208372712135315,165538,16
162668,Các tổ chức cho vay tiền ngoài hệ thống ngân hàng là công ty tài chính muốn được thực hiện hoạt động ngân hàng cần đáp ứng điều kiện gì?,1,1,0.6356275677680969,114712,30
67366,Nội dung sổ địa chính bao gồm những dữ liệu gì?,1,8,0.6496670842170715,118540,11
47828,Quy trình xây dựng kế hoạch khoa học và công nghệ trong trường đại học được quy định như thế nào?,1,1,0.5912798643112183,121496,21
110960,"Đất thu hồi theo quy hoạch, kế hoạch sử dụng đất để tạo quỹ đất?",1,2,0.7430079579353333,98634,15
51340,Người phải thi hành án dân sự có được miễn giảm nghĩa vụ thi hành án hay không?,1,7,0.5015705823898315,22660,18
93760,Xác định phạm vi ranh giới khu công nghiệp có phải là nhiệm vụ quy hoạch chung xây dựng khu công nghiệp?,1,26,0.6695542335510254,41806,22
99904,Trình độ nghiệp vụ sư phạm và thời gian tham gia giảng dạy của nhà giáo dạy trình độ sơ cấp được quy định như thế nào?,1,5,0.6422414779663086,131242,27
98890,Hội đồng nhân dân xã có quyền giám sát các khu dân cư hay không?,1,16,0.49837201833724976,71020,15
139758,Người lao động làm việc tại thành phố Hồ Chí Minh nhưng đang trọ tại một nơi khác có được hỗ trợ tiền thuê nhà/thuê trọ?,1,4,0.7886381149291992,151218,26
101920,Chủ tịch của Liên minh Hợp tác xã Việt Nam do ai có thẩm quyền bầu trong số các Ủy viên Ban Thường vụ?,1,1,0.6224857568740845,162984,24
27776,Giữ tài sản do người khác trộm cắp mà có thì có được xem là đồng phạm không?,1,109,0.7296276092529297,16000,18
118372,Giấy vận tải phải có những thông tin bắt buộc nào?,2,6,0.5757221579551697,70822,11
147912,Bảo vệ chống quá dòng điện trong nhà ở và nhà công cộng phải đảm bảo những quy định thế nào?,1,2,0.6244971752166748,134600,21
121022,Kho bạc Nhà nước khu vực trực thuộc Kho bạc Nhà nước ở tỉnh có tư cách pháp nhân không?,1,1,0.7618034482002258,121308,20
113060,Phòng Hành chính của Văn phòng Kiểm toán nhà nước có chức năng gì?,1,1,0.7905487418174744,50538,14
49468,Không khảo nghiệm giống cây trồng nhưng vẫn cấp kết quả khảo nghiệm bị tước quyền sử dụng Quyết định công nhận mấy tháng?,1,3,0.715226411819458,122990,24
163772,Người bệnh tâm thần có được quyền đăng ký kết hôn theo quy định của pháp luật hay không?,2,90,0.6304205656051636,161824,19
33874,Ai có thẩm quyền ra quyết định xử lý kỷ luật đối với giáo viên tự ý bỏ lớp?,1,11,0.4882167875766754,9866,19
13312,Cơ quan nào chịu trách nhiệm thông báo quyết định của Thủ tướng Chính phủ về chỉ tiêu động viên công nghiệp?,2,3,0.5596932768821716,129312,22
59510,Dự án quan trọng quốc gia do đơn vị nào quyết định chủ trương đầu tư?,1,7,0.7186670303344727,158448,16
104096,Thông số kỹ thuật của sản phẩm dệt may có phải thể hiện trên nhãn hàng hóa?,1,3,0.4341088831424713,127648,17
6402,Cảng biển đặc biệt sẽ có những chức năng cơ bản nào?,1,15,0.6372037529945374,77280,12
2370,Có tước quyền phục vụ trong lực lượng vũ trang nhân dân đối với người có hành vị chuẩn bị tổ chức bạo loạn hay không?,1,109,0.5991216897964478,92564,26
10264,Hồ sơ xin cấp giấy phép lưu hành xe được pháp luật quy định như thế nào?,1,2,0.5655004978179932,40038,17
148326,Công nhân công trình tự do không muốn đóng bảo hiểm xã hội thì bên sử dụng lao động có thể ký hợp đồng lao động với tên gọi là hợp đồng cộng tác viên có được không?,2,108,0.6277570724487305,49054,38
24598,Mẫu chi tiết tài sản dài hạn (tài sản cố định) mới tăng năm 2022?,1,2,0.41570958495140076,137052,15
38266,Thủ tục kết nạp hội viên là gì?,1,1,0.6031971573829651,57794,8
20230,"Xã muốn được công nhận đạt chuẩn phổ cập giáo dục, xóa mù chữ cần chuẩn bị hồ sơ gì?",1,1,0.5503314733505249,66074,20
19420,"Chánh Thanh tra Tổng cục, Cục là ai? Chánh Thanh tra Tổng cục, Cục có nhiệm vụ, quyền hạn gì?",1,12,0.644667387008667,99344,20
11462,"Ai là người có thẩm quyền lập hồ sơ đề nghị áp dụng biện pháp xử lý hành chính giáo dục tại xã, phường, thị trấn?",1,4,0.6444299817085266,116188,26
164530,Vốn của Tập đoàn Điện lực Việt Nam (EVN) từ những nguồn nào?,1,1,0.7300406098365784,117172,13
136404,Hồ sơ đề nghị phê duyệt trữ lượng khoáng sản theo quy định mới nhất hiện nay bao gồm những gì?,2,18,0.881439208984375,13040,21
124268,Doanh nghiệp nào được hưởng mức hỗ trợ cung cấp dịch vụ viễn thông công ích?,2,1,0.8243445158004761,117678,16
114846,Nhiệm kỳ của Chánh án Tòa án nhân dân tối cao là bao lâu?,2,17,0.9970507621765137,141262,14
5026,Vụ án dân sự có tình tiết đơn giản thì sẽ được Tòa án giải quyết vụ án theo thủ tục rút gọn?,1,45,0.783717930316925,160620,23
68582,Bộ đội Biên phòng phối hợp với các cơ quan nào để cùng tổ chức hoạt động?,1,2,0.6423330903053284,36944,17
17702,Tác nhân gây bệnh sán lá gan lớn ở người là do đâu?,1,1,0.47755223512649536,45330,13
134746,Hình thức xử lý nào nên áp dụng nếu vẫn còn thời hiệu xử lý?,1,108,0.45108896493911743,58144,15
80080,Số lợi thu được từ việc yêu cầu người khác phải mua hàng hóa để được ký hợp đồng tham gia bán hàng đa cấp được xử lý ra sao?,1,8,0.6085357666015625,46942,30
146672,20 hộ dân được cử bao nhiêu đại diện để trình bày khi có nhiều người cùng khiếu nại về một nội dung?,1,4,0.4354811906814575,24218,23
10600,Hòa giải tranh chấp đất đai được quy định như thế nào?,1,53,0.8929179906845093,126650,12
27674,Chi phí thẩm tra và thẩm định các dự án xây dựng nhà máy điện hạt nhân được quy định ra sao?,1,6,0.6355292797088623,104814,22
112760,"Các hình thức thông tin, tuyên truyền về giảm nghèo đa chiều?",1,3,0.4721434414386749,68696,12
142426,"Quảng cáo hội chợ, lô tô bằng loa phóng thanh gắn vào xe ô tô ở vùng quê có được không?",1,5,0.7028783559799194,22674,21
41904,Những đối tượng nào không được bổ nhiệm vào ngạch Kiểm toán viên cao cấp?,1,1,0.7440899014472961,131930,15
154746,Việc phát huy giá trị tài liệu cổ được thực hiện như thế nào?,1,2,0.5399923920631409,111896,14
19364,Đào tạo và tổ chức đào tạo liên thông sẽ có những nội dung gì?,1,1,0.5372203588485718,135646,15
91260,Tập đoàn công nghiệp than khoáng sản Việt Nam có được bảo lãnh cho các công ty con vay vốn hay không?,1,2,0.709273636341095,20864,22
70806,"Lực lượng cảnh sát đường thủy giải quyết, xử lý tai nạn giao thông hoặc tai nạn khác trên đường thủy như thế nào?",1,1,0.8186237215995789,112066,24
17454,Chỉ tiêu tuyển công dân tham gia nghĩa vụ quân sự được quy định như thế nào?,1,15,0.8290683031082153,100126,17
157578,Thừa phát lại đòi hỏi thêm khoản tiền ngoài chi phí đã thoả thuận trong hợp đồng dịch vụ sẽ bị xử phạt thế nào?,1,19,0.6476072669029236,57958,25
88156,Năm sinh trong Giấy khai sinh không giống với tất cả các giấy tờ hiện có thì có được sửa thông tin trong giấy khai sinh?,1,1,0.7235623598098755,59432,26
33160,Trường hợp nào phải báo cáo đột xuất về thuốc hướng thần lên Bộ Y tế?,1,2,0.6600993871688843,81098,16
83666,"Mẫu Tờ khai thuế đối với hộ kinh doanh, cá nhân kinh doanh được quy định như thế nào?",1,8,0.72065269947052,28644,19
115494,Mức đóng bảo hiểm y tế dành cho người lao động khi được người sử dụng lao động đóng bảo hiểm là bao nhiêu?,1,2,0.8880102038383484,92620,24
105620,Hướng dẫn soạn thảo đối với mục hành vi bị cấm với hồ sơ mời thầu xây lắp áp dụng phương thức một giai đoạn một túi hồ sơ?,1,4,0.878723680973053,7020,29
74734,"Bộ Xây dựng có được ban hành văn bản QPPL theo trình tự, thủ tục rút gọn khi cần ngưng hiệu lực một phần của văn bản QPPL không?",1,2,0.5557230710983276,120164,29
85686,Lãnh đạo cao nhất của tổ chức chứng nhận năng lực cá nhân có trách nhiệm thế nào trong việc chứng nhận?,1,2,0.809074878692627,19348,22
37704,Viên chức thông tin an ninh hàng hải hạng 1 thực hiện những nhiệm vụ gì?,1,2,0.575347900390625,120062,16
157050,Hồ sơ giám định tư pháp trong lĩnh vực nông nghiệp và phát triển nông thôn bao gồm những gì?,1,1,0.6874154210090637,26076,20
98788,Biên bản kiểm tra quản lý thị trường sẽ có những nội dung nào?,1,3,0.6529803276062012,119518,14
111188,Mức phí cho việc thực hiện thủ tục thay đổi họ là bao nhiêu?,1,1,0.7894097566604614,24254,14
155092,Ban Quản lý Chương trình cấp quốc gia về xúc tiến thương mại có các nhiệm vụ thế nào?,1,1,0.5726318359375,32748,19
23172,Ai là người tiến hành thủ tục phá sản?,1,13,0.825996994972229,18490,9
7584,Thuyền viên được quy định như thế nào?,1,4,0.8603353500366211,58564,8
22732,Bao lâu sẽ nhận được kết quả thực hiện đăng ký quyền ưu tiên thanh toán tiền giữ gìn tàu bay?,1,6,0.6107154488563538,135284,21
134024,Những hành vi nào bị nghiêm cấm để bảo vệ tài nguyên nước?,1,6,0.6073657870292664,41328,13
14182,Xây dựng hệ thống thông tin về nhà ở và bất động sản nhằm mục đích gì?,1,5,0.7686028480529785,15770,17
120210,Trung tâm Thông tin xử lý như thế nào đối với thiết bị công nghệ thông tin tại Phòng máy chủ của Ủy ban Dân tộc bị hỏng còn bảo hành?,1,1,0.4653799831867218,135564,31
22952,Để trở thành Chủ tịch nước thì ứng viên phải đảm bảo những tiêu chuẩn nào?,1,12,0.7546436190605164,93130,16
150526,Hạn mức rủi ro của ngân hàng thương mại do ai ban hành theo quy định pháp luật?,1,2,0.5389701724052429,117350,18
112088,Điều khiển xe gắn máy 50 phân khối có cần giấy phép lái xe hay không?,1,28,0.8953561782836914,109604,16
62370,Tăng tuổi nghỉ hưu năm 2023 của người lao động như thế nào?,1,3,0.7560870051383972,10948,13
6938,Khi ban hành chế độ báo cáo của cơ quan hành chính nhà nước thì các số liệu yêu cầu báo cáo phải như thế nào?,1,4,0.5269967317581177,149704,26
45016,Giám đốc Quỹ hỗ trợ phát triển du lịch do ai có quyền bổ nhiệm? Nhiệm kỳ của Giám đốc Quỹ bao nhiêu năm?,1,2,0.74570232629776,109926,24
106666,"Xây dựng chiến lược đàm phán, ký kết Hiệp định tránh đánh thuế hai lần trong giai đoạn 2021-2030",1,2,0.6505995988845825,57162,19
129844,Pháp luật quy định cơ sở đào tạo chương trình thạc sĩ xây dựng và thực hiện quy chế tuyển sinh như thế nào?,1,1,0.6723306775093079,149436,24
118820,"Điều kiện, tiêu chuẩn chung về văn bằng công chức Văn phòng Quốc hội năm 2023 là gì?",2,3,0.6337235569953918,152002,18
117946,Đo lường đối với phép đo nhóm 1 cần đáp ứng những yêu cầu nào?,1,5,0.5649176239967346,128438,15
63492,Người nước ngoài đang tạm trú ở Việt Nam thì phải khai báo tạm trú với cơ quan nào?,1,13,0.955193042755127,163864,19
26922,"Quyền đơn phương chấm dứt, tạm hoãn hợp đồng lao động của người lao động mang thai được quy định như thế nào?",1,108,0.8101516962051392,125926,23
