qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
165002,"Thời điểm kê khai tài sản, thu nhập là khi nào?",CONDITION,11,HYPOTHETICAL,0.5735449735449736,12,0.25,3.6575303077697754,1,75796,181088,279667|71659|179363|140094|181088,279667|71659|179363|140094|194238,279667|71659|179363|140094|75796,279667|71659|75796|140094|194238,Luat-Phong-chong-tham-nhung-322049 || Quyet-dinh-742-QD-TCT-2020-Quy-che-phong-chong-tham-nhung-nganh-Thue-514626 ||  || Quyet-dinh-70-QD-TTCP-2021-cong-bo-thu-tuc-hanh-chinh-linh-vuc-phong-chong-tham-nhung-467999 || Thong-tu-40-2011-TT-NHNN-cap-Giay-phep-va-to-chuc-hoat-dong-ngan-hang-133060,5|5|5|4|0,5|5|5|5|3,5|6|5|6|4
143242,Cấp điều độ có quyền điều khiển trong hệ thống điện quốc gia được hiểu như thế nào?,GENERAL_SEMANTIC,18,,0.32380952380952377,7,0.376953125,5.4895124435424805,0,,,212986|257943|263188|150597|189946,257943|212986|150597|189946|263188,212986|257943|150597|189946|263188,189946|150597|257943|212986|217143,Thong-tu-40-2014-TT-BCT-quy-trinh-dieu-do-he-thong-dien-quoc-gia-257251 || Thong-tu-28-2014-TT-BCT-quy-trinh-xu-ly-su-co-trong-he-thong-dien-quoc-gia-250103 || Thong-tu-44-2014-TT-BCT-quy-dinh-quy-trinh-thao-tac-trong-he-thong-dien-quoc-gia-259613 || Quyet-dinh-69-QD-DTDL-2018-Kiem-tra-chuc-danh-tham-gia-dieu-do-van-hanh-he-thong-dien-quoc-gia-39596 || Thong-tu-25-2016-TT-BCT-he-thong-dien-truyen-tai-334019,6|5|3|5|4,6|6|4|6|6,6|6|6|6|6
39130,Chi ngân sách nhà nước thực hiện theo nguyên tắc nào và có thể thực hiện chi ngân sách nhà nước bằng ngoại tệ không?,GENERAL_SEMANTIC,25,NEGATION,0.6272486772486774,13,1.32421875,3.4770021438598633,1,65303,126689,64378|225130|216361|158345|126689,64378|225130|158345|65303|216361,225130|64378|158345|216361|65303,65303|158345|225130|64378|282548,Thong-tu-342-2016-TT-BTC-huong-dan-163-2016-ND-CP-quy-dinh-chi-tiet-Luat-ngan-sach-nha-nuoc-345138 || Luat-ngan-sach-nha-nuoc-nam-2015-281762 || Thong-tu-62-2020-TT-BTC-thanh-toan-khoan-chi-thuong-xuyen-tu-Ngan-sach-qua-Kho-Bac-446115 || Thong-tu-328-2016-TT-BTC-huong-dan-thu-quan-ly-cac-khoan-thu-ngan-sach-nha-nuoc-qua-kho-bac-nha-nuoc || Nghi-dinh-163-2016-ND-CP-huong-dan-Luat-ngan-sach-nha-nuoc-335331,4|5|2|6|3,6|5|5|6|5,6|5|5|6|5
141574,Nguồn vốn của Quỹ hợp tác xã trung ương được sử dụng dựa trên nguyên tắc nào?,GENERAL_SEMANTIC,17,,0.6992063492063492,15,0.2451171875,2.958211660385132,1,40569|6655,170532|22282,138768|280909|170532|22282|83831,138768|280909|83831|40569|170532,138768|280909|40569|83831|6655,112673|138768|159349|27431|40569,Nghi-dinh-45-2021-ND-CP-thanh-lap-to-chuc-hoat-dong-cua-Quy-ho-tro-phat-trien-hop-tac-xa-469454 || Nghi-dinh-37-2023-ND-CP-thanh-lap-to-chuc-hoat-dong-Quy-Ho-tro-nong-dan-570862 || Quyet-dinh-59-2007-QD-BTC-phe-duyet-Dieu-le-to-chuc-hoat-dong-Quy-Ho-tro-phat-trien-hop-tac-xa-53434 || Quyet-dinh-04-2021-QD-TTg-Dieu-le-to-chuc-va-hoat-dong-cua-Quy-Doi-moi-cong-nghe-quoc-gia-464290 || Quyet-dinh-40-2010-QD-TTg-quy-che-mau-quan-ly-su-dung-Quy-phat-trien-dat-105463,5|2|3|4|3,5|2|3|5|3,6|3|5|5|5
37696,Tổ chức có tiến bộ kỹ thuật công nghệ sinh học được công nhận cần thực hiện những trách nhiệm gì?,GENERAL_SEMANTIC,21,,0.5968253968253968,13,0.4765625,4.197661876678467,1,131817,163464,8447|131310|121000|32925|163464,8447|131310|32925|121000|163464,8447|131310|121000|32925|131817,8447|131310|95218|32925|249431,Thong-tu-23-2010-TT-BNNPTNT-cong-nhan-tien-bo-ky-thuat-cong-nghe-sinh-hoc-Nganh-Nong-nghiep-Phat-tri || Thong-tu-04-2018-TT-BNNPTNT-trinh-tu-thu-tuc-cong-nhan-tien-bo-ky-thuat-trong-nong-nghiep-383304 || Luat-Tieu-chuan-va-quy-chuan-ky-thuat-2006-68-2006-QH11-12979 || Thong-tu-03-2014-TT-BKHCN-thanh-lap-van-phong-chi-nhanh-to-chuc-khoa-hoc-cong-nghe-Bo-KHCN-226999 || Thong-tu-18-2019-TT-BKHCN-danh-gia-dich-vu-to-chuc-su-nghiep-cong-lap-linh-vuc-khoa-hoc-433950,5|5|5|3|1,5|5|5|5|1,6|5|5|5|4
81050,Mẫu phiếu yêu cầu đăng ký biện pháp bảo đảm bằng tàu biển được quy định như thế nào? ,PROCEDURE,19,,0.11111111111111127,6,2.7109375,3.3778064250946045,0,,,211431|137481|183078|218610|296890,211431|183078|137481|218610|296890,211431|183078|218610|137481|296890,183078|165780|218610|296890|211431,Thong-tu-01-2019-TT-BTP-huong-dan-mot-so-noi-dung-ve-dang-ky-bien-phap-bao-dam-bang-tau-bay-406494 || Nghi-dinh-99-2022-ND-CP-dang-ky-bien-phap-bao-dam-542323 ||  || Thong-tu-08-2018-TT-BTP-huong-dan-dang-ky-cung-cap-thong-tin-ve-bien-phap-bao-dam-367664 || Nghi-dinh-102-2017-N%c3%90-CP-dang-ky-bien-phap-bao-dam-332648,6|6|5|6|6,6|6|6|6|6,6|6|6|6|6
40924,"Hồ sơ cấp Giấy chứng nhận đăng ký quyền xuất, nhập khẩu của thương nhân nước ngoài không hiện diện tại Việt Nam bao gồm những giấy tờ nào?",PROCEDURE,29,NEGATION,0.6380952380952382,13,0.30078125,4.508949279785156,0,,,240003|244802|222640|177910|69484,240003|244802|222640|177910|69484,240003|244802|222640|69484|177910,240003|244802|222640|187218|259205,Thong-tu-28-2012-TT-BCT-quy-dinh-dang-ky-quyen-xuat-nhap-khau-cua-thuong-nhan-148687 || Nghi-dinh-90-2007-ND-CP-quyen-xuat-nhap-khau-cua-thuong-nhan-nuoc-ngoai-khong-co-hien-dien-tai-Viet- || Thong-tu-38-2015-TT-BTC-thu-tuc-hai-quan-thue-xuat-khau-nhap-khau-quan-ly-thue-hang-xuat-nhap-khau-2 || Nghi-dinh-98-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-hoat-dong-san-xuat-buon-ban-hang-gia-406627 || Nghi-dinh-31-2018-ND-CP-huong-dan-Luat-Quan-ly-ngoai-thuong-ve-xuat-xu-hang-hoa-376559,5|5|4|2|3,6|5|5|2|5,6|6|5|2|6
9438,Trình tự thủ tục và hồ sơ đăng ký sau khi đền bù và yêu cầu mở lối đi ngang qua đất người khác,PROCEDURE,24,HYPOTHETICAL,0.7158730158730159,16,0.15234375,1.6511603593826294,1,107674,183078,59149|113741|236167|67945|183078,59149|236167|107674|113741|67945,59149|113741|107674|236167|67945,107674|81598|132797|90572|236167,Nghi-dinh-181-2004-ND-CP-thi-hanh-Luat-Dat-dai-52514 || Nghi-dinh-43-2014-ND-CP-huong-dan-thi-hanh-Luat-Dat-dai-230680 || Thong-tu-24-2014-TT-BTNMT-ho-so-dia-chinh-236560 ||  || Luat-Dat-dai-2003-13-2003-QH11-51685,5|5|1|2|1,5|5|3|2|5,5|5|5|5|5
140320,Công ty đại chúng mua lại cổ phiếu của chính mình theo yêu cầu của cổ đông thì có bắt buộc phải được Đại hội đồng cổ đông thông qua không?,GENERAL_SEMANTIC,31,NEGATION,0.38015873015873003,8,0.036865234375,3.79084849357605,1,165780,198374,268313|33078|43013|21398|198374,268313|33078|43013|21398|198374,268313|33078|43013|21398|165780,268313|165780|33078|21398|12343,Luat-Chung-khoan-nam-2019-399763 || Thong-tu-99-2020-TT-BTC-huong-dan-hoat-dong-cua-cong-ty-quan-ly-quy-dau-tu-chung-khoan-461198 || Thong-tu-120-2020-TT-BTC-giao-dich-co-phieu-niem-yet-dang-ky-giao-dich-chung-khoan-chung-chi-quy-451 || Luat-Doanh-nghiep-so-59-2020-QH14-427301 || Nghi-dinh-155-2020-ND-CP-huong-dan-Luat-Chung-khoan-461323,5|6|3|5|1,6|6|5|6|5,6|6|5|6|6
4534,"Thẩm quyền xử phạt xử phạt xe chở vật liệu xây dựng làm rơi đất, đá ra đường là ai?",SANCTION,20,,0.5886243386243386,11,0.08203125,3.003044605255127,1,281247|86502,208373|258855,208373|50885|91006|32643|258855,32643|50885|281247|91006|208373,32643|281247|50885|91006|86502,281247|108148|32643|86502|292790,Nghi-dinh-96-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-quan-ly-bao-ve-bien-gioi-quoc-gia-450989 || Nghi-dinh-16-2022-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-ve-xay-dung-502065 || Nghi-dinh-100-2019-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-giao-thong-duong-bo-va-duong-sat-426369 || Nghi-dinh-46-2016-ND-CP-xu-phat-vi-pham-hanh-chinh-giao-thong-duong-bo-duong-sat-288330 || Nghi-dinh-139-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-giao-thong-duong-thuy-noi-dia-499527,2|2|6|5|2,2|4|6|6|4,2|5|6|6|6
81068,Đăng ký thường trú tại chỗ ở mới thì cần phải có những giấy tờ gì?,PROCEDURE,16,,0.5915343915343916,12,0.48046875,3.0331151485443115,1,208990,212132,64367|72265|236791|274899|212132,64367|236791|72265|208990|212132,64367|72265|236791|274899|208990,64367|208990|236791|113741|212132,Nghi-dinh-62-2021-ND-CP-huong-dan-Luat-Cu-tru-473325 || Luat-68-2020-QH14-cu-tru-435315 || Thong-tu-55-2021-TT-BCA-huong-dan-Luat-Cu-tru-466836 || Thong-tu-36-2014-TT-BCA-bieu-mau-su-dung-trong-dang-ky-quan-ly-cu-tru-250026 || Nghi-dinh-49-2021-ND-CP-sua-doi-Nghi-dinh-100-2015-ND-CP-phat-trien-quan-ly-nha-o-xa-hoi-469476,5|5|5|3|0,5|5|5|3|2,5|5|5|6|5
137916,Việc bổ nhiệm CDNN đối với giáo viên được phân công giảng dạy các môn học khác với chuyên ngành được đào tạo thực hiện ra sao?,GENERAL_SEMANTIC,27,,0.7957671957671958,18,1.08984375,2.9593231678009033,0,,,10719|244095|124109|76950|175056,10719|244095|76950|124109|175056,10719|244095|76950|124109|175056,10719|244095|76950|198567|85808,Thong-tu-08-2023-TT-BGDDT-sua-doi-Thong-tu-01-2021-TT-BGDDT-02-2021-TT-BGDDT-514067 ||  ||  || Thong-tu-35-2020-TT-BGDDT-ma-so-tieu-chuan-chuc-danh-vien-chuc-giang-day-trong-truong-cao-dang-45491 || Thong-tu-30-2017-TT-BGDDT-Quy-dinh-tieu-chuan-chuc-danh-nghe-nghiep-giao-vien-du-bi-dai-hoc-369188,4|4|1|2|3,5|5|1|5|3,5|5|1|5|4
167444,Gửi đơn kháng cáo đến cơ quan nào?,PROCEDURE,8,,0.5259259259259259,11,0.1767578125,1.8186097145080566,0,,,160120|46918|102434|300749|187506,160120|102434|46918|300749|187506,160120|102434|46918|300749|187506,102434|160120|231102|46918|104374,Luat-to-tung-hanh-chinh-2015-298372 || Bo-luat-to-tung-hinh-su-2015-296884 || Bo-luat-to-tung-dan-su-2015-296861 || Luat-to-tung-hanh-chinh-2010-115424 || Bo-luat-To-tung-dan-su-2004-24-2004-QH11-52189,5|5|6|3|4,6|6|6|5|6,6|6|6|6|6
47516,Trong và sau phẫu thuật cắt u mi có thể xảy ra những tai biến gì? Cách xử lý như thế nào?,GENERAL_SEMANTIC,22,,0.6767195767195768,13,0.8203125,3.942074775695801,1,190541|94403,282278|116971,270063|202376|45655|282278|116971,270063|202376|94403|190541|282278,270063|202376|190541|45655|94403,270063|190541|94403|88970|302420,Quyet-dinh-3906-QD-BYT-nam-2012-Quy-trinh-ky-thuat-kham-chua-benh-chuyen-nganh-150058 || Quyet-dinh-5732-QD-BYT-2017-ky-thuat-Ngoai-khoa-chuyen-khoa-Phau-thuat-Tim-mach-Long-nguc-370398 || Quyet-dinh-5728-QD-BYT-2017-quy-trinh-ky-thuat-Ngoai-khoa-chuyen-khoa-Chan-thuong-chinh-hinh-370394 || Quyet-dinh-3108-QD-BYT-2015-tai-lieu-chuyen-mon-huong-dan-chan-doan-dieu-tri-benh-Rang-Ham-Mat-28510 || Quyet-dinh-4484-QD-BYT-tai-lieu-huong-dan-quy-trinh-ky-thuat-chuyen-khoa-chan-thuong-chinh-hinh-2016,5|5|3|3|2,5|5|5|5|3,5|5|5|5|5
142210,Liên hiệp hợp tác xã không thông báo cho cơ quan nhà nước khi thay đổi số lượng hợp tác xã thành viên thì có bị xử phạt hay không? ,SANCTION,30,NEGATION|HYPOTHETICAL,0.5214285714285714,11,0.33203125,4.1631855964660645,0,,,186584|287045|141475|13445|98892,186584|287045|13445|98892|141475,186584|287045|13445|98892|141475,186584|287045|114608|98892|13445,Nghi-dinh-122-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-ke-hoach-285024 || Luat-hop-tac-xa-2012-23-2012-QH13-152716 || Thong-tu-03-2014-TT-BKHDT-huong-dan-dang-ky-hop-tac-xa-bao-cao-tinh-hinh-hoat-dong-cua-hop-tac-xa-23 || Nghi-dinh-144-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-an-ninh-an-toan-xa-hoi-425471 || ,6|6|5|2|3,6|6|5|2|6,6|6|5|4|6
77068,Mượn nợ dùng sai mục đích thì có phạm tội chiếm đoạt tài sản?,GENERAL_SEMANTIC,14,,0.683068783068783,14,1.38671875,2.3626227378845215,1,230077,98892,245154|24778|43981|98892|211897,245154|43981|24778|211897|98892,245154|24778|43981|230077|211897,230077|43981|245154|211897|24778,Bo-luat-hinh-su-2015-296661 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 ||  || Quyet-dinh-07-2023-QD-KTNN-Quy-trinh-kiem-toan-vu-viec-co-dau-hieu-tham-nhung-566692,5|5|4|2|1,5|5|5|6|6,6|6|6|6|6
6874,Tiêu chuẩn công nhận đạt chuẩn phổ cập giáo dục tiểu học ở mức độ 3 gồm những nội dung nào?,DIRECT_REF,21,INSTRUMENT,0.6441798941798942,13,0.2734375,3.597151279449463,0,,,27623|293289|256221|263902|63554,27623|256221|263902|293289|63554,27623|293289|263902|256221|63554,27623|263902|256221|102757|219768,Nghi-dinh-20-2014-ND-CP-pho-cap-giao-duc-xoa-mu-chu-224364 || Thong-tu-17-2018-TT-BGDDT-kiem-dinh-chat-luong-giao-duc-va-cong-nhan-dat-chuan-truong-tieu-hoc-36750 || Thong-tu-07-2016-TT-BGDDT-cong-nhan-dat-chuan-pho-cap-giao-duc-xoa-mu-chu-307410 || Thong-tu-44-2014-TT-BGDDT-danh-gia-xep-loai-Cong-dong-hoc-tap-cap-xa-260073 || ,5|6|4|2|1,5|6|5|3|3,5|6|5|5|4
151450,Trường mầm non quốc tế tiếp nhận học sinh Việt Nam như thế nào?,GENERAL_SEMANTIC,14,,0.7063492063492064,15,0.0390625,2.6801459789276123,1,104092,250943,93930|136279|258616|250943|199759,93930|136279|258616|250943|199759,93930|136279|258616|199759|104092,93930|8854|278875|104092|103990,Nghi-dinh-86-2018-ND-CP-quy-dinh-ve-hop-tac-dau-tu-cua-nuoc-ngoai-trong-linh-vuc-giao-duc-337783 || Quyet-dinh-51-2002-QD-BGDDT-chuyen-truong-tiep-nhan-hoc-sinh-hoc-tai-truong-trung-hoc-co-so-pho-thon || Thong-tu-52-2020-TT-BGDDT-Dieu-le-Truong-mam-non-469795 || Luat-giao-duc-2019-367665 || Luat-Giao-duc-2005-38-2005-QH11-2636,5|5|2|2|1,5|5|5|3|2,6|5|5|3|5
38928,Kế hoạch thực hiện quy hoạch gồm những nội dung nào? ,GENERAL_SEMANTIC,11,,0.7743386243386243,17,1.5068359375,3.368314266204834,1,66734,67945,258509|220947|242262|279492|67945,220947|242262|258509|279492|67945,258509|220947|242262|279492|66734,220947|242262|66734|141769|214505,Luat-quy-hoach-322935 || Nghi-dinh-44-2015-ND-CP-quy-hoach-xay-dung-273587 || Nghi-dinh-41-2019-ND-CP-huong-dan-tham-dinh-dieu-chinh-quy-hoach-phat-trien-nang-luong-nguyen-tu-414 || Nghi-dinh-37-2019-ND-CP-huong-dan-Luat-Quy-hoach-374745 || Thong-tu-04-2022-TT-BXD-ho-so-nhiem-vu-do-an-quy-hoach-xay-dung-lien-huyen-do-thi-535376,5|3|1|2|1,5|4|1|5|3,5|5|4|5|3
88800,"Khi thực hiện bản kê khai tài sản, thu nhập cần lưu ý điều gì?",GENERAL_SEMANTIC,15,HYPOTHETICAL,0.584126984126984,11,0.033203125,4.744441986083984,0,,,279667|179363|71659|140094|299073,179363|279667|71659|140094|299073,279667|179363|71659|140094|299073,147039|71659|140094|208153|179363,Luat-Phong-chong-tham-nhung-322049 ||  || Quyet-dinh-742-QD-TCT-2020-Quy-che-phong-chong-tham-nhung-nganh-Thue-514626 || Quyet-dinh-70-QD-TTCP-2021-cong-bo-thu-tuc-hanh-chinh-linh-vuc-phong-chong-tham-nhung-467999 || Quyet-dinh-222-QD-BCT-2022-nang-ngach-cong-chuc-va-cong-tac-can-bo-Bo-Cong-thuong-505064,2|5|5|5|2,5|5|5|5|4,5|5|5|5|4
66952,Nhà nước quy định như thế nào về quản lý công tác dân tộc?,GENERAL_SEMANTIC,14,,0.7063492063492064,15,0.58203125,2.957883358001709,1,121575,137428,34869|288980|130273|187559|137428,288980|130273|34869|187559|121575,34869|288980|130273|187559|121575,130273|121575|84226|288980|136617,Nghi-dinh-05-2011-ND-CP-cong-tac-dan-toc-117534 || Nghi-dinh-66-2022-ND-CP-nhiem-vu-quyen-han-va-co-cau-to-chuc-cua-Uy-ban-Dan-toc-530044 || Nghi-dinh-13-2017-ND-CP-quy-dinh-chuc-nang-nhiem-vu-quyen-han-co-cau-to-chuc-cua-Uy-ban-Dan-toc-3358 || Thong-tu-01-2021-TT-UBDT-chuc-nang-co-quan-chuyen-mon-ve-dan-toc-thuoc-Uy-ban-cap-tinh-493041 || ,5|3|5|2|1,5|5|5|5|2,5|5|5|5|5
8270,Trình tự thực hiện thủ tục chấp thuận thay đổi tên của tổ chức tín dụng phi ngân hàng như thế nào?,PROCEDURE,22,,0.6164021164021165,11,0.2119140625,6.221583843231201,0,,,17396|66196|54752|124296|276267,17396|66196|124296|276267|54752,17396|66196|124296|54752|276267,66196|17396|124296|72196|276267,Thong-tu-25-2017-TT-NHNN-huong-dan-thu-tuc-chap-thuan-thay-doi-to-chuc-tin-dung-phi-ngan-hang-353862 || Quyet-dinh-175-QD-NHNN-2023-cong-bo-thu-tuc-hanh-chinh-thanh-lap-va-hoat-dong-ngan-hang-555091 || Thong-tu-27-2022-TT-NHNN-sua-doi-phan-cap-giai-quyet-thu-tuc-hanh-chinh-thanh-lap-ngan-hang-552183 || Thong-tu-50-2018-TT-NHNN-trinh-tu-thu-tuc-chap-thuan-noi-dung-thay-doi-ngan-hang-thuong-mai-344923 || Thong-tu-10-2018-TT-NHNN-trinh-tu-thu-tuc-chap-thuan-nhung-thay-doi-cua-to-chuc-tai-chinh-vi-mo-3642,6|4|2|4|4,6|5|5|5|5,6|6|6|5|5
43676,"Trách nhiệm của người sử dụng lao động đối với thời giờ làm việc, thời giờ nghỉ ngơi đối với người lao động làm công việc vận hành, sửa chữa hệ thống đường ống phân phối khí và các công trình khí?",GENERAL_SEMANTIC,42,,0.5915343915343916,12,0.61328125,3.1895053386688232,1,143446,274746,118798|245505|175520|208105|274746,118798|245505|208105|175520|143446,118798|245505|175520|208105|143446,118798|208105|245505|175520|143446,Thong-tu-12-2022-TT-BCT-thoi-gio-lam-viec-van-hanh-he-thong-duong-ong-phan-phoi-khi-523519 || Thong-tu-18-2021-TT-BLDTBXH-thoi-gio-lam-viec-doi-voi-cong-viec-san-xuat-co-tinh-thoi-vu-497432 || Thong-tu-24-2015-TT-BCT-thoi-gio-lam-viec-thoi-gio-nghi-ngoi-doi-voi-cong-viec-co-tinh-chat-dac-biet || Nghi-dinh-145-2020-ND-CP-huong-dan-Bo-luat-Lao-dong-ve-dieu-kien-lao-dong-quan-he-lao-dong-459400 || Bo-Luat-lao-dong-2012-142187,6|5|2|4|1,6|5|4|5|5,6|5|4|5|6
56482,Điều kiện đăng ký lưu trú cho người nước ngoài bằng phiếu khai báo tạm trú như thế nào và cơ quan nào có thẩm quyền giải quyết?,PROCEDURE,28,,0.6642857142857144,14,0.46875,1.827520489692688,1,274899,72265,77650|132219|236791|266968|72265,132219|266968|77650|236791|122192,132219|266968|77650|236791|274899,266968|132219|75112|131424|274899, || Thong-tu-53-2016-TT-BCA-cach-thuc-thuc-hien-khai-bao-tiep-nhan-thong-tin-tam-tru-cua-nguoi-nuoc-ngoa || Luat-Nhap-canh-xuat-canh-qua-canh-cu-tru-cua-nguoi-nuoc-ngoai-tai-Viet-Nam-2014-238649 || Thong-tu-55-2021-TT-BCA-huong-dan-Luat-Cu-tru-466836 || Thong-tu-36-2014-TT-BCA-bieu-mau-su-dung-trong-dang-ky-quan-ly-cu-tru-250026,2|4|5|5|1,4|5|5|5|4,5|5|5|5|5
110684,Chương trình đào tạo luật sư phục vụ hội nhập quốc tế được giảng dạy theo những phương pháp nào?,DIRECT_REF,20,INSTRUMENT,0.7843915343915344,17,0.6484375,2.425264358520508,1,191651,225673,84161|260234|5538|291283|225673,84161|5538|260234|225673|291283,84161|5538|191651|291283|260234,5538|191651|84161|66159|131173,Quyet-dinh-1711-QD-BTP-2021-Chuong-trinh-khung-dao-tao-luat-su-phuc-vu-hoi-nhap-quoc-te-494524 || Quyet-dinh-2521-QD-BTP-2022-Chuong-trinh-khung-dao-tao-chung-nghiep-vu-thi-hanh-an-dan-su-548676 || Quyet-dinh-421-QD-BNV-2022-Chuong-trinh-boi-duong-cong-chuc-ngach-chuyen-vien-chinh-516108 || Thong-tu-54-2021-TT-BCA-cong-tac-thoa-thuan-quoc-te-trong-Cong-an-nhan-dan-478730 || Nghi-dinh-113-2014-ND-CP-quan-ly-hop-tac-quoc-te-phap-luat-258739,6|2|2|1|1,6|2|2|2|1,6|4|2|2|1
91976,Chủ tịch Ủy ban nhân dân cấp huyện có quyền xử phạt vi phạm hành chính đối với hành vi của cơ sở y tế không công khai thông tin về mức độ rủi ro về trang thiết bị y tế không?,SANCTION,42,NEGATION,0.7343915343915344,17,0.826171875,2.479449510574341,1,18428|293727,125585|63930,107019|98167|125585|114608|63930,107019|98167|114608|125585|63930,107019|98167|114608|18428|293727,107019|98167|278875|306050|293727,Nghi-dinh-117-2020-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-y-te-398159 || Nghi-dinh-176-2013-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-y-te-213917 || Nghi-dinh-71-2019-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-hoa-chat-vat-lieu-no-cong-nghiep-4 || Nghi-dinh-45-2022-ND-CP-xu-phat-vi-pham-hanh-chinh-linh-vuc-bao-ve-moi-truong-484772 || Nghi-dinh-82-2020-ND-CP-xu-phat-hanh-chinh-linh-vuc-hon-nhan-thi-hanh-an-pha-san-doanh-nghiep-392611,6|5|2|1|0,6|5|3|3|1,6|5|4|4|2
157024,Mức tính tiền chậm nộp và thời gian tính tiền chậm nộp tiền thuế thu nhập doanh nghiệp được quy định thế nào?,GENERAL_SEMANTIC,23,,0.662962962962963,13,0.3837890625,4.650771141052246,1,246534,87086,161949|222640|150183|229377|87086,161949|222640|150183|229377|87086,161949|222640|150183|229377|246534,161949|160381|156358|177389|246534,Luat-quan-ly-thue-2019-387595 || Thong-tu-38-2015-TT-BTC-thu-tuc-hai-quan-thue-xuat-khau-nhap-khau-quan-ly-thue-hang-xuat-nhap-khau-2 || Thong-tu-26-2015-TT-BTC-huong-dan-12-2015-ND-CP-thue-gia-tri-gia-tang-sua-doi-39-2014-TT-BTC-267174 || Thong-tu-130-2016-TT-BTC-huong-dan-100-2016-ND-CP-huong-dan-Luat-Thue-gia-tri-gia-tang-Quan-ly-thue- || Thong-tu-06-2021-TT-BTC-huong-dan-Luat-Quan-ly-thue-quan-ly-thue-doi-voi-hang-hoa-xuat-nhap-khau-464,5|5|3|3|2,5|5|4|5|4,5|5|6|5|5
59330,Thủ tục cấp giấy xác nhận nhân sự của công dân Việt Nam ở nước ngoài gồm những bước nào?,PROCEDURE,20,,0.715873015873016,14,0.52734375,4.644110202789307,0,,,10590|270799|268007|268444|223360,10590|268007|270799|268444|223360,10590|270799|268007|268444|223360,10590|268007|270799|162223|268444,Quyet-dinh-7643-QD-BCA-2021-cong-bo-thu-tuc-hanh-chinh-quan-ly-xuat-nhap-canh-535154 || Nghi-dinh-126-2014-ND-CP-quy-dinh-chi-tiet-mot-so-dieu-bien-phap-thi-hanh-Luat-Hon-nhan-gia-dinh-262 || Nghi-dinh-16-2020-ND-CP-huong-dan-Luat-Quoc-tich-Viet-Nam-433706 || Nghi-dinh-29-2017-ND-CP-dieu-kien-co-so-dao-tao-to-chuc-tuyen-dung-cung-ung-thuyen-vien-hang-hai-327 || Quyet-dinh-1217-QD-BTP-2020-cong-bo-thu-tuc-hanh-chinh-linh-vuc-quoc-tich-444288,4|3|5|1|4,4|5|5|3|4,4|6|6|4|5
103284,Điều chỉnh giấy chứng nhận đăng ký đầu tư trong hoạt động dầu khí khi nhà thầu chuyển quốc tịch công ty được thực hiện theo thủ tục như thế nào?,PROCEDURE,31,HYPOTHETICAL,0.47777777777777775,10,0.8828125,4.496547222137451,1,84570,2113,284664|280879|52555|218546|2113,284664|218546|280879|52555|84570,284664|218546|280879|52555|84570,284664|218546|209532|280879|84570,Nghi-dinh-95-2015-ND-CP-quy-dinh-chi-tiet-mot-so-dieu-cua-Luat-Dau-khi-293321 ||  || Nghi-dinh-124-2017-ND-CP-quy-dinh-ve-dau-tu-ra-nuoc-ngoai-trong-hoat-dong-dau-khi-367381 || Nghi-dinh-118-2015-ND-CP-huong-dan-Luat-dau-tu-281054 || Nghi-dinh-31-2021-ND-CP-huong-dan-Luat-Dau-tu-462291,6|4|6|5|1,6|6|6|5|6,6|6|6|6|6
67768,Căn cứ vào đâu để tính lệ phí trước bạ đối với xe ô tô kinh doanh vận tải hành khách?,GENERAL_SEMANTIC,21,CROSSREF,0.4539682539682539,10,0.091796875,3.8516085147857666,0,,,263085|254787|9871|240397|145084,254787|263085|9871|240397|145084,254787|263085|9871|240397|145084,254787|263085|9871|277210|240397,Nghi-dinh-10-2022-ND-CP-quy-dinh-ve-le-phi-truoc-ba-484768 || Nghi-dinh-140-2016-ND-CP-le-phi-truoc-ba-325345 || Thong-tu-13-2022-TT-BTC-huong-dan-Nghi-dinh-10-2022-ND-CP-le-phi-truoc-ba-496405 || Nghi-dinh-41-2023-ND-CP-muc-thu-le-phi-truoc-ba-o-to-ro-mooc-duoc-san-xuat-lap-rap-trong-nuoc-569029 || Nghi-dinh-70-2020-ND-CP-le-phi-truoc-ba-o-to-san-xuat-lap-rap-trong-nuoc-den-het-nam-2020-446000,6|6|6|3|1,6|6|6|4|4,6|6|6|4|4
