qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
87044,Thuế suất thuế tiêu thụ đặc biệt đối với xăng dầu là bao nhiêu?,GENERAL_SEMANTIC,14,,0.5671957671957673,13,0.013671875,3.013044834136963,1,80245,278114,141958|187813|62074|87239|278114,141958|87239|187813|62074|278114,141958|187813|87239|62074|80245,87239|169300|141958|187813|62074,Luat-thue-tieu-thu-dac-biet-2008-26-2008-QH12-82198 || Luat-Thue-tieu-thu-dac-biet-sua-doi-2014-259732 || Thong-tu-104-2021-TT-BTC-xac-dinh-yeu-to-cau-thanh-trong-cong-thuc-gia-co-so-xang-dau-495547 || Nghi-dinh-108-2015-ND-CP-huong-dan-Luat-Thue-tieu-thu-dac-biet-sua-doi-294252 || Luat-thue-bao-ve-moi-truong-2010-115247,5|5|5|5|1,5|5|6|6|4,6|5|6|6|4
30278,"Để tiếp tục thực hiện Chương trình phục hồi và phát triển kinh tế - xã hội, Chính phủ giao các cơ quan ban ngành những nhiệm vụ gì?",GENERAL_SEMANTIC,28,,0.85,19,0.0146484375,3.46765398979187,1,148246,288451,213418|297470|119090|16548|288451,213418|119090|297470|16548|288451,119090|213418|297470|16548|148246,119090|118975|161441|16548|186125,Nghi-quyet-63-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-4-512643 || Nghi-quyet-25-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-02-506481 || Nghi-quyet-50-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-3-510000 || Nghi-quyet-24-2021-QH15-chu-truong-dau-tu-Chuong-trinh-muc-tieu-quoc-gia-giam-ngheo-ben-vung-484262 || Nghi-quyet-50-NQ-CP-2023-Phien-hop-Chinh-phu-thuong-ky-thang-3-562395,2|3|4|2|1,2|5|4|3|3,5|5|4|3|4
167730,Chế độ phụ cấp đặc thù đối với lực lượng Cảnh vệ thuộc Bộ Quốc phòng áp dụng đối với các đối tượng nào?,GENERAL_SEMANTIC,24,,0.5928571428571429,11,0.0146484375,3.7002973556518555,1,252586,234976,224702|228288|72472|246977|234976,224702|228288|72472|246977|252586,224702|228288|72472|246977|252586,224702|252586|228288|93496|63327,Thong-tu-162-2018-TT-BQP-che-do-phu-cap-dac-thu-doi-voi-luc-luong-Canh-ve-thuoc-Bo-Quoc-phong-399832 || Nghi-dinh-90-2018-ND-CP-huong-dan-Luat-Canh-ve-376625 || Thong-tu-14-2018-TT-BCA-mau-quan-ly-va-su-dung-Giay-bao-ve-dac-biet-cua-luc-luong-Canh-ve-385683 || Luat-Canh-ve-2017-280117 || Nghi-dinh-58-2010-ND-CP-huong-dan-Luat-Dan-quan-tu-ve-106576,6|6|3|3|2,6|6|5|3|5,6|6|5|6|5
150824,Trang phục Thuế Việt Nam cấp cho công chức Thuế do ai có thẩm quyền trang bị?,PROCEDURE,17,,0.8150793650793651,19,0.015625,1.8027441501617432,1,61202|188404,252002|17545,92863|123392|252002|159049|17545,92863|123392|252002|61202|159049,92863|123392|61202|159049|188404,92863|61202|123392|40273|168891,Quyet-dinh-1054-QD-TCT-2021-quan-ly-trang-phuc-va-the-cua-nganh-Thue-479983 || Quyet-dinh-499-QD-TCT-2019-Quy-che-to-chuc-hoat-dong-Truong-Nghiep-vu-Thue-514564 || Quyet-dinh-188-QD-TCHQ-Quy-che-hoat-dong-cong-vu-Hai-quan-Viet-Nam-2017-339091 || Quyet-dinh-41-2018-QD-TTg-quyen-han-va-co-cau-to-chuc-cua-Tong-cuc-Thue-thuoc-Bo-Tai-chinh-395311 || Quyet-dinh-1062-QD-TCHQ-2021-Quy-che-quan-ly-su-dung-trang-phuc-trong-nganh-Hai-quan-470777,5|1|3|1|1,5|2|3|2|3,5|2|4|2|3
61258,"Thực hiện cải cách tiền lương, chính sách BHXH phù hợp với điều kiện đất nước trong giai đoạn 2023-2025?",CONDITION,21,,0.7423280423280423,15,0.015625,3.2401506900787354,1,13927,241314,284539|174741|267593|241314|162235,284539|267593|174741|162235|13927,284539|267593|174741|162235|13927,267593|284539|174741|13927|141738,Nghi-quyet-69-2022-QH15-du-toan-ngan-sach-nha-nuoc-2023-541860 || Chi-thi-12-CT-TTg-2022-xay-dung-ke-hoach-phat-trien-kinh-te-xa-hoi-du-toan-ngan-sach-2023-523074 || Thong-tu-78-2022-TT-BTC-du-toan-ngan-sach-Nha-nuoc-2023-547888 || Thong-tu-47-2022-TT-BTC-huong-dan-xay-dung-du-toan-ngan-sach-va-ke-hoach-tai-chinh-2023-524554 || Nghi-quyet-23-2021-QH15-Ke-hoach-tai-chinh-quoc-gia-vay-tra-no-cong-5-nam-483941,5|4|4|1|3,5|5|5|6|4,5|6|5|6|5
168024,Trường hợp Công an viên mất trong lúc làm nhiệm vụ có tham gia BHXH thì được nhận tiền trợ cấp như thế nào?,GENERAL_SEMANTIC,24,,0.7410052910052911,15,0.015625,2.0614216327667236,1,2309,207907,176541|181804|53519|103601|207907,176541|181804|53519|103601|2309,176541|181804|53519|2309|103601,176541|2309|53519|161158|52327,Nghi-dinh-73-2009-ND-CP-huong-dan-Phap-lenh-Cong-an-xa-94347 || Thong-tu-19-2015-TT-BCA-che-do-huan-luyen-vien-van-dong-vien-hoat-dong-the-duc-the-thao-cong-an-nhan || Thong-tu-lien-tich-05-2012-TTLT-BCA-BLDTBXH-BTC-huong-dan-chinh-sach-si-quan-141078 || Thong-tu-lien-tich-105-2016-TTLT-BQP-BCA-BLDTBXH-huong-dan-Luat-Bao-hiem-xa-hoi-33-2016-ND-CP-330898 || Nghi-dinh-49-2019-ND-CP-huong-dan-Luat-Cong-an-nhan-dan-406963,5|2|4|1|3,5|3|5|4|4,5|5|5|6|5
166328,"Xử phạt đối với hành vi phạt tiền, trừ lương của nhân viên trái quy định pháp luật?",SANCTION,18,,0.7224867724867725,15,0.015625,1.2687981128692627,1,237914|207163,94754|143446,26782|129823|94754|13768|143446,26782|13768|129823|94754|143446,26782|129823|13768|237914|207163,237914|93883|269720|13768|51405,Nghi-dinh-12-2022-ND-CP-xu-phat-vi-pham-hanh-chinh-lao-dong-bao-hiem-nguoi-lam-viec-nuoc-ngoai-47931 || Bo-Luat-lao-dong-2019-333670 || Nghi-dinh-141-2005-ND-CP-quan-ly-lao-dong-Viet-Nam-lam-viec-o-nuoc-ngoai-5460 || Luat-67-2020-QH14-xu-ly-vi-pham-hanh-chinh-sua-doi-373520 || Nghi-dinh-124-2021-ND-CP-sua-doi-Nghi-dinh-115-2018-ND-CP-va-117-2020-ND-CP-499187,6|2|0|0|1,6|2|2|1|1,6|2|5|1|1
141506,Trình tự và thủ tục đăng ký tham gia Giải thưởng xuất khẩu của Thủ tướng Chính phủ được thực hiện thế nào?,PROCEDURE,23,,0.703968253968254,14,0.015625,3.5737879276275635,1,23636|86836,21|213188,101609|167047|167964|21|213188,101609|167047|167964|21|213188,101609|167964|167047|23636|86836,101609|173911|90026|167964|20261,Quyet-dinh-1252-QD-BTM-2007-Quy-che-quy-dinh-trinh-tu-thu-tuc-danh-gia-Giai-thuong-xuat-khau-252912 || Thong-tu-45-2020-TT-BGDDT-Quy-che-xet-tang-Giai-thuong-khoa-hoc-danh-cho-giang-vien-tre-458259 || Quyet-dinh-3699-QD-BNN-CB-Quy-che-dang-ky-chung-nhan-hang-nong-lam-san-Viet-Nam-chat-luong-cao-uy-ti || Quyet-dinh-1376-QD-BYT-nam-2014-Giai-thuong-Thuong-hieu-vang-Thuc-pham-Viet-Nam-230125 || ,6|1|2|0|0,6|3|4|2|3,6|3|4|3|3
10164,Quá trình thiết kế trường dạy nghề cần đảm bảo tuân thủ các quy định chung nào?,GENERAL_SEMANTIC,17,,0.662962962962963,14,0.015625,2.2034027576446533,1,66847,178412,37755|89392|20457|161237|178412,37755|161237|89392|20457|178412,37755|89392|161237|20457|66847,37755|161237|167237|89403|66847, || Luat-Xay-dung-2014-238644 || Thong-tu-06-2022-TT-BLDTBXH-chuong-trinh-boi-duong-nghiep-vu-su-pham-giao-duc-nghe-nghiep-511564 || Thong-tu-02-2023-TT-BXD-huong-dan-hop-dong-xay-dung-557432 || Thong-tu-03-2017-TT-BLDTBXH-ban-hanh-chuong-trinh-tham-dinh-giao-trinh-trinh-do-trung-cap-cao-dang-3,6|5|1|2|1,6|5|3|2|2,6|5|4|5|5
76824,Đại diện người sở hữu trái phiếu có thực hiện các biện pháp xử lý tài sản theo hợp đồng thay cho người sở hữu trái phiếu không?,GENERAL_SEMANTIC,28,NEGATION,0.6550264550264551,14,0.015625,3.566986322402954,1,120244,81598,165780|258477|92296|207772|81598,165780|258477|207772|92296|120244,165780|258477|207772|92296|120244,165780|70436|126546|120244|199374,Nghi-dinh-155-2020-ND-CP-huong-dan-Luat-Chung-khoan-461323 || Nghi-dinh-65-2022-ND-CP-sua-doi-Nghi-dinh-153-2020-ND-CP-chao-ban-giao-dich-trai-phieu-doanh-nghiep- || Thong-tu-10-2016-TT-BTC-the-chap-tai-san-de-bao-dam-cho-khoan-vay-duoc-Chinh-phu-bao-lanh-301916 || Thong-tu-30-2023-TT-BTC-huong-dan-viec-dang-ky-giao-dich-trai-phieu-thi-truong-trong-nuoc-568790 || Nghi-dinh-21-2021-ND-CP-huong-dan-Bo-luat-Dan-su-bao-dam-thuc-hien-nghia-vu-468069,6|2|3|5|1,6|2|4|5|5,6|5|4|5|5
48178,"Sĩ số học sinh, sinh viên vượt quá quy định bị phạt đến 10 triệu đồng?",SANCTION,16,,0.6140211640211641,13,0.015625,2.947587728500366,1,44647,255913,278875|117001|221671|242728|255913,117001|221671|278875|242728|44647,117001|221671|278875|242728|44647,117001|221671|44647|146481|209474,Nghi-dinh-79-2015-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-giao-duc-nghe-nghiep-290383 || Nghi-dinh-88-2022-ND-CP-xu-phat-vi-pham-hanh-chinh-giao-duc-nghe-nghiep-534876 || Nghi-dinh-04-2021-ND-CP-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-giao-duc-450564 || Nghi-dinh-127-2021-ND-CP-sua-doi-Nghi-dinh-04-2021-ND-CP-xu-phat-hanh-chinh-giao-duc-488371 || Thong-tu-17-2017-TT-BLDTBXH-Quy-che-cong-tac-hoc-sinh-sinh-vien-truong-trung-cap-cao-dang-286989,5|5|6|2|1,5|5|6|2|2,5|5|6|5|4
6770,Nội dung chi tiết của đào tạo cấp chứng chỉ chứng nhận chuyên môn về y tế lao động được quy định như thế nào?,GENERAL_SEMANTIC,25,,0.5746031746031746,12,0.015625,3.841254472732544,1,252814,274746,127858|116851|136441|251585|274746,127858|136441|116851|251585|274746,127858|136441|116851|252814|251585,127858|252814|136441|116851|283045,Thong-tu-29-2021-TT-BYT-huong-dan-hoat-dong-dao-tao-chuyen-mon-y-te-lao-dong-498597 ||  || Thong-tu-02-2017-TT-BQP-hoat-dong-huan-luyen-an-toan-ve-sinh-lao-dong-337143 || Thong-tu-33-2018-TT-BGTVT-tieu-chuan-chuc-danh-nhan-vien-duong-sat-truc-tiep-phuc-vu-chay-tau-383598 || Thong-tu-26-2020-TT-BYT-sua-doi-bo-sung-Thong-tu-22-2013-TT-BYT-dao-tao-lien-tuc-cho-can-bo-y-te-460,5|5|5|4|2,5|5|5|4|5,5|5|5|4|6
32778,Có thể ủy quyền cho người khác (đại diện theo ủy quyền) bán nhà đất được không? ,GENERAL_SEMANTIC,17,NEGATION,0.6470899470899472,13,0.01611328125,3.5829248428344727,1,305455,6411,132797|81598|144551|184038|6411,132797|81598|144551|184038|6411,132797|81598|144551|184038|305455,132797|81598|153054|59149|21398,Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Bo-luat-dan-su-2015-296215 ||  ||  || Luat-dat-dai-2013-215836,6|5|4|2|1,6|6|6|3|2,6|6|6|6|6
12968,Vi bằng là gì?,DEFINITION,4,,0.8481481481481481,21,0.01953125,3.246222972869873,1,10719,4644,127073|161167|99335|174171|4644,127073|161167|174171|99335|4644,127073|161167|99335|174171|10719,127073|174171|161167|293727|145302,Nghi-dinh-08-2020-ND-CP-to-chuc-va-hoat-dong-cua-Thua-phat-lai-331814 || Thong-tu-lien-tich-09-2014-TTLT-BTP-TANDTC-VKSNDTC-BTC-huong-dan-thi-diem-Thua-phat-lai-224304 || Quyet-dinh-2885-QD-BYT-2022-tai-lieu-truyen-thong-truc-tiep-cham-soc-suc-khoe-sinh-san-vi-thanh-nien || Thong-tu-05-2020-TT-BTP-huong-dan-Nghi-dinh-08-2020-ND-CP-to-chuc-Thua-phat-lai-453632 || Thong-tu-08-2023-TT-BGDDT-sua-doi-Thong-tu-01-2021-TT-BGDDT-02-2021-TT-BGDDT-514067,5|3|1|1|1,5|3|2|1|1,5|4|2|2|1
39878,Trường phổ thông năng khiếu TDTT có phải xây dựng ký túc xá để hỗ trợ các học sinh có nhu cầu ở nội trú không?,GENERAL_SEMANTIC,26,NEGATION,0.6798941798941799,13,0.01953125,3.7905681133270264,1,28340,199759,173701|179847|101679|104092|199759,173701|179847|101679|104092|199759,173701|179847|101679|104092|28340,173701|222120|28340|179847|44647,Thong-tu-07-2021-TT-BGDDT-Quy-che-to-chuc-hoat-dong-truong-pho-thong-nang-khieu-the-thao-468415 || Nghi-dinh-46-2017-ND-CP-quy-dinh-dieu-kien-dau-tu-hoat-dong-trong-linh-vuc-giao-duc-336219 || Thong-tu-27-2011-TT-BGDDT-Quy-che-cong-tac-hoc-sinh-sinh-vien-noi-tru-125897 || Luat-Giao-duc-2005-38-2005-QH11-2636 || Thong-tu-06-2012-TT-BGDDT-Quy-che-to-chuc-va-hoat-dong-truong-trung-hoc-pho-135402,6|2|5|2|2,6|5|6|3|3,6|6|6|6|4
59904,"Thực hiện đề án hỗ trợ học sinh, sinh viên khởi nghiệp theo các nhiệm vụ và giải pháp như thế nào?",GENERAL_SEMANTIC,22,,0.662962962962963,13,0.01953125,2.6872191429138184,1,93604,173386,248534|52434|79879|173386|95253,248534|52434|79879|173386|93604,248534|52434|79879|93604|95253,248534|257591|79879|52434|93604,Quyet-dinh-1665-QD-TTg-2017-de-an-Ho-tro-hoc-sinh-sinh-vien-khoi-nghiep-den-nam-2025-365846 || Quyet-dinh-619-QD-BGDDT-2022-thuc-hien-Chien-luoc-phat-trien-thanh-nien-nganh-Giao-duc-505693 || Thong-tu-126-2018-TT-BTC-kinh-phi-thuc-hien-De-an-Ho-tro-hoc-sinh-sinh-vien-khoi-nghiep-405667 || Quyet-dinh-844-QD-TTg-de-an-ho-tro-he-sinh-thai-khoi-nghiep-doi-moi-sang-tao-quoc-gia-den-2025-2016- || Nghi-quyet-01-NQLT-CP-BCHTWD-2017-phoi-hop-cua-Chinh-phu-va-Ban-chap-hanh-Trung-uong-Doan-372132,5|3|5|1|2,5|5|5|5|3,5|5|5|5|5
54870,Cách tính mức phụ cấp ưu đãi nghề đối với công chức phục vụ người bệnh gây mê hồi sức hiện nay được quy định như thế nào?,GENERAL_SEMANTIC,28,,0.5333333333333333,13,0.01953125,3.02150559425354,1,53589,140693,189865|215423|165830|140693|235497,189865|165830|215423|235497|140693,189865|165830|215423|235497|53589,189865|165830|53589|89901|235497,Nghi-dinh-56-2011-ND-CP-che-do-phu-cap-uu-dai-theo-nghe-126149 || Thong-tu-lien-tich-02-2012-TTLT-BYT-BNV-BTC-huong-dan-Nghi-dinh-56-2011-ND-CP-134437 || Nghi-dinh-26-2016-ND-CP-tro-phu-cap-cong-vien-chuc-nguoi-lao-dong-co-so-quan-ly-nguoi-nghien-ma-tuy- || Thong-tu-lien-tich-06-2009-TTLT-BKHDT-BNV-BTC-huong-dan-thuc-hien-QD-45-200-che-do-phu-cap-uu-dai-th || Quyet-dinh-132-2006-QD-TTg-che-do-phu-cap-uu-dai-theo-nghe-cong-chuc-vien-chuc-nganh-kiem-lam-bao-ve,5|5|5|1|0,5|5|5|2|3,5|5|5|5|3
108542,Người phạm tội vận chuyển trái phép vũ khí quân dụng được xóa án tích khi nào?,CONDITION,17,HYPOTHETICAL,0.5158730158730158,10,0.021484375,3.380000114440918,1,136247,24778,245154|43981|102434|24778|194863,245154|43981|194863|102434|69560,245154|43981|102434|194863|136247,288833|136247|199484|43981|245154,Bo-luat-hinh-su-2015-296661 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-luat-to-tung-hinh-su-2015-296884 || Bo-luat-To-tung-Hinh-su-2003-19-2003-QH11-51701 || Nghi-quyet-41-2017-QH14-thi-hanh-Bo-luat-Hinh-su-100-2015-QH13-duoc-sua-doi-tai-12-2017-QH14-353900,6|5|5|4|1,6|6|5|5|3,6|6|5|5|3
145386,Người lợi dụng chức vụ phạm tội tha trái pháp luật người bị bắt về tội phạm đặc biệt nghiêm trọng đã chấp hành xong hình phạt tù thì đương nhiên được xóa án tích khi nào?,SANCTION,37,INSTRUMENT|HYPOTHETICAL,0.6256613756613756,12,0.022705078125,5.003678321838379,1,230077,194863,245154|43981|102434|24778|194863,245154|43981|24778|230077|102434,245154|43981|24778|230077|102434,288833|136247|245154|195539|151526,Bo-luat-hinh-su-2015-296661 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 ||  || Bo-luat-to-tung-hinh-su-2015-296884,6|4|5|1|3,6|6|5|6|6,6|6|6|6|6
11582,Khi phẫu thuật PRK điều trị tật lão thị có thể có những biến chứng nào?,GENERAL_SEMANTIC,16,HYPOTHETICAL,0.8206349206349206,16,0.0234375,1.484748363494873,1,303613,238267,270063|88970|49846|258607|238267,270063|49846|88970|258607|190541,270063|88970|49846|258607|303613,270063|303613|271933|158296|291066,Quyet-dinh-3906-QD-BYT-nam-2012-Quy-trinh-ky-thuat-kham-chua-benh-chuyen-nganh-150058 || Thong-tu-50-2022-TT-BTC-huong-dan-Nghi-dinh-119-2015-ND-CP-bao-hiem-bat-buoc-trong-dau-tu-526434 || Thong-tu-lien-tich-28-2013-TTLT-BYT-BLDTBXH-ty-le-ton-thuong-co-the-thuong-tich-benh-tat-benh-nghe-n || Thong-tu-22-2019-TT-BYT-quy-dinh-ty-le-phan-tram-ton-thuong-co-the-su-dung-trong-giam-dinh-phap-y-42 || Thong-tu-15-2016-TT-BYT-benh-nghe-nghiep-duoc-huong-bao-hiem-xa-hoi-319385,5|2|3|2|1,5|4|5|5|1,6|5|5|5|5
4756,"Tính thuế đối với HKD, CNKD nộp thuế theo phương pháp kê khai như thế nào?",GENERAL_SEMANTIC,16,,0.7613756613756614,15,0.0234375,3.5112180709838867,1,264280,222640,177345|161949|288898|105264|222640,177345|288898|161949|105264|264280,177345|288898|105264|161949|264280,177345|36677|181088|264280|288898,Thong-tu-40-2021-TT-BTC-huong-dan-thue-gia-tri-gia-tang-thue-thu-nhap-ca-nhan-477635 || Thong-tu-92-2015-TT-BTC-huong-dan-thue-gia-tri-gia-tang-thue-thu-nhap-ca-nhan-282089 || Nghi-dinh-218-2013-ND-CP-huong-dan-thi-hanh-Luat-thue-thu-nhap-doanh-nghiep-217811 || Luat-quan-ly-thue-2019-387595 || Luat-thue-thu-nhap-doanh-nghiep-2008-66935,5|3|3|4|1,6|3|5|5|4,6|3|5|5|5
101496,Đơn vị đăng kiểm tiến hành kiểm tra phương tiện chuyển đổi tàu biển thành phương tiện thủy nội địa để cấp Giấy chứng nhận an toàn kỹ thuật và bảo vệ môi trường trong thời gian bao lâu?,PROCEDURE,39,,0.6947089947089948,15,0.0234375,4.0854058265686035,1,133631,303863,194788|226588|271580|303863|93869,194788|226588|271580|93869|303863,194788|226588|271580|93869|133631,194788|269005|93869|281112|226588,Thong-tu-48-2015-TT-BGTVT-quy-dinh-ve-dang-kiem-phuong-tien-thuy-noi-dia-292820 || Thong-tu-33-2011-TT-BGTVT-thu-tuc-cap-giay-chung-nhan-chat-luong-an-toan-123555 || Thong-tu-40-2016-TT-BGTVT-dang-kiem-tau-bien-Viet-Nam-334634 || Thong-tu-29-2018-TT-BGTVT-kiem-tra-chat-luong-an-toan-ky-thuat-phuong-tien-giao-thong-duong-sat-3261 || Quyet-dinh-854-QD-BGTVT-2022-cong-bo-thu-tuc-hanh-chinh-linh-vuc-dang-kiem-521795,6|5|2|2|0,6|5|4|3|3,6|5|5|5|5
136056,Cơ quan tổ chức phòng chống tham nhũng trong ngành Thuế cần công khai những nội dung nào?,GENERAL_SEMANTIC,18,,0.6854497354497354,13,0.0234375,2.461016893386841,1,222030,245167,71659|184002|286384|279667|245167,71659|286384|279667|184002|214767,71659|286384|279667|184002|222030,71659|286384|222030|176420|279667,Quyet-dinh-742-QD-TCT-2020-Quy-che-phong-chong-tham-nhung-nganh-Thue-514626 || Quyet-dinh-2282-QD-TCT-2017-quy-che-lam-viec-co-quan-Tong-cuc-Thue-514258 || Luat-Phong-chong-tham-nhung-322049 || Luat-Thuc-hien-dan-chu-o-co-so-nam-2022-546085 || Thong-tu-117-2021-TT-BCA-thuc-hien-dan-chu-trong-thanh-tra-cua-Cong-an-nhan-dan-499131,6|4|3|2|3,6|6|6|5|4,6|6|6|5|4
98794,Doanh nghiệp nào phải nộp và không cần nộp báo cáo tài chính?,GENERAL_SEMANTIC,13,NEGATION,0.6693121693121693,15,0.0234375,2.357438564300537,1,166642,150467,42223|281238|306022|168520|150467,42223|168520|281238|306022|166642,42223|281238|168520|306022|166642,166642|168520|15491|163525|42223,Thong-tu-200-2014-TT-BTC-huong-dan-Che-do-ke-toan-Doanh-nghiep-263599 || Thong-tu-133-2016-TT-BTC-huong-dan-che-do-ke-toan-doanh-nghiep-nho-va-vua-284997 || Thong-tu-132-2018-TT-BTC-huong-dan-Che-do-ke-toan-cho-doanh-nghiep-sieu-nho-401322 || Thong-tu-107-2017-TT-BTC-huong-dan-Che-do-ke-toan-hanh-chinh-su-nghiep-333131 || Thong-tu-so-202-2014-TT-BTC-huong-dan-phuong-phap-lap-trinh-bay-Bao-cao-tai-chinh-hop-nhat-263617,5|6|1|4|0,6|6|1|5|5,6|6|4|5|5
54338,Pháp luật giới hạn số lượng ngoại tệ khi đi nước ngoài như thế nào?,DIRECT_REF,15,INSTRUMENT|HYPOTHETICAL,0.6682539682539683,15,0.0234375,1.3964964151382446,1,197900,105483,17913|193680|165049|274372|105483,17913|193680|274372|165049|197900,17913|197900|165049|193680|274372,197900|32778|274372|235622|17913,Thong-tu-20-2011-TT-NHNN-mua-ban-ngoai-te-tien-mat-ca-nhan-128505 || Thong-tu-07-2012-TT-NHNN-trang-thai-ngoai-te-to-chuc-tin-dung-136532 || Phap-lenh-ngoai-hoi-2005-28-2005-PL-UBTVQH11-8043 || Thong-tu-20-2022-TT-NHNN-huong-dan-hoat-dong-chuyen-tien-mot-chieu-tu-Viet-Nam-ra-nuoc-ngoai-512082 || Thong-tu-15-2011-TT-NHNN-mang-ngoai-te-tien-mat-dong-Viet-Nam-127834,5|1|4|3|5,5|2|5|5|5,5|4|5|5|5
156868,Cần chú ý những nội dung nào khi lập Biên bản kiểm toán dự án đầu tư?,GENERAL_SEMANTIC,17,HYPOTHETICAL,0.6428571428571429,14,0.0234375,2.152269124984741,1,133037,240772,66826|27511|243051|88080|240772,66826|88080|27511|243051|240772,66826|88080|27511|243051|133037,66826|88080|236693|282279|290988,Quyet-dinh-47-QD-KTNN-2021-huong-dan-kiem-toan-du-an-dau-tu-xay-dung-cong-trinh-cua-Kiem-toan-463543 || Quyet-dinh-01-2023-QD-KTNN-He-thong-mau-bieu-ho-so-kiem-toan-550680 || Thong-tu-67-2015-TT-BTC-Chuan-muc-kiem-toan-Viet-Nam-ve-kiem-toan-bao-cao-du-an-hoan-thanh-275072 || Quyet-dinh-158-QD-KTNN-2021-kiem-toan-chuong-trinh-muc-tieu-quoc-gia-cua-Kiem-toan-nha-nuoc-539310 || Quyet-dinh-08-2023-QD-KTNN-Quy-trinh-kiem-toan-cua-Kiem-toan-nha-nuoc-567835,6|2|6|2|1,6|3|6|5|5,6|3|6|6|5
44928,Phí bảo hiểm trách nhiệm nghề nghiệp tư vấn đầu tư xây dựng được xác định như thế nào?,GENERAL_SEMANTIC,19,,0.6166666666666667,13,0.0234375,4.3274312019348145,1,81128,7177,148391|88970|255906|212096|7177,148391|88970|212096|255906|7177,88970|148391|212096|255906|81128,88970|148391|212096|294517|89392,Thong-tu-50-2022-TT-BTC-huong-dan-Nghi-dinh-119-2015-ND-CP-bao-hiem-bat-buoc-trong-dau-tu-526434 || Thong-tu-329-2016-TT-BTC-huong-dan-119-2015-ND-CP-bao-hiem-bat-buoc-trong-dau-tu-xay-dung-300483 || Nghi-dinh-119-2015-ND-CP-quy-dinh-bao-hiem-bat-buoc-trong-hoat-dong-dau-tu-xay-dung-286180 || Nghi-dinh-10-2021-ND-CP-quan-ly-chi-phi-dau-tu-xay-dung-465104 || Thong-tu-08-2016-TT-BXD-huong-dan-hop-dong-tu-van-xay-dung-2016-307460,6|6|2|2|1,6|6|5|2|1,6|6|6|5|3
696,Hơn 90.000 người lao động nông thôn sẽ được đào tạo nghề giai đoạn 2022-2025?,GENERAL_SEMANTIC,17,,0.5185185185185186,13,0.0234375,1.5858782529830933,1,236176,30156,75514|285636|98867|11864|30156,75514|98867|285636|11864|236176,75514|98867|285636|11864|236176,75514|98867|281469|285636|302138,Quyet-dinh-3685-QD-BNN-KTHT-2022-dao-tao-nghe-nong-nghiep-lao-dong-nong-thon-2022-2025-531006 || Nghi-quyet-26-NQ-CP-2023-thuc-hien-Nghi-quyet-19-NQ-TW-nong-nghiep-nong-dan-den-2030-556818 || Thong-tu-17-2022-TT-BLDTBXH-giao-duc-nghe-nghiep-nguoi-lao-dong-chuong-trinh-muc-tieu-quoc-gia-53002 || Quyet-dinh-263-QD-TTg-2022-Chuong-trinh-muc-tieu-quoc-gia-xay-dung-nong-thon-moi-505023 || Thong-tu-05-2022-TT-BNNPTNT-huong-dan-noi-dung-xay-dung-nong-thon-moi-2021-2025-524354,6|5|5|1|1,6|5|5|5|5,6|5|6|6|5
126574,"Khi kết nối Cơ sở dữ liệu quốc gia về dân cư thì cơ quan, tổ chức có được phép lấy các thông tin về đời sống riêng tư, bí mật cá nhân hay không?",CONDITION,35,NEGATION|HYPOTHETICAL,0.2962962962962964,9,0.0234375,3.5355567932128906,1,64367,269190,107707|86639|178955|163224|269190,107707|86639|178955|163224|269190,107707|86639|178955|163224|64367,107707|86639|178955|299883|65054,Thong-tu-46-2022-TT-BCA-ket-noi-thong-tin-giua-Co-so-du-lieu-ve-dan-cu-voi-co-so-du-lieu-quoc-gia-54 || Nghi-dinh-137-2015-ND-CP-huong-dan-Luat-Can-cuoc-cong-dan-282742 ||  || Luat-Can-cuoc-cong-dan-2014-259782 || Nghi-dinh-62-2021-ND-CP-huong-dan-Luat-Cu-tru-473325,5|6|5|5|1,6|6|6|5|6,6|6|6|5|6
