qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
125028,Ai có thẩm quyền thành lập Ban điều hành Quỹ hỗ trợ khắc phục hậu quả bom mìn Việt Nam?,PROCEDURE,20,,0.8425925925925926,20,0.11328125,3.075277805328369,1,86257,91776,128143|299653|208114|142223|91776,128143|299653|208114|142223|86257,128143|208114|299653|142223|86257,128143|187045|206248|22797|142223,Quyet-dinh-356-QD-TTg-nam-2014-thanh-lap-Quy-ho-tro-khac-phuc-hau-qua-bom-min-222794 || Quyet-dinh-665-QD-BNV-2021-cong-nhan-Dieu-le-sua-doi-Quy-Tu-thien-Song-Thu-475796 ||  || Quyet-dinh-107-QD-BNV-2021-cap-Giay-phep-thanh-lap-Dieu-le-Quy-Ngoi-nha-cong-dong-465086 || Thong-tu-04-2021-TT-BTC-huong-dan-bao-hiem-bat-buoc-trach-nhiem-dan-su-cua-chu-xe-co-gioi-454431,5|1|3|1|1,6|3|5|3|1,6|4|6|4|4
47744,"Quy định về việc yêu cầu về nhãn hiệu, xuất xứ hàng hóa ra sao?",GENERAL_SEMANTIC,15,,0.83994708994709,19,0.35546875,3.499478816986084,1,218681,268902,60263|177910|222904|268902|79616,60263|177910|222904|79616|218681,60263|177910|222904|218681|79616,60263|218681|79616|6436|222904,Thong-tu-11-2015-TT-BKHDT-lap-ho-so-yeu-cau-doi-voi-chi-dinh-thau-chao-hang-canh-tranh-294192 || Nghi-dinh-31-2018-ND-CP-huong-dan-Luat-Quan-ly-ngoai-thuong-ve-xuat-xu-hang-hoa-376559 || Luat-So-huu-tri-tue-2005-50-2005-QH11-7022 || Nghi-dinh-111-2021-ND-CP-sua-doi-Nghi-dinh-43-2017-ND-CP-497099 || Nghi-dinh-43-2017-ND-CP-nhan-hang-hoa-346310,4|4|1|2|3,4|6|4|2|5,5|6|6|4|5
396,Ban chấp hành trung ương Hội An toàn và Vệ sinh lao động Việt Nam là cơ quan gì? Số lượng ủy viên Ban chấp hành trung ương Hội do ai ấn định?,GENERAL_SEMANTIC,33,,0.8388888888888889,19,0.662109375,5.473092079162598,0,,,228519|305948|3449|162157|106881,228519|106881|305948|3449|162157,228519|305948|106881|3449|162157,106881|298413|110037|111445|3449,Quyet-dinh-129-2005-QD-BNV-Dieu-le-sua-doi-Hoi-Cap-thoat-nuoc-Viet-Nam-7328 || Quyet-dinh-31-2002-QD-BTCCBCP-phe-duyet-ban-Dieu-le-Hoi-Y-hoc-lao-dong-Viet-Nam-184176 || Quyet-dinh-15-2003-QD-BNV-Dieu-le-Hoi-khoa-hoc-ky-thuat-An-toan-Ve-sinh-lao-dong-184390 || Quyet-dinh-162-QD-BNV-2011-phe-duyet-Dieu-le-sua-doi-bo-sung-Hoi-Dong-y-Viet-Nam-301462 || Quyet-dinh-07-2002-QD-BNV-phe-duyet-ban-Dieu-le-cua-Hoi-Marketing-Viet-Nam-184113,4|2|2|1|4,5|2|3|2|4,5|6|6|3|4
149446,"Tổ xây dựng Báo cáo tổng kết, đánh giá việc thực hiện quy định tại Nghị quyết 30/2021/QH15 trình Quốc hội?",DIRECT_REF,23,INSTRUMENT,0.837037037037037,20,0.3125,2.6804182529449463,1,286014,219651,54848|278880|219651|191812|281802,54848|278880|191812|219651|281802,286014|54848|191812|278880|281802,286014|156500|96838|54371|131817,Nghi-quyet-126-NQ-CP-2022-phien-hop-Chinh-phu-chuyen-de-thang-9-531083 || Quyet-dinh-782-QD-BNV-nam-2018-Quy-che-hoat-dong-To-cong-tac-kiem-tra-cong-vu-383745 || Quyet-dinh-4221-QD-TBYT-2021-Quy-che-lam-viec-Tieu-ban-Y-te-thuoc-Ban-Chi-dao-chong-COVID19-487004 || Nghi-quyet-74-2022-QH15-day-manh-thuc-hien-chinh-sach-thuc-hanh-tiet-kiem-chong-lang-phi-542115 || Quyet-dinh-161-QD-KTNN-quy-trinh-tiep-nhan-giai-quyet-khieu-nai-to-cao-2016-304114,0|1|2|1|1,2|2|2|1|2,3|2|2|4|2
164242,Đối với lĩnh vực y tế Nghị quyết 41/2021/QH15 quy định như thế nào?,DIRECT_REF,16,INSTRUMENT,0.837037037037037,20,0.078125,2.355708122253418,1,88923,41384,193476|41384|234757|27645|207163,193476|27645|234757|41384|207163,88923|193476|234757|27645|207163,88923|27645|69296|39522|98167,Nghi-quyet-41-2021-QH15-hoat-dong-chat-van-tai-ky-hop-thu-2-khoa-XV-495758 || Nghi-quyet-144-NQ-CP-2022-thanh-toan-chi-phi-kham-benh-chua-benh-bao-hiem-y-te-536907 || Luat-kham-benh-chua-benh-nam-2009-98714 || Nghi-dinh-29-2022-ND-CP-huong-dan-Nghi-quyet-12-2021-UBTVQH15-511844 || Nghi-dinh-124-2021-ND-CP-sua-doi-Nghi-dinh-115-2018-ND-CP-va-117-2020-ND-CP-499187,3|2|1|1|1,3|2|4|2|1,4|2|4|2|2
2878,Công việc của Chi cục trưởng thuộc Sở là gì?,DEFINITION,10,,0.8351851851851851,17,0.734375,2.2522239685058594,0,,,22979|6721|123093|195962|142093,22979|123093|195962|142093|6721,22979|123093|195962|142093|6721,195962|22979|142093|123093|266877,Nghi-dinh-107-2020-ND-CP-sua-doi-Nghi-dinh-24-2014-ND-CP-to-chuc-co-quan-chuyen-mon-327884 || Thong-tu-lien-tich-14-2015-TTLT-BNNPTNT-BNV-co-quan-chuyen-mon-ve-nong-nghiep-phat-trien-nong-thon-2 || Nghi-dinh-07-2012-ND-CP-co-quan-duoc-giao-thuc-hien-chuc-nang-thanh-tra-134598 || Nghi-dinh-122-2014-ND-CP-to-chuc-hoat-dong-Thanh-tra-y-te-261577 || Thong-tu-02-2017-TT-BTP-quan-ly-cong-vien-chuc-nguoi-lao-dong-thuoc-he-thong-to-chuc-thi-hanh-an-dan,2|2|3|3|2,3|5|4|3|3,3|5|5|5|5
63810,"Tăng cường quản lý thuế đối với hoạt động kinh doanh thương mại điện tử và xây dựng quy chuẩn, tiêu chuẩn kết nối, chia sẻ dữ liệu tại Chỉ thị mới như thế nào?",DIRECT_REF,35,INSTRUMENT,0.8346560846560847,19,0.125,2.1137983798980713,1,88615,303466,241008|176434|207100|161949|303466,241008|176434|207100|161949|88615,241008|176434|161949|207100|88615,241008|158914|88615|246314|129555,Chi-thi-18-CT-TTg-2023-ket-noi-chia-se-du-lieu-phat-trien-thuong-mai-dien-tu-chong-that-thu-thue-568 ||  || Luat-quan-ly-thue-2019-387595 ||  || Nghi-dinh-119-2018-ND-CP-quy-dinh-ve-hoa-don-dien-tu-khi-ban-hang-hoa-cung-cap-dich-vu-394152,5|2|3|1|1,5|2|4|3|1,5|3|5|4|2
121782,Có đóng bảo hiểm xã hội đối với khoản tiền thưởng kết quả kinh doanh đạt doanh số cho người lao động hay không?,GENERAL_SEMANTIC,24,NEGATION,0.8333333333333334,17,0.1875,1.6077927350997925,1,126324|129823,237840|23402,190257|171570|111323|237840|23402,190257|171570|111323|237840|23402,190257|171570|111323|126324|129823,143446|129823|190257|95942|240117,Thong-tu-59-2015-TT-BLDTBXH-huong-dan-Luat-bao-hiem-xa-hoi-ve-bao-hiem-xa-hoi-bat-buoc-299644 || Thong-tu-111-2013-TT-BTC-Huong-dan-Luat-thue-thu-nhap-ca-nhan-va-Nghi-dinh-65-2013-ND-CP-205356 || Nghi-dinh-65-2013-ND-CP-huong-dan-Luat-thue-thu-nhap-ca-nhan-2007-sua-doi-2012-196609 || Nghi-dinh-143-2018-ND-CP-bao-hiem-xa-hoi-bat-buoc-nguoi-lao-dong-nuoc-ngoai-lam-o-Viet-Nam-346012 || Bo-Luat-lao-dong-2019-333670,4|2|1|1|0,5|4|4|2|2,5|5|5|4|4
162058,Hội có quyền tham gia ý kiến vào các văn bản quy phạm pháp luật không?,DIRECT_REF,16,INSTRUMENT|NEGATION,0.8325396825396826,18,0.1640625,4.853893280029297,0,,,296173|68098|304262|190477|175664,296173|68098|304262|190477|175664,296173|68098|304262|190477|175664,56543|23975|89865|100761|167520,Quyet-dinh-599-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-bo-sung-Hoi-Xuat-ban-173096 || Quyet-dinh-46-QD-BNV-nam-2012-phe-duyet-Dieu-le-Hoi-Kieu-hoc-Viet-Nam-141542 || Nghi-dinh-45-2010-ND-CP-to-chuc-hoat-dong-quan-ly-hoi-104561 || Quyet-dinh-1135-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-bo-sung-Hoi-Giao-luu-170060 || Quyet-dinh-1685-QD-TTg-2021-phe-duyet-Dieu-le-Hoi-Nha-van-Viet-Nam-490525,3|2|2|4|1,3|4|4|4|3,5|5|4|4|5
146572,Đăng ký giao dịch đảm bảo có tốn phí hay không?,PROCEDURE,11,NEGATION,0.8306878306878307,17,0.04931640625,3.932671546936035,1,226123,183078,59149|28706|183078|207772|202936,28706|59149|202936|207772|226123,28706|59149|202936|207772|226123,294187|28706|226123|101752|202936,Thong-tu-202-2016-TT-BTC-phi-trong-linh-vuc-giao-dich-bao-dam-332321 || Nghi-dinh-181-2004-ND-CP-thi-hanh-Luat-Dat-dai-52514 || Nghi-quyet-24-2021-NQ-HDND-phi-le-phi-thuoc-Hoi-dong-nhan-dan-Binh-Dinh-498328 || Thong-tu-10-2016-TT-BTC-the-chap-tai-san-de-bao-dam-cho-khoan-vay-duoc-Chinh-phu-bao-lanh-301916 || Nghi-quyet-03-2020-NQ-HDND-quy-dinh-muc-thu-cac-loai-phi-va-le-phi-tinh-Dak-Lak-448463,3|3|3|3|3,5|5|4|5|5,5|5|5|5|5
158490,Về trách nhiệm trong hợp đồng như thế nào?,GENERAL_SEMANTIC,9,,0.8298941798941799,19,0.55078125,1.7334176301956177,1,90799|51453,132797|282223,220365|81598|195377|132797|282223,81598|220365|195377|282223|132797,220365|81598|90799|51453|195377,90799|51453|221004|81598|282952,Luat-Thuong-mai-2005-36-2005-QH11-2633 || Bo-luat-dan-su-2015-296215 || Thong-tu-15-2022-TT-BKHCN-quan-ly-Chuong-trinh-ho-tro-doanh-nghiep-nang-cao-nang-suat-532445 || Thong-tu-40-2014-TT-BKHCN-nhiem-vu-khoa-hoc-va-cong-nghe-co-y-nghia-quan-trong-275979 || Nghi-dinh-63-2014-ND-CP-huong-dan-Luat-Dau-thau-ve-lua-chon-nha-thau-237481,3|4|0|0|1,5|5|1|1|1,5|5|3|2|1
4378,Nhiệm vụ của Đại hội bất thường Hội Luật quốc tế Việt Nam là gì?,DEFINITION,15,INSTRUMENT,0.8296296296296296,19,0.5595703125,3.2951083183288574,1,229046|2594,190477|229828,128676|167520|296173|190477|229828,128676|296173|167520|190477|229828,128676|167520|296173|229046|2594,237260|248571|229046|287946|104343,Quyet-dinh-770-QD-TTg-2020-phe-duyet-Dieu-le-Hoi-Luat-gia-Viet-Nam-444765 || Quyet-dinh-680-QD-BNV-2021-phe-duyet-Dieu-le-sua-doi-Hoi-Luat-quoc-te-Viet-Nam-476108 || Quyet-dinh-599-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-bo-sung-Hoi-Xuat-ban-173096 || Quyet-dinh-840-QD-BNV-2021-phe-duyet-Dieu-le-Hoi-Bao-ve-quyen-tac-pham-dien-anh-483281 || Quyet-dinh-122-QD-BNV-nam-2014-phe-duyet-Dieu-le-sua-doi-Hoi-Huu-nghi-Viet-Nam-Uzbekistan-224106,5|2|2|1|0,5|3|2|1|1,5|6|2|2|1
84194,Điều kiện trở thành hội viên Hiệp hội Doanh nhân Việt Nam ở nước ngoài là gì?,DEFINITION,17,,0.8296296296296296,19,0.0089111328125,3.651238441467285,1,57743,69410,20307|181387|62869|69410|135848,20307|181387|62869|135848|69410,20307|181387|62869|135848|57743,20307|181387|71721|253943|37921,Quyet-dinh-81-QD-BNV-phe-duyet-Dieu-le-sua-doi-bo-sung-Hiep-hoi-Doanh-nhan-176368 || Quyet-dinh-390-QD-BNV-nam-2010-phe-duyet-Dieu-le-cua-Hiep-hoi-Chu-hang-Viet-Nam-180677 || Quyet-dinh-172-QD-BNV-2015-phe-duyet-Dieu-le-Hiep-hoi-Xuat-khau-lao-dong-Viet-Nam-268652 || Quyet-dinh-514-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-Hiep-hoi-Du-lich-173447 || Quyet-dinh-897-QD-BNV-2022-Dieu-le-sua-doi-Hiep-hoi-Doanh-nghiep-cua-Thuong-binh-539580,5|2|3|2|1,6|2|5|2|4,6|4|5|3|5
64940,Hội viên chính thức Hội doanh nghiệp vừa và nhỏ Việt và Đức bị khai trừ ra khỏi Hội khi nào?,CONDITION,21,HYPOTHETICAL,0.8288359788359788,17,0.951171875,4.098266124725342,1,60889,217263,115130|248571|296173|229046|217263,115130|248571|296173|229046|217263,115130|296173|248571|60889|229046,115130|60889|296173|248571|302631,Quyet-dinh-53-2004-QD-BNV-phe-duyet-dieu-le-hoi-doanh-nghiep-nho-va-vua-Viet-Duc-18590 || Quyet-dinh-599-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-bo-sung-Hoi-Xuat-ban-173096 || Quyet-dinh-762-QD-BNV-nam-2013-phe-duyet-Dieu-le-Hoi-Huu-nghi-Viet-Nam-Duc-199804 || Quyet-dinh-388-QD-BNV-nam-2014-Dieu-le-Hoi-Chien-si-Thanh-co-Quang-Tri-1972-227563 || Quyet-dinh-840-QD-BNV-2021-phe-duyet-Dieu-le-Hoi-Bao-ve-quyen-tac-pham-dien-anh-483281,4|2|2|0|2,4|2|2|3|3,4|5|5|3|5
9602,Bão có phải là sự kiện bất khả kháng không?,GENERAL_SEMANTIC,10,NEGATION,0.8277777777777777,19,0.34228515625,4.186257839202881,1,94751|48456,243124|189944,254670|153299|243124|217143|189944,217143|254670|153299|243124|94751,254670|217143|153299|94751|48456,94751|19533|12918|217143|161984,Quyet-dinh-46-2014-QD-TTg-du-bao-canh-bao-truyen-tin-thien-tai-244616 || Thong-tu-02-2019-TT-BCT-phat-trien-du-an-dien-gio-Hop-dong-mua-ban-dien-mau-cho-du-an-dien-gio-40494 || Quyet-dinh-18-2021-QD-TTg-du-bao-canh-bao-truyen-tin-thien-tai-va-cap-do-rui-ro-thien-tai-471715 || Nghi-quyet-02-2022-NQ-HDTP-huong-dan-Bo-luat-Dan-su-boi-thuong-thiet-hai-ngoai-hop-dong-483799 || Thong-tu-18-2020-TT-BCT-hop-dong-mua-ban-dien-mau-ap-dung-cho-du-an-dien-mat-troi-448189,4|0|4|2|0,4|4|5|3|1,6|4|5|3|3
32794,Thẩm tra hồ sơ pháp lý thực hiện như thế nào?,PROCEDURE,11,,0.826984126984127,19,0.45703125,1.8006911277770996,1,175197,232978,282279|125251|160120|231102|232978,282279|125251|231102|160120|261464,282279|125251|231102|175197|160120,282279|175197|266493|231102|288307,Nghi-dinh-99-2021-ND-CP-quan-ly-thanh-toan-quyet-toan-du-an-su-dung-von-dau-tu-cong-494480 || Nghi-dinh-61-2018-ND-CP-co-che-mot-cua-mot-cua-lien-thong-trong-giai-quyet-thu-tuc-hanh-chinh-357427 || Phap-lenh-03-2022-UBTVQH15-trinh-tu-thu-tuc-quyet-dinh-ap-dung-xu-ly-hanh-chinh-tai-Toa-an-548783 || Quyet-dinh-75-2006-QD-TTg-Quy-che-lam-viec-mau-Uy-ban-nhan-dan-huyen-quan-thi-xa-thanh-pho-thuoc-tin || Luat-to-tung-hanh-chinh-2015-298372,5|2|1|0|2,5|2|1|3|3,5|3|2|3|3
47172,Phồng và giả phồng động mạch chi là gì?,DEFINITION,9,,0.8224867724867725,18,0.38671875,4.008204936981201,0,,,202376|291066|284691|122271|49846,202376|291066|284691|122271|49846,202376|291066|284691|49846|122271,202376|49846|258607|238267|291066,Quyet-dinh-5732-QD-BYT-2017-ky-thuat-Ngoai-khoa-chuyen-khoa-Phau-thuat-Tim-mach-Long-nguc-370398 || Quyet-dinh-2475-QD-BYT-2022-tai-lieu-chuyen-mon-Huong-dan-chan-doan-benh-dong-mach-ngoai-bien-528952 || Thong-tu-39-2018-TT-BYT-thong-nhat-gia-kham-chua-benh-bao-hiem-y-te-giua-benh-vien-cung-hang-401940 || Thong-tu-lien-tich-28-2013-TTLT-BYT-BLDTBXH-ty-le-ton-thuong-co-the-thuong-tich-benh-tat-benh-nghe-n || ,5|3|2|2|1,5|5|5|3|2,5|6|5|3|4
127176,Ban Chấp hành Hiệp hội có những quyền hạn gì?,GENERAL_SEMANTIC,10,,0.8222222222222222,20,0.138671875,2.8933236598968506,1,150938,59396,257552|68073|286624|257785|59396,257552|68073|286624|257785|59396,257552|68073|257785|286624|150938,68073|120448|54870|147907|257552,Quyet-dinh-13-2004-QD-UB-Dieu-le-to-chuc-hoat-dong-Hiep-hoi-doanh-nghiep-Khu-cong-nghiep-thanh-pho-H || Quyet-dinh-54-2004-QD-BNV-phe-duyet-Dieu-le-sua-doi-Hiep-hoi-chan-nuoi-gia-cam-Viet-Nam-17692 || Quyet-dinh-133-2005-QD-BNV-Dieu-le-Hiep-hoi-Quy-tin-dung-nhan-dan-Viet-Nam-7860 || Quyet-dinh-42-QD-BNV-nam-2014-Dieu-le-Hiep-hoi-Nhung-nguoi-lao-dong-sang-tao-VN-219617 || Quyet-dinh-58-2003-QD-BNV-phe-duyet-ban-Dieu-le-sua-doi-cua-Hiep-hoi-Van-tai-oto-Viet-Nam-17332,3|2|1|3|0,3|2|1|4|1,3|2|1|5|1
11582,Khi phẫu thuật PRK điều trị tật lão thị có thể có những biến chứng nào?,GENERAL_SEMANTIC,16,HYPOTHETICAL,0.8206349206349206,16,0.0234375,1.484748363494873,1,303613,238267,270063|88970|49846|258607|238267,270063|49846|88970|258607|190541,270063|88970|49846|258607|303613,270063|303613|271933|158296|291066,Quyet-dinh-3906-QD-BYT-nam-2012-Quy-trinh-ky-thuat-kham-chua-benh-chuyen-nganh-150058 || Thong-tu-50-2022-TT-BTC-huong-dan-Nghi-dinh-119-2015-ND-CP-bao-hiem-bat-buoc-trong-dau-tu-526434 || Thong-tu-lien-tich-28-2013-TTLT-BYT-BLDTBXH-ty-le-ton-thuong-co-the-thuong-tich-benh-tat-benh-nghe-n || Thong-tu-22-2019-TT-BYT-quy-dinh-ty-le-phan-tram-ton-thuong-co-the-su-dung-trong-giam-dinh-phap-y-42 || Thong-tu-15-2016-TT-BYT-benh-nghe-nghiep-duoc-huong-bao-hiem-xa-hoi-319385,5|2|3|2|1,5|4|5|5|1,6|5|5|5|5
124150,"Hồ sơ, thời hạn giải quyết thủ tục thay đổi họ tên như thế nào?",PROCEDURE,15,,0.8187830687830688,16,0.41015625,3.621058225631714,0,,,157168|293796|220347|54752|17396,157168|293796|220347|54752|17396,157168|293796|220347|54752|17396,66196|293796|276267|157168|220347,Luat-Ho-tich-2014-259727 || Quyet-dinh-1872-QD-BTP-2020-cong-bo-thu-tuc-hanh-chinh-linh-vuc-ho-tich-tai-co-quan-dang-ky-ho-tich- || Quyet-dinh-299-QD-BTP-thu-tuc-hanh-chinh-ban-hanh-moi-Ho-tich-co-quan-dang-ky-ho-tich-trong-nuoc-201 || Thong-tu-50-2018-TT-NHNN-trinh-tu-thu-tuc-chap-thuan-noi-dung-thay-doi-ngan-hang-thuong-mai-344923 || Thong-tu-25-2017-TT-NHNN-huong-dan-thu-tuc-chap-thuan-thay-doi-to-chuc-tin-dung-phi-ngan-hang-353862,3|4|3|2|2,5|4|4|2|2,5|5|4|2|2
28154,Yêu cầu quản lý đối với lồng cầu quay số là gì?,DEFINITION,12,,0.8187830687830688,18,0.15625,3.4130570888519287,0,,,261241|282607|128942|273824|128211,261241|282607|128942|273824|128211,261241|282607|128942|273824|128211,261241|79866|273824|102462|182501,Thong-tu-75-2013-TT-BTC-huong-dan-chi-tiet-ve-hoat-dong-kinh-doanh-xo-so-192249 || Thong-tu-22-2021-TT-BTC-thanh-lap-nhiem-vu-quyen-han-cua-Hoi-dong-giam-sat-xo-so-469912 || Thong-tu-36-2019-TT-BTC-huong-dan-hoat-dong-kinh-doanh-xo-so-tu-chon-so-dien-toan-417102 || Thong-tu-12-2014-TT-BGTVT-quan-ly-van-hanh-khai-thac-cau-giao-thong-nong-thon-230294 || ,4|2|5|3|1,4|4|5|4|2,4|6|6|4|2
99068,Thủ tục cấp lại thẻ BHYT online trên Cổng dịch vụ công quốc gia ra sao?,PROCEDURE,16,,0.817989417989418,16,0.30859375,2.0536558628082275,1,121438,243812,265910|178955|137004|37580|243812,265910|137004|178955|37580|121438,265910|137004|178955|37580|121438,137004|256847|265910|178955|217317,Quyet-dinh-62-QD-BYT-2023-cong-bo-thu-tuc-hanh-chinh-linh-vuc-bao-hiem-y-te-550191 || Quyet-dinh-09-2023-QD-TTg-trinh-tu-thu-tuc-cap-va-quan-ly-the-di-lai-doanh-nhan-APEC-562892 ||  || Quyet-dinh-896-QD-BHXH-2021-Danh-muc-dich-vu-cong-truc-tuyen-thu-tuc-hanh-chinh-506998 || Quyet-dinh-50-QD-BHXH-2023-Dang-ky-dong-cap-the-bao-hiem-y-te-tren-Cong-Dich-vu-cong-553797,4|2|2|3|3,5|2|2|5|4,5|2|2|5|6
112680,Thế nào là xăng dầu và giá xăng dầu thế giới?,DEFINITION,11,,0.8177248677248677,17,0.24609375,3.107191562652588,1,141808|87239,209532|173016,165214|169300|209532|284334|173016,165214|169300|284334|209532|141808,165214|169300|284334|141808|87239,165214|169300|150248|87239|141808,Nghi-dinh-83-2014-ND-CP-kinh-doanh-xang-dau-248283 || Nghi-dinh-95-2021-ND-CP-sua-doi-Nghi-dinh-83-2014-ND-CP-465893 ||  ||  || Thong-tu-104-2021-TT-BTC-xac-dinh-yeu-to-cau-thanh-trong-cong-thuc-gia-co-so-xang-dau-495547,5|3|0|0|2,5|6|2|2|4,6|6|3|3|4
16594,Người sản xuất chế biến chè có cần phải được tập huấn kiến thức về vệ sinh an toàn thực phẩm hay không?,GENERAL_SEMANTIC,23,NEGATION,0.8177248677248677,17,1.05859375,3.240976095199585,0,,,37894|133021|232471|5163|204875,133021|37894|204875|232471|5163,133021|232471|204875|37894|5163,204875|110588|92057|5163|133021, || Quyet-dinh-1390-QD-BCT-2020-cau-hoi-kiem-tra-de-xac-nhan-da-tap-huan-ve-an-toan-thuc-pham-448394 || Nghi-dinh-155-2018-ND-CP-sua-doi-quy-dinh-lien-quan-den-dieu-kien-kinh-doanh-thuoc-Bo-Y-te-399829 || Thong-tu-51-2018-TT-BLDTBXH-yeu-cau-ve-nang-luc-ma-nguoi-hoc-phai-dat-duoc-sau-khi-tot-nghiep-422059 || ,4|3|4|3|2,5|3|4|5|3,6|5|5|5|3
80022,Người phụ trách kế toán Quỹ Hỗ trợ Phụ nữ nông thôn Việt Nam do ai có quyền bổ nhiệm?,GENERAL_SEMANTIC,20,,0.8177248677248677,17,0.0546875,3.7816641330718994,1,98859|34535,179849|260505,179849|33450|17711|137618|260505,33450|17711|137618|260505|34535,33450|137618|17711|98859|34535,17711|34535|204597|139722|121889,Quyet-dinh-05-QD-BNV-2019-cap-Giap-phep-thanh-lap-Quy-Ho-tro-phat-trien-sinh-ke-vi-cong-dong-404764 || Quyet-dinh-1208-QD-BNV-2013-Giay-phep-thanh-lap-cong-nhan-Dieu-le-Quy-Xa-hoi-Cong-doan-Giao-thong-va || Quyet-dinh-106-QD-BNV-2021-doi-ten-thanh-Quy-Tu-thien-Cong-doan-giao-thong-Viet-Nam-466304 || Quyet-dinh-487-QD-BNV-2020-cap-Giay-phep-thanh-lap-Dieu-le-Quy-Tu-thien-benh-nhan-ngheo-446730 || Quyet-dinh-1311-QD-BNV-nam-2012-cap-Giay-phep-thanh-lap-cong-nhan-Dieu-le-154213,3|1|3|0|1,6|2|3|1|1,6|4|5|5|4
98716,Chủ tịch Hội Nhà văn Việt Nam do ai có thẩm quyền bầu?,PROCEDURE,13,,0.8177248677248677,18,0.488372802734375,4.317134857177734,1,289546|175800,86787|112443,175664|86787|280367|300856|112443,175664|280367|86787|175800|300856,175664|280367|289546|175800|300856,289546|175800|108916|73231|104343,Quyet-dinh-1685-QD-TTg-2021-phe-duyet-Dieu-le-Hoi-Nha-van-Viet-Nam-490525 || Quyet-dinh-375-QD-TTg-2023-phe-duyet-Dieu-le-Hoi-Nha-bao-Viet-Nam-562841 || Quyet-dinh-499-QD-BNV-2021-phe-duyet-Dieu-le-sua-doi-Hoi-Van-hoc-dan-toc-thieu-so-Viet-Nam-470693 || Quyet-dinh-833-QD-BNV-2021-phe-duyet-Dieu-le-sua-doi-cua-Hoi-Van-nghe-dan-gian-Viet-Nam-483264 || Quyet-dinh-584-QD-TTg-2022-Dieu-le-Lien-hiep-cac-Hoi-Van-hoc-nghe-thuat-Viet-Nam-513129,5|2|1|2|2,5|4|1|2|5,6|6|3|4|5
123370,Chuyển rủi ro trong các trường hợp khác ra sao?,GENERAL_SEMANTIC,10,,0.816931216931217,19,3.06640625,4.297034740447998,1,17784,53758,220365|249670|272614|53758|105901,220365|249670|272614|53758|105901,220365|249670|272614|105901|17784,220365|272614|249670|194124|269556,Luat-Thuong-mai-2005-36-2005-QH11-2633 || Thong-tu-01-2021-TT-NHNN-phat-hanh-ky-phieu-chung-chi-tien-gui-trai-phieu-trong-nuoc-469294 || Cong-uoc-vien-Lien-Hop-quoc-mua-ban-hang-hoa-quoc-te-11-04-1980-90153 || Quyet-dinh-1462-QD-BTC-2022-cong-bo-thu-tuc-hanh-chinh-linh-vuc-Thue-Hai-quan-523437 || Thong-tu-01-2007-TT-BKHCN-Luat-So-huu-tri-tue-so-huu-cong-nghiep-huong-dan-thi-hanh-Nghi-dinh-103-20,5|1|1|1|1,5|1|2|1|1,5|3|2|1|1
125982,Trường hợp dự án đầu tư chia thành từng giai đoạn thì thực hiện như thế nào?,GENERAL_SEMANTIC,17,,0.816931216931217,17,0.17578125,5.050636291503906,1,153353|2113,294152|35296,89392|84570|90118|294152|35296,84570|89392|90118|153353|2113,84570|153353|89392|90118|2113,153353|2113|84570|70193|291564,Nghi-dinh-31-2021-ND-CP-huong-dan-Luat-Dau-tu-462291 ||  || Luat-Xay-dung-2014-238644 || Nghi-dinh-35-2022-ND-CP-quan-ly-khu-cong-nghiep-kinh-te-482305 || Luat-Dau-tu-so-61-2020-QH14-321051,2|1|3|2|1,2|4|3|2|4,5|6|4|5|5
54374,Công chức nhận tiền của người dân sẽ bị xử lý như thế nào?,GENERAL_SEMANTIC,14,,0.8158730158730159,18,0.73828125,1.7536485195159912,1,211897,245154,220359|48031|109796|245154|163290,163290|220359|48031|109796|245154,163290|220359|48031|109796|211897,163290|287466|70835|211897|112036,Nghi-dinh-19-2020-ND-CP-kiem-tra-xu-ly-ky-luat-trong-thi-hanh-phap-luat-ve-xu-ly-vi-pham-hanh-chinh- || Luat-can-bo-cong-chuc-2008-22-2008-QH12-82202 || Nghi-dinh-34-2011-ND-CP-quy-dinh-xu-ly-ky-luat-cong-chuc-124150 || Nghi-dinh-112-2020-ND-CP-xu-ly-ky-luat-can-bo-cong-chuc-vien-chuc-453227 || Quyet-dinh-07-2023-QD-KTNN-Quy-trinh-kiem-toan-vu-viec-co-dau-hieu-tham-nhung-566692,2|4|3|4|2,4|4|4|5|2,4|5|4|5|2
