qid,question,archetype,word_count,active_cues,source_disagreement_at5,source_top5_union_size,ce_margin5_minus6,ce_score_std,rank_to_primary_set_churn,entering,leaving,rank_only_top5,blend015_top5,primary_top5,ce_only_top5,primary_top5_names,primary_support5,primary_support10,primary_support20
87630,Nhân viên vận hành hệ thống điện quốc gia phải báo cáo ngay cho Cấp điều độ có quyền điều khiển những thông tin gì khi máy cắt đường dây 500 kV nhảy sự cố?,GENERAL_SEMANTIC,35,HYPOTHETICAL,0.288888888888889,8,0.0078125,4.622704982757568,0,,,257943|212986|263188|150597|150162,257943|212986|263188|150597|150162,257943|212986|263188|150597|150162,257943|212986|148098|150597|263188,Thong-tu-28-2014-TT-BCT-quy-trinh-xu-ly-su-co-trong-he-thong-dien-quoc-gia-250103 || Thong-tu-40-2014-TT-BCT-quy-trinh-dieu-do-he-thong-dien-quoc-gia-257251 || Thong-tu-25-2016-TT-BCT-he-thong-dien-truyen-tai-334019 || Thong-tu-44-2014-TT-BCT-quy-dinh-quy-trinh-thao-tac-trong-he-thong-dien-quoc-gia-259613 || Thong-tu-39-2015-TT-BCT-he-thong-dien-phan-phoi-296868,6|6|6|6|1,6|6|6|6|6,6|6|6|6|6
99242,Bóng cười có bị cấm sản xuất tại Việt Nam không?,GENERAL_SEMANTIC,11,NEGATION,0.7777777777777778,17,0.0078125,1.2498114109039307,1,259205,126836,201003|126836|69484|7683|208872,69484|201003|7683|208872|126836,69484|208872|201003|7683|259205,101555|69484|259205|208872|220365,Nghi-dinh-98-2020-ND-CP-xu-phat-vi-pham-hanh-chinh-hoat-dong-san-xuat-buon-ban-hang-gia-406627 ||  || Luat-Quang-cao-2012-142541 || Thong-tu-28-2014-TT-BVHTTDL-quan-ly-hoat-dong-mua-ban-hang-hoa-quoc-te-267539 || Nghi-dinh-69-2018-ND-CP-huong-dan-Luat-Quan-ly-ngoai-thuong-382305,1|2|4|3|1,3|4|5|4|2,5|5|5|4|5
84194,Điều kiện trở thành hội viên Hiệp hội Doanh nhân Việt Nam ở nước ngoài là gì?,DEFINITION,17,,0.8296296296296296,19,0.0089111328125,3.651238441467285,1,57743,69410,20307|181387|62869|69410|135848,20307|181387|62869|135848|69410,20307|181387|62869|135848|57743,20307|181387|71721|253943|37921,Quyet-dinh-81-QD-BNV-phe-duyet-Dieu-le-sua-doi-bo-sung-Hiep-hoi-Doanh-nhan-176368 || Quyet-dinh-390-QD-BNV-nam-2010-phe-duyet-Dieu-le-cua-Hiep-hoi-Chu-hang-Viet-Nam-180677 || Quyet-dinh-172-QD-BNV-2015-phe-duyet-Dieu-le-Hiep-hoi-Xuat-khau-lao-dong-Viet-Nam-268652 || Quyet-dinh-514-QD-BNV-nam-2012-phe-duyet-Dieu-le-sua-doi-Hiep-hoi-Du-lich-173447 || Quyet-dinh-897-QD-BNV-2022-Dieu-le-sua-doi-Hiep-hoi-Doanh-nghiep-cua-Thuong-binh-539580,5|2|3|2|1,6|2|5|2|4,6|4|5|3|5
35056,Chất lượng của lựu quả tươi hạng II được quy định như thế nào?,GENERAL_SEMANTIC,14,,0.737037037037037,16,0.009765625,1.8749996423721313,1,48177,289932,235935|17058|161384|242694|289932,235935|17058|161384|242694|289932,235935|17058|161384|48177|242694,297738|146691|190878|279109|61960, ||  ||  ||  || ,6|3|4|0|1,6|4|5|2|5,6|6|5|6|6
42086,Nội dung báo cáo kết quả kiểm định xây dựng?,GENERAL_SEMANTIC,10,,0.6801587301587302,15,0.009765625,3.7765910625457764,1,67734,115126,83081|42262|89392|128471|115126,83081|42262|89392|128471|115126,83081|42262|89392|128471|67734,83081|67734|234609|42262|167359,Thong-tu-10-2021-TT-BXD-huong-dan-Nghi-dinh-06-2021-ND-CP-va-Nghi-dinh-44-2016-ND-CP-486108 || Nghi-dinh-15-2021-ND-CP-huong-dan-mot-so-noi-dung-quan-ly-du-an-dau-tu-xay-dung-466771 || Luat-Xay-dung-2014-238644 || Nghi-dinh-35-2023-ND-CP-sua-doi-cac-Nghi-dinh-thuoc-linh-vuc-quan-ly-nha-nuoc-516212 || Quyet-dinh-2692-QD-BGDDT-2018-quy-dinh-ve-cong-tac-kiem-tra-cua-Bo-Giao-duc-va-Dao-tao-388680,5|2|5|1|1,5|4|5|2|2,5|5|5|4|4
12820,Thu hồi hoàn thuế trong những trường hợp nào?,PROCEDURE,9,,0.6626984126984128,15,0.01171875,2.695887327194214,1,240117,222640,133819|161949|160381|195677|222640,133819|195677|160381|161949|240117,133819|195677|160381|161949|240117,71436|240117|195677|190965|133819,Quyet-dinh-679-QD-TCT-2023-Quy-trinh-hoan-thue-568320 ||  || Thong-tu-80-2021-TT-BTC-huong-dan-Luat-Quan-ly-thue-Nghi-dinh-126-2020-ND-CP-466716 || Luat-quan-ly-thue-2019-387595 || Luat-thue-thu-nhap-ca-nhan-2007-04-2007-QH12-59652,5|4|4|5|1,5|5|5|5|1,5|5|5|5|4
136288,Việc quy hoạch cảng hàng không phải dựa trên những căn cứ nào để thực hiện?,GENERAL_SEMANTIC,16,CROSSREF|NEGATION,0.66005291005291,12,0.01171875,3.2912862300872803,1,258509|239017,20594|288109,214505|61567|11665|20594|288109,214505|11665|61567|20594|258509,214505|61567|11665|258509|239017,11665|214505|258509|292772|305455,Nghi-dinh-05-2021-ND-CP-quan-ly-khai-thac-cang-hang-khong-san-bay-463681 || Luat-hang-khong-dan-dung-Viet-Nam-2006-66-2006-QH11-12983 || Quyet-dinh-648-QD-TTg-2023-phat-trien-he-thong-cang-hang-khong-san-bay-toan-quoc-2021-2030-568857 || Luat-quy-hoach-322935 || Thong-tu-23-2021-TT-BGTVT-lua-chon-nha-dau-tu-cong-trinh-dich-vu-chuyen-nganh-hang-khong-493941,5|5|4|2|2,5|5|5|3|4,5|5|5|5|4
14814,"Ai có thẩm quyền quyết định chủ trương về thanh lý, xử lý trang thiết bị tìm kiếm cứu nạn?",PROCEDURE,20,INSTRUMENT,0.6166666666666667,13,0.01171875,4.008500576019287,1,291209|75590,151530|79032,127335|259504|151530|79032|104903,127335|259504|151530|79032|104903,127335|259504|104903|291209|75590,127335|291209|259504|205761|110243,Quyet-dinh-124-2007-QD-TTg-Quy-che-quan-ly-trang-thiet-bi-tim-kiem-cuu-nan-54005 || Nghi-dinh-30-2017-ND-CP-quy-dinh-to-chuc-hoat-dong-ung-pho-su-co-thien-tai-tim-kiem-cuu-nan-320085 || Quyet-dinh-1281-QD-BGTVT-2018-phan-cap-su-dung-tai-san-cong-tai-cac-co-quan-thuoc-Bo-Giao-thong-3891 || Quyet-dinh-1291-QD-BNN-TCTL-nam-2013-Quy-che-cua-Ban-chi-dao-Tim-kiem-cuu-nan-192681 || Quyet-dinh-51-2015-QD-TTg-to-chuc-tim-kiem-cuu-nan-giao-thong-duong-thuy-noi-dia-293043,6|6|2|3|3,6|6|3|3|3,6|6|3|3|3
159336,Nhà thầu nước ngoài có được thực hiện hoạt động xây dựng tại Việt Nam không?,CONDITION,16,NEGATION,0.6256613756613756,13,0.01171875,3.8315796852111816,0,,,42262|294152|111391|89392|258342,42262|294152|111391|89392|258342,42262|294152|111391|89392|258342,42262|281247|89392|178412|111391,Nghi-dinh-15-2021-ND-CP-huong-dan-mot-so-noi-dung-quan-ly-du-an-dau-tu-xay-dung-466771 || Nghi-dinh-59-2015-ND-CP-quan-ly-du-an-dau-tu-xay-dung-278744 || Nghi-dinh-100-2018-ND-CP-sua-doi-quy-dinh-ve-dieu-kien-dau-tu-kinh-doanh-trong-quan-ly-nha-nuoc-3683 || Luat-Xay-dung-2014-238644 || Nghi-dinh-37-2015-ND-CP-hop-dong-xay-dung-272352,5|6|2|4|1,6|6|5|5|5,6|6|5|5|5
164984,Khi có dự báo xảy ra sự cố thiên tai thì cơ quan nào có trách nhiệm tổ chức và duy trì hoạt động của cơ quan thường trực Phòng chống thiên tai?,PROCEDURE,33,HYPOTHETICAL,0.5716931216931217,11,0.01171875,4.245545387268066,1,191771,22174,259504|237571|243124|224977|22174,259504|237571|243124|224977|22174,259504|237571|243124|224977|191771,259504|110243|153299|254670|89571,Nghi-dinh-30-2017-ND-CP-quy-dinh-to-chuc-hoat-dong-ung-pho-su-co-thien-tai-tim-kiem-cuu-nan-320085 || Quyet-dinh-20-2021-QD-TTg-quan-ly-su-dung-trang-thiet-bi-chuyen-dung-phong-chong-thien-tai-476469 || Luat-phong-chong-thien-tai-nam-2013-197310 || Thong-tu-10-2019-TT-BGTVT-quy-dinh-ve-phong-chong-thien-tai-trong-linh-vuc-hang-hai-408960 || Thong-tu-03-2019-TT-BGTVT-phong-chong-va-khac-phuc-hau-qua-thien-tai-trong-linh-vuc-duong-bo-407515,6|2|4|2|0,6|5|6|5|6,6|5|6|5|6
22946,Việc khám nghiệm tử thi trong vụ án hình sự được quy định như thế nào?,GENERAL_SEMANTIC,16,,0.36825396825396817,8,0.01171875,3.3033058643341064,0,,,102434|194863|261165|120415|81598,102434|194863|120415|261165|81598,102434|194863|261165|120415|81598,102434|120415|81598|94372|117746,Bo-luat-to-tung-hinh-su-2015-296884 || Bo-luat-To-tung-Hinh-su-2003-19-2003-QH11-51701 || Quyet-dinh-111-QD-VKSTC-2020-Quy-che-cong-tac-thuc-hanh-quyen-cong-to-440459 || Thong-tu-lien-tich-01-2022-TTLT-VKSNDTC-TANDTC-BCA-BQP-BLDTBXH-xam-hai-tinh-duc-nguoi-duoi-18-tuoi-5 || Bo-luat-dan-su-2015-296215,6|6|6|3|4,6|6|6|5|4,6|6|6|5|4
24688,Bên ủy quyền và bên được ủy quyền không thể cùng đi công chứng thì phải làm gì?,GENERAL_SEMANTIC,18,NEGATION,0.6444444444444445,15,0.01171875,4.111982822418213,0,,,114415|47546|81598|132797|207476,114415|47546|207476|81598|132797,114415|47546|207476|81598|132797,207476|114415|220347|47546|206088,Luat-Cong-chung-2014-238638 ||  || Thong-tu-01-2021-TT-BTP-huong-dan-Luat-Cong-chung-465909 || Bo-luat-dan-su-2015-296215 || Bo-luat-Dan-su-2005-33-2005-QH11-2463,5|4|1|5|4,5|5|2|5|5,5|5|5|6|5
25174,Hoạt động thanh tra tài nguyên và môi trường gồm những nội dung nào? ,GENERAL_SEMANTIC,14,,0.6880952380952381,15,0.01171875,3.770139217376709,1,67945|303096,193936|136938,131811|72305|117074|193936|136938,131811|117074|72305|193936|303096,131811|117074|72305|67945|303096,131811|117074|303096|81400|184038,Nghi-dinh-35-2009-ND-CP-to-chuc-hoat-dong-Thanh-tra-Tai-nguyen-Moi-truong-86917 || Thong-tu-27-2019-TT-BTNMT-phuong-tien-thiet-bi-ky-thuat-cua-Thanh-tra-tai-nguyen-va-moi-truong-43259 || Luat-Thanh-tra-2022-544688 || Luat-Dat-dai-2003-13-2003-QH11-51685 || Nghi-dinh-08-2022-ND-CP-huong-dan-Luat-Bao-ve-moi-truong-479457,5|3|5|1|2,5|4|5|4|2,5|5|5|5|2
41364,Điều kiện công nhận hoàn thành chương trình trung học của học sinh là gì?,DEFINITION,15,,0.7119047619047619,15,0.01171875,2.559678077697754,1,199119|256444,27623|146513,218445|199759|22825|27623|146513,218445|199759|199119|27623|22825,218445|199759|199119|256444|22825,145718|199119|256444|104092|206812,Quyet-dinh-11-2006-QD-BGD-DT-Quy-che-xet-cong-nhan-tot-nghiep-trung-hoc-co-so-11027 || Luat-giao-duc-2019-367665 || Thong-tu-22-2021-TT-BGDDT-danh-gia-hoc-sinh-trung-hoc-co-so-485242 || Thong-tu-43-2021-TT-BGDDt-danh-gia-hoc-vien-giao-duc-thuong-xuyen-cap-trung-hoc-co-so-499850 || Thong-tu-32-2020-TT-BGDDT-Dieu-le-truong-trung-hoc-co-so-truong-trung-hoc-pho-thong-443627,5|5|1|0|2,5|5|5|2|2,5|5|5|2|5
49818,"Điều kiện về Giấy khen để được tặng ""Bằng khen của Thủ tướng chính phủ"" ra sao?",CONDITION,17,,0.6261904761904762,12,0.01171875,3.8737223148345947,1,274422,231961,85834|261914|295779|167368|231961,85834|261914|295779|167368|192255,85834|261914|295779|167368|274422,261914|274422|85834|192255|106161,Luat-Thi-dua-Khen-thuong-2022-418232 || Nghi-dinh-91-2017-ND-CP-huong-dan-Luat-thi-dua-khen-thuong-315685 || Luat-Thi-dua-Khen-thuong-2003-15-2003-QH11-51686 || Quyet-dinh-2418-QD-BHXH-2020-Quy-che-thi-dua-khen-thuong-cua-Bao-hiem-xa-hoi-Viet-Nam-460813 || Thong-tu-151-2018-TT-BQP-huong-dan-thi-dua-khen-thuong-trong-Quan-doi-nhan-dan-Viet-Nam-399280,5|5|3|2|0,5|6|5|6|4,5|6|5|6|5
52850,Mẫu những giấy tờ sẽ thay thế sổ hộ khẩu giấy được quy định như thế nào?,GENERAL_SEMANTIC,17,,0.5216931216931218,11,0.01171875,2.3032493591308594,0,,,274899|249204|60683|122021|107674,60683|249204|122021|274899|107674,60683|249204|274899|122021|107674,60683|122021|152118|293796|220347,Nghi-dinh-104-2022-ND-CP-sua-doi-Nghi-dinh-nop-xuat-trinh-so-ho-khau-thuc-hien-thu-tuc-hanh-chinh-54 || Thong-tu-04-2020-TT-BTP-huong-dan-Luat-ho-tich-va-Nghi-dinh-123-2015-ND-CP-ve-ho-tich-446237 || Thong-tu-36-2014-TT-BCA-bieu-mau-su-dung-trong-dang-ky-quan-ly-cu-tru-250026 ||  || Thong-tu-24-2014-TT-BTNMT-ho-so-dia-chinh-236560,4|5|5|5|3,5|5|5|5|3,6|5|5|6|6
53834,Điều kiện để chuyển nhượng Condotel là gì?,DEFINITION,8,,0.6603174603174604,15,0.01171875,1.421954870223999,1,85368,113741,287560|168163|223375|184038|113741,287560|168163|223375|184038|305455,287560|168163|223375|184038|85368,85368|2113|287560|6411|168163, || Nghi-dinh-02-2022-ND-CP-huong-dan-Luat-Kinh-doanh-bat-dong-san-2014-484653 || Luat-Kinh-doanh-bat-dong-san-2014-259722 ||  || Nghi-dinh-88-2021-ND-CP-thu-tien-cap-quyen-su-dung-tan-so-vo-tuyen-dien-489892,5|5|5|1|0,5|5|5|2|3,5|5|5|3|3
65880,Người đứng đầu cơ quan cung cấp thông tin bảo đảm các biện pháp kỹ thuật trong việc cung cấp thông tin nhằm mục đích gì?,GENERAL_SEMANTIC,26,,0.6343915343915345,14,0.01171875,4.111263275146484,1,218610,107812,21977|251339|183078|241299|107812,21977|251339|183078|241299|107812,21977|251339|183078|241299|218610,21977|241299|183078|251339|295631,Nghi-dinh-13-2018-ND-CP-huong-dan-Luat-tiep-can-thong-tin-348639 || Luat-tiep-can-thong-tin-2016-280116 || Nghi-dinh-99-2022-ND-CP-dang-ky-bien-phap-bao-dam-542323 ||  || ,6|5|2|3|1,6|5|2|5|2,6|5|5|5|4
66128,Người đứng đầu đơn vị thuộc Bộ Nội vụ vắng mặt tại cuộc họp giao ban hàng tuần của Bộ thì có được ủy nhiệm cho cấp phó dự thay hay không?,CONDITION,32,NEGATION,0.5544973544973545,11,0.01171875,3.089364767074585,0,,,107101|85275|71629|264448|269870,107101|85275|264448|71629|269870,107101|85275|71629|264448|269870,107101|286384|277080|264448|39278,Quyet-dinh-1079-QD-BNV-nam-2012-Quy-che-lam-viec-cua-Bo-Noi-vu-178937 || Quyet-dinh-355-QD-BGDDT-2022-Quy-che-lam-viec-cua-Bo-Giao-duc-va-Dao-tao-501866 || Quyet-dinh-898-QD-BXD-2016-Quy-che-lam-viec-cua-co-quan-Bo-Xay-dung-364308 || Quyet-dinh-2288-QD-BKHCN-2017-Quy-che-lam-viec-cua-Bo-Khoa-hoc-va-Cong-nghe-414996 || Quyet-dinh-2402-QD-BTP-2017-ve-Quy-che-lam-viec-cua-Bo-Tu-phap-369263,6|5|5|4|2,6|5|6|5|4,6|6|6|6|6
66842,Người chưa đủ 18 tuổi có phải chịu trách nhiệm hình sự với hành vi phạm tội mà mình gây ra không?,GENERAL_SEMANTIC,22,NEGATION,0.5134920634920634,10,0.01171875,3.0595903396606445,0,,,245154|24778|43981|147066|102434,245154|24778|43981|147066|102434,245154|24778|43981|147066|102434,24778|245154|147066|43981|261165,Bo-luat-hinh-su-2015-296661 || Bo-Luat-hinh-su-1999-15-1999-QH10-46056 || Luat-sua-doi-Bo-luat-Hinh-su-2017-354053 || Bo-luat-Hinh-su-1985-17-LCT-HDNN7-37003 || Bo-luat-to-tung-hinh-su-2015-296884,6|6|3|4|4,6|6|5|5|6,6|6|5|6|6
68018,"Trường hợp nào thì bị thu hồi, hủy giá trị sử dụng hộ chiếu?",PROCEDURE,14,,0.6391534391534393,13,0.01171875,4.82641077041626,1,268007,206126,52666|77650|244943|206126|132219,52666|77650|244943|132219|206126,52666|244943|77650|132219|268007,52666|244943|132219|268007|305134,Luat-Xuat-canh-nhap-canh-cua-cong-dan-Viet-Nam-2019-402073 || Nghi-dinh-76-2020-ND-CP-huong-dan-doi-tuong-cap-thu-hoi-huy-gia-tri-su-dung-giay-thong-hanh-446497 || Luat-Nhap-canh-xuat-canh-qua-canh-cu-tru-cua-nguoi-nuoc-ngoai-tai-Viet-Nam-2014-238649 ||  || Nghi-dinh-16-2020-ND-CP-huong-dan-Luat-Quoc-tich-Viet-Nam-433706,6|2|5|3|0,6|4|5|3|3,6|6|5|5|5
75114,Có được viết giấy đặt cọc không có công chứng không?,CONDITION,11,NEGATION,0.6775132275132275,15,0.01171875,1.7096054553985596,1,183078,153054,81598|114415|132797|259656|153054,81598|114415|132797|259656|183078,81598|132797|114415|183078|259656,183078|114415|132797|81598|156354,Bo-luat-dan-su-2015-296215 || Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Luat-Cong-chung-2014-238638 || Nghi-dinh-99-2022-ND-CP-dang-ky-bien-phap-bao-dam-542323 || Nghi-dinh-23-2015-ND-CP-cap-chung-thuc-ban-sao-tu-ban-chinh-chung-thuc-chu-ky-266857,4|4|5|1|3,5|4|5|2|5,5|5|5|2|5
85098,Chó nhà có dấu hiệu mắc bệnh Dại thì có bị tiêu hủy không?,GENERAL_SEMANTIC,14,NEGATION,0.45793650793650786,8,0.01171875,3.190812349319458,1,88309,177440,291854|72491|129920|253221|177440,291854|72491|129920|88309|253221,291854|72491|129920|88309|253221,291854|72491|129920|88309|221584,Thong-tu-07-2016-TT-BNNPTNT-phong-chong-dich-benh-dong-vat-tren-can-313499 || Ke-hoach-105-KH-UBND-2022-thuc-hien-Chuong-trinh-quoc-gia-phong-chong-benh-Dai-Ha-Noi-509211 || Luat-thu-y-2015-282384 || Nghi-dinh-90-2017-ND-CP-quy-dinh-xu-phat-vi-pham-hanh-chinh-trong-linh-vuc-thu-y-336190 || Thong-tu-24-2022-TT-BNNPTNT-co-so-vung-an-toan-dich-benh-dong-vat-549293,6|5|5|2|1,6|5|5|6|5,6|5|5|6|6
9884,"Chồng đi lấy vợ mới, nay vợ cũ chết thì người chồng có được hưởng tài sản thừa kế từ vợ cũ không và cha đẻ của người vợ cũ có được hưởng thừa kế không?",CONDITION,36,NEGATION,0.3579365079365079,8,0.01171875,2.136451005935669,0,,,134404|132797|81598|153054|270799,134404|81598|132797|153054|270799,134404|81598|132797|153054|270799,134404|106223|81598|240117|270799,Luat-Hon-nhan-va-gia-dinh-2014-238640 || Bo-luat-dan-su-2015-296215 || Bo-luat-Dan-su-2005-33-2005-QH11-2463 || Bo-luat-Dan-su-1995-44-L-CTN-39391 || Nghi-dinh-126-2014-ND-CP-quy-dinh-chi-tiet-mot-so-dieu-bien-phap-thi-hanh-Luat-Hon-nhan-gia-dinh-262,5|6|6|4|2,6|6|6|6|5,6|6|6|6|5
99788,Quy định điều kiện về thời gian công chức dự thi nâng ngạch kiểm tra viên thuế?,CONDITION,17,,0.4817460317460317,11,0.01171875,3.690237045288086,0,,,162150|222043|58662|215094|42541,162150|222043|215094|58662|42541,162150|222043|58662|215094|42541,162150|222043|215094|261198|208243,Thong-tu-29-2022-TT-BTC-tieu-chuan-chuyen-mon-ngach-cong-chuc-ke-toan-thue-hai-quan-du-tru-517146 || Thong-tu-77-2019-TT-BTC-tieu-chuan-chuyen-mon-nghiep-vu-xep-luong-doi-voi-cong-chuc-ke-toan-428573 || Nghi-dinh-138-2020-ND-CP-tuyen-dung-su-dung-va-quan-ly-cong-chuc-458542 || Nghi-dinh-161-2018-ND-CP-tuyen-dung-su-dung-quan-ly-cong-vien-chuc-thuc-hien-che-do-hop-dong-336803 || Nghi-dinh-43-2023-ND-CP-huong-dan-Luat-Thanh-tra-555032,6|6|5|1|1,6|6|6|3|5,6|6|6|5|5
154506,Giáo viên phải đảm nhiệm cộng tác viên thanh tra khi kiêm nhiệm cộng tác viên thanh tra giáo dục thì được giảm định mức tiết dạy là bao nhiêu? ,GENERAL_SEMANTIC,30,HYPOTHETICAL,0.543915343915344,11,0.013671875,4.070429801940918,0,,,1178|170691|89242|288036|102345,1178|89242|170691|102345|288036,1178|89242|170691|102345|288036,89242|1178|102345|88423|288036,Thong-tu-28-2009-TT-BGDDT-quy-dinh-che-do-lam-viec-giao-vien-pho-thong-96487 || Thong-tu-15-2017-TT-BGDDT-sua-doi-Quy-dinh-che-do-lam-viec-doi-voi-giao-vien-pho-thong-341252 || Thong-tu-54-2012-TT-BGDDT-quy-dinh-cong-tac-vien-thanh-tra-giao-duc-154129 || Thong-tu-48-2011-TT-BGDDT-che-do-lam-viec-giao-vien-mam-non-130933 || Van-ban-hop-nhat-03-VBHN-BGDDT-2017-che-do-lam-viec-doi-voi-giao-vien-pho-thong-355032,6|3|5|3|4,6|5|5|3|6,6|6|6|4|6
87044,Thuế suất thuế tiêu thụ đặc biệt đối với xăng dầu là bao nhiêu?,GENERAL_SEMANTIC,14,,0.5671957671957673,13,0.013671875,3.013044834136963,1,80245,278114,141958|187813|62074|87239|278114,141958|87239|187813|62074|278114,141958|187813|87239|62074|80245,87239|169300|141958|187813|62074,Luat-thue-tieu-thu-dac-biet-2008-26-2008-QH12-82198 || Luat-Thue-tieu-thu-dac-biet-sua-doi-2014-259732 || Thong-tu-104-2021-TT-BTC-xac-dinh-yeu-to-cau-thanh-trong-cong-thuc-gia-co-so-xang-dau-495547 || Nghi-dinh-108-2015-ND-CP-huong-dan-Luat-Thue-tieu-thu-dac-biet-sua-doi-294252 || Luat-thue-bao-ve-moi-truong-2010-115247,5|5|5|5|1,5|5|6|6|4,6|5|6|6|4
167730,Chế độ phụ cấp đặc thù đối với lực lượng Cảnh vệ thuộc Bộ Quốc phòng áp dụng đối với các đối tượng nào?,GENERAL_SEMANTIC,24,,0.5928571428571429,11,0.0146484375,3.7002973556518555,1,252586,234976,224702|228288|72472|246977|234976,224702|228288|72472|246977|252586,224702|228288|72472|246977|252586,224702|252586|228288|93496|63327,Thong-tu-162-2018-TT-BQP-che-do-phu-cap-dac-thu-doi-voi-luc-luong-Canh-ve-thuoc-Bo-Quoc-phong-399832 || Nghi-dinh-90-2018-ND-CP-huong-dan-Luat-Canh-ve-376625 || Thong-tu-14-2018-TT-BCA-mau-quan-ly-va-su-dung-Giay-bao-ve-dac-biet-cua-luc-luong-Canh-ve-385683 || Luat-Canh-ve-2017-280117 || Nghi-dinh-58-2010-ND-CP-huong-dan-Luat-Dan-quan-tu-ve-106576,6|6|3|3|2,6|6|5|3|5,6|6|5|6|5
30278,"Để tiếp tục thực hiện Chương trình phục hồi và phát triển kinh tế - xã hội, Chính phủ giao các cơ quan ban ngành những nhiệm vụ gì?",GENERAL_SEMANTIC,28,,0.85,19,0.0146484375,3.46765398979187,1,148246,288451,213418|297470|119090|16548|288451,213418|119090|297470|16548|288451,119090|213418|297470|16548|148246,119090|118975|161441|16548|186125,Nghi-quyet-63-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-4-512643 || Nghi-quyet-25-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-02-506481 || Nghi-quyet-50-NQ-CP-2022-phien-hop-Chinh-phu-thuong-ky-thang-3-510000 || Nghi-quyet-24-2021-QH15-chu-truong-dau-tu-Chuong-trinh-muc-tieu-quoc-gia-giam-ngheo-ben-vung-484262 || Nghi-quyet-50-NQ-CP-2023-Phien-hop-Chinh-phu-thuong-ky-thang-3-562395,2|3|4|2|1,2|5|4|3|3,5|5|4|3|4
10164,Quá trình thiết kế trường dạy nghề cần đảm bảo tuân thủ các quy định chung nào?,GENERAL_SEMANTIC,17,,0.662962962962963,14,0.015625,2.2034027576446533,1,66847,178412,37755|89392|20457|161237|178412,37755|161237|89392|20457|178412,37755|89392|161237|20457|66847,37755|161237|167237|89403|66847, || Luat-Xay-dung-2014-238644 || Thong-tu-06-2022-TT-BLDTBXH-chuong-trinh-boi-duong-nghiep-vu-su-pham-giao-duc-nghe-nghiep-511564 || Thong-tu-02-2023-TT-BXD-huong-dan-hop-dong-xay-dung-557432 || Thong-tu-03-2017-TT-BLDTBXH-ban-hanh-chuong-trinh-tham-dinh-giao-trinh-trinh-do-trung-cap-cao-dang-3,6|5|1|2|1,6|5|3|2|2,6|5|4|5|5
102726,Mỗi chuyên đề thuộc chương trình đào tạo sơ cấp lý luận chính trị tại Trung tâm do mấy giảng viên đảm nhiệm và ai giám sát việc giảng dạy?,GENERAL_SEMANTIC,30,,0.7420634920634921,16,0.015625,4.053135395050049,0,,,144363|238270|197991|191651|12382,144363|238270|197991|12382|191651,144363|238270|12382|197991|191651,144363|12382|252676|238270|197991,Quyet-dinh-883-QD-BTGTW-2021-Quy-che-boi-duong-cua-Trung-tam-chinh-tri-cap-huyen-496777 || Quyet-dinh-1853-QD-BTGTW-nam-2010-Quy-che-Giang-day-hoc-tap-Trung-tam-boi-duong-chinh-tri-214403 || Quy-dinh-208-QD-TW-2019-chuc-nang-nhiem-vu-to-chuc-bo-may-cua-trung-tam-chinh-tri-cap-huyen-429393 || Huong-dan-so-65-HD-BTGTW-thuc-hien-chuong-trinh-So-cap-ly-luan-chinh-tri-214433 || Quyet-dinh-421-QD-BNV-2022-Chuong-trinh-boi-duong-cong-chuc-ngach-chuyen-vien-chinh-516108,6|4|1|3|2,6|6|1|4|3,6|6|3|5|4
141506,Trình tự và thủ tục đăng ký tham gia Giải thưởng xuất khẩu của Thủ tướng Chính phủ được thực hiện thế nào?,PROCEDURE,23,,0.703968253968254,14,0.015625,3.5737879276275635,1,23636|86836,21|213188,101609|167047|167964|21|213188,101609|167047|167964|21|213188,101609|167964|167047|23636|86836,101609|173911|90026|167964|20261,Quyet-dinh-1252-QD-BTM-2007-Quy-che-quy-dinh-trinh-tu-thu-tuc-danh-gia-Giai-thuong-xuat-khau-252912 || Thong-tu-45-2020-TT-BGDDT-Quy-che-xet-tang-Giai-thuong-khoa-hoc-danh-cho-giang-vien-tre-458259 || Quyet-dinh-3699-QD-BNN-CB-Quy-che-dang-ky-chung-nhan-hang-nong-lam-san-Viet-Nam-chat-luong-cao-uy-ti || Quyet-dinh-1376-QD-BYT-nam-2014-Giai-thuong-Thuong-hieu-vang-Thuc-pham-Viet-Nam-230125 || ,6|1|2|0|0,6|3|4|2|3,6|3|4|3|3
