row_index,qid,question,char_len,word_len,count_dieu,count_khoan,count_diem,count_chuong,count_muc,instrument_luat,instrument_bo_luat,instrument_nghi_dinh,instrument_thong_tu,instrument_quyet_dinh,instrument_nghi_quyet,instrument_phap_lenh,instrument_hien_phap,has_explicit_legal_locator,has_instrument_number,has_year,has_version_cue,has_cross_ref_cue,instrument_type_count,has_numeric_expression,has_entity_hint,archetype
548,146620,"Chỉ thị 16 năm 2023 đặt ra các nhiệm vụ trọng tâm nào để thực hiện phòng ngừa, đấu tranh tội phạm tổ chức đánh bạc và đánh bạc?",127,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,GENERAL_SEMANTIC
549,103006,Xử lý số định danh cá nhân bị sai thông tin như thế nào?,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
550,60592,Tòa án cần liên hệ trước với Bộ Tư pháp để được hướng dẫn về việc lập hồ sơ khi phát sinh yêu cầu ủy thác thu thập chứng cứ cho các quốc gia thực hiện Công ước La hay?,167,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
551,99648,"Quy định về kiểm tra, giám sát và bảo trì giàn giáo và thang?",61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
552,165432,Vùng trời phục vụ cho hoạt động bay đối với tàu bay không người lái được phân chia theo độ cao bay như thế nào?,111,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GENERAL_SEMANTIC
553,138060,Hồ sơ đề nghị chấp thuận tổ chức lại công ty chứng khoán thành công ty trách nhiệm hữu hạn cần những giấy tờ nào?,113,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
554,5424,Giấy chứng nhận đăng ký hoạt động công nhận tổ chức đánh giá sự phù hợp có được cấp lại trong trường hợp bị rách không?,119,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
555,100640,Giám đốc Cảng vụ hàng không được cấp phát trang phục cấp theo niên hạn như thế nào?,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PROCEDURE
556,45226,Khu vực bán vé ở bến xe khách phải tuân thủ những quy định gì?,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
557,149446,"Tổ xây dựng Báo cáo tổng kết, đánh giá việc thực hiện quy định tại Nghị quyết 30/2021/QH15 trình Quốc hội?",106,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,CROSS_REFERENCE
558,95008,Các bước tiến hành phẫu thuật nối thông túi lệ mũi qua đường rạch da như thế nào?,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
559,25582,Việc đăng ký thay đổi tàu biển được thực hiện khi nào?,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
560,50246,Đối tượng và những trường hợp được hoàn thuế giá trị gia tăng?,62,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
561,95876,Sự cố tàu bay là gì?,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEFINITION
562,168416,Thế nào là Công chức Tài chính kế toán cấp xã theo quy định pháp luật hiện nay?,79,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,PROCEDURE
563,101922,Cơ quan nào có quyền tiếp nhận văn bản yêu cầu thẩm định giá tài sản?,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
564,82490,"Nội dung và thời gian huấn luyện, bồi dưỡng nghiệp vụ về phòng cháy chữa cháy được quy định như thế nào?",104,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
565,139308,Đối tượng được vay tái cấp vốn từ ngân hàng nhà nước?,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
566,40866,Xe máy chuyên dùng quân sự được kiểm định ở đâu?,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
567,163228,Nội dung biên bản xử phạt vi phạm hành chính có phải mô tả hành vi vi phạm không?,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
568,97404,Đối tượng nào không chịu thuế giá trị gia tăng theo đề xuất mới nhất?,69,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,CONDITION
569,91230,Công ty ký hợp đồng liên doanh với cá nhân thì có phải nộp thuế thu nhập cá nhân không?,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
570,13472,Phẫu thuật điều trị khớp giả xương thuyền bằng mảnh ghép xương cuống mạch liền chỉ định cho trường hợp nào?,107,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELIGIBILITY
571,27372,Có xóa tên Đảng viên nếu Đảng viên không đóng Đảng phí ba tháng trong năm không?,80,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
572,38462,Kế hoạch kiểm tra công tác thi hành án dân sự trong quân đội được xác lập dựa trên căn cứ nào?,94,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GENERAL_SEMANTIC
573,150922,Viên chức chưa xếp bậc lương cuối cùng trong chức danh nhưng có thông báo nghỉ hưu thì có được nâng bậc lương trước thời hạn không?,131,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
574,29370,"Cán bộ, công chức chấp hành quyết định trái pháp luật theo lệnh cấp trên thì có phải chịu trách nhiệm không?",108,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,PROCEDURE
575,95522,Sát hạch kỹ năng dừng tàu với thí sinh sát hạch thực hành lái tàu trên đường sắt chuyên dùng có những nội dung gì?,114,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
576,121576,Thời hạn cấp thẻ bảo hiểm y tế cho trẻ sơ sinh là bao lâu?,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
577,127176,Ban Chấp hành Hiệp hội có những quyền hạn gì?,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
578,102180,"Hồ sơ trình cấp có thẩm quyền và thời gian quyết định chủ trương đầu tư chương trình, dự án đầu tư công nhóm B, nhóm C",118,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,PROCEDURE
579,40980,"Tiêu chuẩn trong tiêu chí mục tiêu, quản lý và tài chính trong kiểm định chất lượng giáo dục nghề nghiệp đối với cơ sở đào tạo trình độ cao đẳng được xem là đạt yêu cầu khi nào?",177,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
580,108152,Người bị khiếu nại trong thi hành án dân sự có những quyền và nghĩa vụ gì?,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
581,1736,Trên chứng minh quân nhân chuyên nghiệp phải thể hiện được những thông tin nào?,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
582,121144,Người bệnh được chỉ định phẫu thuật tổn thương gân cơ chày sau khi nào?,71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
583,150702,"Người sử dụng lao động có trách nhiệm gì trong việc bồi dưỡng, nâng cao tay nghề cho người lao động?",100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
584,6028,"Hệ thống chỉ tiêu thống kê cấp tỉnh, cấp huyện, cấp xã có hình thành hệ thống thông tin thống kê quốc gia không?",112,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
585,116936,Mở quầy thuốc để kinh doanh có cần phải được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược không?,100,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
586,167448,Có bắt buộc phải thông báo cho cơ quan lao động khi làm thêm giờ không?,71,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
587,120720,Cách thức thực hiện thủ tục giải quyết hưởng chế độ bệnh nghề nghiệp do bệnh tật tái phát như thế nào?,102,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
588,42086,Nội dung báo cáo kết quả kiểm định xây dựng?,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
589,73634,"Thời hạn gửi báo cáo tình hình xây dựng, quản lý, sử dụng nghĩa trang và cơ sở hỏa táng của Ủy ban nhân dân cấp tỉnh là khi nào?",128,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
590,162910,Khi vận hành Trang thông tin điện tử đấu giá trực tuyến thì tổ chức đấu giá có trách nhiệm gì?,94,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
591,116988,"Đánh giá kết quả học tập và rèn luyện của học sinh cấp 2, cấp 3 như thế nào?",76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PROCEDURE
592,140134,Quyền và nghĩa vụ của doanh nghiệp bảo hiểm bắt buộc trong đầu tư xây dựng được quy định như thế nào?,101,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
593,122514,Các chương trình hành động tiểu vùng chống sa mạc hóa tại các khu vực thuộc Châu Phi sẽ tập trung vào các vấn đề nào?,117,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
594,25070,Nghỉ ốm 5 ngày (có giấy ra viện) thì chế độ hưởng ốm đau sẽ được những gì?,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GENERAL_SEMANTIC
595,81362,Bổ sung quy định quỹ hỗ trợ khi Nhà nước thu hồi đất do Ủy ban nhân dân cấp tỉnh thành lập?,91,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PROCEDURE
596,50508,Khi nào thì người tham gia đấu giá được xem trực tiếp tài sản nhà nước trong Bộ Quốc phòng được đấu giá?,104,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
597,20584,Đề án thành lập quỹ tín dụng nhân dân được Hội nghị thành lập thông qua phải có những nội dung rõ ràng nào?,107,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
598,15154,Tổng cục Hải quan tổ chức cung cấp thông tin định kỳ cho báo chí thông qua những hình thức nào?,95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
599,31264,Sĩ quan quân đội được thăng hoặc giáng cấp bậc quân hàm sĩ quan mỗi lần được bao nhiêu bậc?,91,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
600,39564,Mức hưởng trợ cấp phục vụ do suy giảm khả năng lao động là bao nhiêu theo quy định hiện nay?,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PROCEDURE
601,69892,Có được ngăn cản việc kiểm soát của các cơ quan quản lý nhà nước chuyên ngành tại cửa khẩu không?,97,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
602,78504,Mẫu đề nghị chuyển nơi hưởng trợ cấp thất nghiệp của người lao động đang hưởng trợ cấp thất nghiệp?,99,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
603,58952,"Thủ tục nhận chăm sóc, nuôi dưỡng trẻ 10 tuổi mồ côi bố mẹ như thế nào?",71,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PROCEDURE
604,55762,Trình tự thủ tục làm giấy khai sinh cho con gồm những gì?,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
605,7454,Thành phần Hội đồng tuyển sinh của trường trung cấp nghề gồm những ai?,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
606,61948,"Phụ lục tiêu chí, tiêu chuẩn chất lượng dịch vụ chỉnh lý tài liệu lưu trữ nền giấy và thu thập tài liệu lưu trữ ra sao?",119,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
607,75610,Trường hợp nào được miễn đào tạo nghề công chứng?,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELIGIBILITY
608,134664,Điều kiện chung tách thửa đất trên địa bàn tỉnh Long An,55,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
609,166724,Tài khoản định danh cho người dùng tại Cơ quan Bộ Tài chính được cấp trong bao lâu?,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
610,148622,"Trong thời gian tạm ngừng hoạt động kinh doanh, cá nhân kinh doanh phải tuân thủ quy định nào?",94,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
611,70766,"Thủ tục đăng ký thay đổi, sửa chữa sai sót nội dung biện pháp bảo đảm đã đăng ký",80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
612,31260,Trong công tác phòng chống rửa tiền thì danh sách cá nhân nước ngoài có ảnh hưởng chính trị được cung cấp như thế nào?,118,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
613,58578,Thời gian gửi văn bản sửa đổi hồ sơ mời thầu đến các nhà thầu như thế nào?,74,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PROCEDURE
614,137116,Để được thành lập thư viện tư nhân có phục vụ cộng đồng cần đáp ứng những điều gì?,82,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
615,155644,Nội dung phổ biến kiến thức quốc phòng và an ninh cho toàn dân như thế nào?,75,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
616,160784,Chẩn đoán bệnh cúm lợn bằng phản ứng ngăn trở ngưng kết hồng cầu chuột lang như thế nào?,88,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
617,75316,Những trường hợp nào sẽ xóa đăng ký tạm trú?,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
618,129756,Học ngành kế toán hành chính sự nghiệp trình độ cao đẳng thì khi tốt nghiệp có thể làm công việc nào?,101,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
619,153236,Người đứng đầu Ủy ban Chứng khoán Nhà nước cần đáp ứng tiêu chuẩn gì về năng lực và uy tín?,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
620,72916,Phí công chứng bao gồm những mức phí nào?,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUMERICAL_THRESHOLD
621,118604,Báo cáo kết quả thực hiện nhiệm vụ của thành viên Đoàn thanh tra chuyên ngành ngân hàng bao gồm những nội dung nào?,115,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
622,52614,Hạ sĩ quan quân đội có thể đăng ký khám chữa bệnh bảo hiểm y tế lần đầu tại các cơ sở khám chữa bệnh nào?,105,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
623,153572,"Đặt vó đánh bắt cá trên sông gây cản trở hoạt động di chuyển của tàu, thuyền bị xử phạt bao nhiêu tiền?",103,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
624,124950,Ban thẩm tra tư cách đại biểu Đại hội Đảng được quy định như thế nào?,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
625,95246,Hội viên chính thức Hội Bảo vệ quyền trẻ em Việt Nam có những quyền hạn nào?,76,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
626,154026,"Quy định về tư cách hợp lệ của nhà thầu, nhà đầu tư",51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
627,33256,Phương thức thực hiện ký quỹ bảo vệ môi trường khi nhập khẩu phế liệu từ nước ngoài làm nguyên liệu sản xuất?,109,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
628,50340,Người có hành vi gây tổn thương cơ thể cho người khác bằng axit thì có thể bị xử phạt về tội gì?,96,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SANCTION
629,144920,"Có 3 người con đều là liệt sĩ, vậy có đủ điều kiện để truy tặng danh hiệu “Bà mẹ Việt Nam anh hùng” không?",106,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CONDITION
630,133758,Chứng minh trong vụ án dân sự về bảo vệ quyền lợi người tiêu dùng được thực hiện như thế nào?,93,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
631,90780,Vụ Kế hoạch Tài chính thuộc Bộ Y tế có nhiệm vụ và quyền hạn gì trong công tác quản lý phương thức chi trả chi phí dịch vụ y tế?,128,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
632,86908,Điều kiện của người lái xe tham gia giao thông là gì?,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
633,81870,Có thể chọn một thành viên cơ quan đại diện ngoại giao để làm người đứng đầu cơ quan đại diện tạm thời không?,109,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
634,66824,Cơ quan nào có thẩm quyền ra quyết định hủy phán quyết trọng tài?,65,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,GENERAL_SEMANTIC
635,31930,Hồ sơ đề nghị chấp thuận đổi tên của tổ chức tín dụng phi ngân hàng bao gồm những gì?,85,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
636,53280,Được phép bổ nhiệm bao nhiêu Phó Tổng giám đốc Tổng công ty lương thực miền Bắc?,80,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
637,143948,"Hồ sơ, thủ tục công nhận liệt sĩ đối với phi công Phòng không Không quân hy sinh trong thực hiện nhiệm vụ?",106,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
638,75296,Để thăng hạng kỹ thuận lên phi công giảng viên bay quân sự cấp 3 thì cần phải đáp ứng được những tiêu chuẩn nào?,112,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,PROCEDURE
639,61686,Cơ sở giáo dục khi thực hiện nhiệm vụ giáo dục thường xuyên thì có cần phải công khai danh sách báo cáo viên hay không?,119,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
640,148580,Người sử dụng lao động có được đơn phương chấm dứt hợp đồng lao động khi người lao động mang thai không?,104,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONDITION
641,150800,Mẫu sơ yếu lý lịch của người tham dự sát hạch kiểm định viên giáo dục đại học và cao đẳng sư phạm mới nhất hiện nay?,116,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GENERAL_SEMANTIC
642,98328,Lệ phí trước bạ đối với xe ô tô cũ dưới 9 chỗ được quy định như thế nào?,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GENERAL_SEMANTIC
643,28704,Cơ quan nào có trách nhiệm xác minh nơi cư trú của người sử dụng trái phép chất ma túy?,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
644,155626,Hòa giải viên lao động là ai?,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
645,164006,Ai có quyền bổ nhiệm Kiểm tra viên Viện kiểm sát nhân dân?,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
646,97834,Ban Tổ chức Hội thi giáo viên dạy giỏi trung cấp chuyên nghiệp gồm có những thành viên nào?,91,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
647,166834,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho hộ gia đình, cá nhân đang sử dụng đất mà không có giấy tờ về quyền sử dụng đất",173,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
648,131616,"Cơ sở khám bệnh, chữa bệnh tư nhân có nhận khám bảo hiểm y tế không?",68,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
649,123234,Ban đánh giá công tác học sinh sinh viên trường cao đẳng tiến hành tự đánh giá dựa trên những tiêu chí nào?,107,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
650,7294,Hội đồng quản lý trong tổ chức khoa học và công nghệ công lập có những thành viên nào?,86,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
651,153446,Viên chức có được nhận tiền trợ cấp thất nghiệp không?,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
652,51750,Thân nhân của người có công với cách mạng được hưởng các chính sách theo nguyên tắc gì?,87,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ELIGIBILITY
653,118252,Trưởng đoàn thanh tra chuyên ngành cấp sở có quyền xử phạt tổ chức kinh doanh hoạt động thể thao không làm thủ tục cấp lại Giấy chứng nhận đủ điều kiện kinh doanh không?,169,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SANCTION
654,83056,Chủ doanh nghiệp tư nhân cung cấp thông tin khách hàng cho người khác khi chưa có sự đồng ý có bị xử lý không?,110,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PROCEDURE
655,53432,Cơ quan kiểm tra các hoạt động kinh doanh thuốc lá có trách nhiệm và quyền hạn thế nào?,87,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
656,162436,"Cơ quan nào thực hiện đào tạo, bồi dưỡng cán bộ, công chức, viên chức và người lao động cho ngành Giao thông vận tải?",117,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
657,87252,Chương trình đào tạo trình độ sơ cấp phải đảm bảo được những yêu cầu gì?,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
658,53406,Những mức chi liên quan tới thực hiện Chương trình mục tiêu quốc gia giảm nghèo bền vững?,89,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUMERICAL_THRESHOLD
659,10766,Đối với công chức dự thi nâng ngạch lên ngạch Cán sự chuyên ngành hành chính thì có những yêu cầu gì?,101,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
660,10164,Quá trình thiết kế trường dạy nghề cần đảm bảo tuân thủ các quy định chung nào?,79,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
661,19752,Nhiệm vụ chính của Phòng Kiểm toán môi trường thuộc Vụ Hợp tác quốc tế được quy định thế nào?,93,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
662,115756,Chi phí làm sổ đỏ bao gồm những gì?,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GENERAL_SEMANTIC
663,70218,Cơ quan nào có thẩm quyền kiểm tra chất lượng cho sản phẩm xử lý môi trường nuôi trồng thủy sản?,96,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GENERAL_SEMANTIC
664,113128,"Chế biến vị thuốc cổ truyền theo phương pháp cổ truyền, cơ sở khám bệnh, chữa bệnh có trách nhiệm gì?",101,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GENERAL_SEMANTIC
665,40290,Thực hiện đề nghị cấp Giấy phép khảo nghiệm thuốc bảo vệ thực vật để đăng ký bổ sung khi có sự thay đổi về cách sử dụng bằng cách nào?,134,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROCEDURE
666,54714,"Cần chuẩn bị những giấy tờ gì khi thực hiện thủ tục đề nghị cấp giấy phép triển lãm mỹ thuật tại Cục Mỹ thuật, Nhiếp ảnh và Triển lãm?",134,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
667,94432,Mỗi người quảng cáo không được phép gửi quá bao nhiêu tin nhắn quảng cáo tới một số điện thoại?,95,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
668,21386,Hội đồng tư vấn xác định dự án khoa học và công nghệ đặt hàng cấp Bộ Quốc phòng mở phiên họp có bắt buộc Chủ tịch Hội đồng phải tham gia?,137,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PROCEDURE
669,136130,Viện kiểm sát có quyền yêu cầu thay đổi Điều tra viên hay cán bộ điều tra không?,80,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONDITION
